carrier,0
electricity distribution grid,-729620.0451654275
AC,12.862086712542604
DC,35.211498145462166
solar-hsat,38.84502670353846
Solar,45.98757885073024
Onshore Wind,51.90640921296118
Offshore Wind (AC),53.14304417786972
Offshore Wind (DC),54.82771829503751
urban central solid biomass CHP CC,57.1022675941676
Pumped Hydro Storage,62.86711957239837
nuclear,65.75405951156577
Run of River,66.10492187553645
Offshore Wind (Floating),68.26674541411896
Reservoir & Dam,81.4711271008674
OCGT methanol,83.38093023255814
Open-Cycle Gas,86.89833784306147
battery discharger,89.74103064146033
waste CHP,102.24917203789073
urban central solid biomass CHP,107.48979217011292
urban central gas CHP,107.63434650455928
coal,142.36539326043592
lignite,157.51133656527148
oil,206.0955380577428
Combined-Cycle Gas,242.52535186636385
