cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),2003.97817
capital,Generator,AL0 0,Offshore Wind (Floating),2471.78924
capital,Generator,AL0 0,Onshore Wind,27078455.68591
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419810.60305
capital,Generator,AL0 0,rural solar thermal,840.89803
capital,Generator,AL0 0,solar-hsat,259039746.14615
capital,Generator,AL0 0,urban central solar thermal,2591.45433
capital,Generator,AL0 0,urban decentral solar thermal,871.58176
capital,Generator,AT0 0,Onshore Wind,374354672.55648
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184513.73248
capital,Generator,AT0 0,rural solar thermal,759.74584
capital,Generator,AT0 0,solar-hsat,1918821771.69237
capital,Generator,AT0 0,urban central solar thermal,1448.55356
capital,Generator,AT0 0,urban decentral solar thermal,776.43432
capital,Generator,BA0 0,Offshore Wind (AC),639.09638
capital,Generator,BA0 0,Offshore Wind (Floating),568.58886
capital,Generator,BA0 0,Onshore Wind,50338190.91991
capital,Generator,BA0 0,Solar,13985178.91938
capital,Generator,BA0 0,rural solar thermal,673.88112
capital,Generator,BA0 0,solar-hsat,314192796.38766
capital,Generator,BA0 0,urban central solar thermal,1872.6883
capital,Generator,BA0 0,urban decentral solar thermal,678.93655
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192304686.07482
capital,Generator,BE0 0,Offshore Wind (Floating),1099.88484
capital,Generator,BE0 0,Onshore Wind,888135122.82871
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347187.95699
capital,Generator,BE0 0,rural solar thermal,84.93935
capital,Generator,BE0 0,solar-hsat,301290282.10988
capital,Generator,BE0 0,urban central solar thermal,957.47313
capital,Generator,BE0 0,urban decentral solar thermal,470.72892
capital,Generator,BG0 0,Offshore Wind (AC),2703.6921
capital,Generator,BG0 0,Offshore Wind (DC),2383.43496
capital,Generator,BG0 0,Offshore Wind (Floating),3266.13148
capital,Generator,BG0 0,Onshore Wind,70357904.48615
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125928964.28771
capital,Generator,BG0 0,rural solar thermal,764.36479
capital,Generator,BG0 0,solar-hsat,548833275.23206
capital,Generator,BG0 0,urban central solar thermal,1663.93003
capital,Generator,BG0 0,urban decentral solar thermal,848.48079
capital,Generator,CH0 0,Onshore Wind,6364670.66377
capital,Generator,CH0 0,Run of River,1295123214.9052
capital,Generator,CH0 0,Solar,5068442.25646
capital,Generator,CH0 0,rural solar thermal,306.38431
capital,Generator,CH0 0,solar-hsat,2047533841.36583
capital,Generator,CH0 0,urban central solar thermal,1376.61089
capital,Generator,CH0 0,urban decentral solar thermal,312.61642
capital,Generator,CZ0 0,Onshore Wind,16200974.7212
capital,Generator,CZ0 0,Run of River,12396579.18494
capital,Generator,CZ0 0,Solar,68150665.24649
capital,Generator,CZ0 0,rural solar thermal,446.57102
capital,Generator,CZ0 0,solar-hsat,140422200.87618
capital,Generator,CZ0 0,urban central solar thermal,1219.20569
capital,Generator,CZ0 0,urban decentral solar thermal,592.25168
capital,Generator,DE0 0,Offshore Wind (AC),464757892.81506
capital,Generator,DE0 0,Offshore Wind (DC),359314221.58426
capital,Generator,DE0 0,Offshore Wind (Floating),1060.86602
