component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,11.91143
Generator,Offshore Wind (AC),BA0 0,AC,3.14124
Generator,Offshore Wind (AC),BE0 0,AC,9926571.32363
Generator,Offshore Wind (AC),BG0 0,AC,50.32943
Generator,Offshore Wind (AC),DE0 0,AC,9651494.01261
Generator,Offshore Wind (AC),DE0 2,AC,24927671.03039
Generator,Offshore Wind (AC),DE0 5,AC,8759748.63818
Generator,Offshore Wind (AC),DK0 0,AC,6127953.41471
Generator,Offshore Wind (AC),DK1 0,AC,3976393.59707
Generator,Offshore Wind (AC),EE0 0,AC,328.51365
Generator,Offshore Wind (AC),ES0 0,AC,49038.79678
Generator,Offshore Wind (AC),ES6 0,AC,12.36542
Generator,Offshore Wind (AC),FI1 0,AC,716.26502
Generator,Offshore Wind (AC),FR0 0,AC,14492242.48007
Generator,Offshore Wind (AC),FR0 1,AC,347509.10007
Generator,Offshore Wind (AC),FR0 2,AC,86.1955
Generator,Offshore Wind (AC),FR0 3,AC,22656697.61341
Generator,Offshore Wind (AC),FR5 0,AC,10.98028
Generator,Offshore Wind (AC),GB2 0,AC,34375986.66124
Generator,Offshore Wind (AC),GB2 1,AC,69545575.00453
Generator,Offshore Wind (AC),GB3 0,AC,5517342.13867
Generator,Offshore Wind (AC),GR0 0,AC,33.28454
Generator,Offshore Wind (AC),HR0 0,AC,24.39865
Generator,Offshore Wind (AC),IE3 0,AC,102127.34898
Generator,Offshore Wind (AC),IT0 0,AC,52961.87953
Generator,Offshore Wind (AC),IT0 1,AC,19.67307
Generator,Offshore Wind (AC),IT4 0,AC,46.40536
Generator,Offshore Wind (AC),LT0 0,AC,540.53303
Generator,Offshore Wind (AC),LV0 0,AC,347.87155
Generator,Offshore Wind (AC),ME0 0,AC,3.80628
Generator,Offshore Wind (AC),NL0 0,AC,26279672.81591
Generator,Offshore Wind (AC),NO1 0,AC,517218.10541
Generator,Offshore Wind (AC),PL0 0,AC,21496833.09812
Generator,Offshore Wind (AC),PT0 0,AC,76660.43592
Generator,Offshore Wind (AC),RO0 0,AC,5602757.64614
Generator,Offshore Wind (AC),SE1 0,AC,744925.20776
Generator,Offshore Wind (AC),SI0 0,AC,5.33085
Generator,Offshore Wind (DC),BE0 0,AC,3990761.57583
Generator,Offshore Wind (DC),BG0 0,AC,154.67325
Generator,Offshore Wind (DC),DE0 0,AC,8068320.90668
Generator,Offshore Wind (DC),DE0 2,AC,103522719.77917
Generator,Offshore Wind (DC),DE0 5,AC,1237228.82158
Generator,Offshore Wind (DC),DK0 0,AC,299.02254
Generator,Offshore Wind (DC),DK1 0,AC,42.3152
Generator,Offshore Wind (DC),EE0 0,AC,220.16244
Generator,Offshore Wind (DC),FI1 0,AC,7141280.75899
