cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),2235.40876
capital,Generator,AL0 0,Offshore Wind (Floating),2467.619
capital,Generator,AL0 0,Onshore Wind,27078454.10032
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419827.38533
capital,Generator,AL0 0,rural solar thermal,887.84612
capital,Generator,AL0 0,solar-hsat,244113486.51403
capital,Generator,AL0 0,urban central solar thermal,5648.57981
capital,Generator,AL0 0,urban decentral solar thermal,914.40607
capital,Generator,AT0 0,Onshore Wind,374354439.32333
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184573.94278
capital,Generator,AT0 0,rural solar thermal,864.95732
capital,Generator,AT0 0,solar-hsat,1987830807.3704
capital,Generator,AT0 0,urban central solar thermal,1507.72466
capital,Generator,AT0 0,urban decentral solar thermal,834.75224
capital,Generator,BA0 0,Offshore Wind (AC),979.06161
capital,Generator,BA0 0,Offshore Wind (Floating),890.92356
capital,Generator,BA0 0,Onshore Wind,50338152.59708
capital,Generator,BA0 0,Solar,13985260.80482
capital,Generator,BA0 0,rural solar thermal,672.0556
capital,Generator,BA0 0,solar-hsat,321252997.35027
capital,Generator,BA0 0,urban central solar thermal,1747.33344
capital,Generator,BA0 0,urban decentral solar thermal,676.58916
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192304644.43502
capital,Generator,BE0 0,Offshore Wind (Floating),1659.72554
capital,Generator,BE0 0,Onshore Wind,1019992503.55947
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347185.85781
capital,Generator,BE0 0,rural solar thermal,78.04371
capital,Generator,BE0 0,solar-hsat,480476050.59391
capital,Generator,BE0 0,urban central solar thermal,989.61551
capital,Generator,BE0 0,urban decentral solar thermal,463.61738
capital,Generator,BG0 0,Offshore Wind (AC),3688.76749
capital,Generator,BG0 0,Offshore Wind (DC),4483.26226
capital,Generator,BG0 0,Offshore Wind (Floating),3333.96208
capital,Generator,BG0 0,Onshore Wind,70358219.72669
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125928921.66415
capital,Generator,BG0 0,rural solar thermal,741.90709
capital,Generator,BG0 0,solar-hsat,544500835.05048
capital,Generator,BG0 0,urban central solar thermal,1597.77838
capital,Generator,BG0 0,urban decentral solar thermal,836.90872
capital,Generator,CH0 0,Onshore Wind,6364638.2655
capital,Generator,CH0 0,Run of River,1295123214.9052
capital,Generator,CH0 0,Solar,5068562.63245
capital,Generator,CH0 0,rural solar thermal,303.91448
capital,Generator,CH0 0,solar-hsat,2117446277.36106
capital,Generator,CH0 0,urban central solar thermal,1404.18971
capital,Generator,CH0 0,urban decentral solar thermal,310.10139
capital,Generator,CZ0 0,Onshore Wind,16201104.87792
capital,Generator,CZ0 0,Run of River,12396579.18494
capital,Generator,CZ0 0,Solar,68150633.74046
capital,Generator,CZ0 0,rural solar thermal,447.03571
capital,Generator,CZ0 0,solar-hsat,218082276.65005
capital,Generator,CZ0 0,urban central solar thermal,1282.30528
capital,Generator,CZ0 0,urban decentral solar thermal,589.21933
capital,Generator,DE0 0,Offshore Wind (AC),464757892.81506
capital,Generator,DE0 0,Offshore Wind (DC),359314218.72558
capital,Generator,DE0 0,Offshore Wind (Floating),1478.31373
capital,Generator,DE0 0,Onshore Wind,1482255738.21589
capital,Generator,DE0 0,Run of River,22970095.01057
capital,Generator,DE0 0,Solar,136919126.65563
capital,Generator,DE0 0,rural solar thermal,471.1832
capital,Generator,DE0 0,solar-hsat,88164.50772
capital,Generator,DE0 0,urban central solar thermal,877.12593
capital,Generator,DE0 0,urban decentral solar thermal,509.28564
capital,Generator,DE0 1,Onshore Wind,390671378.5942
capital,Generator,DE0 1,Run of River,72178052.77618
capital,Generator,DE0 1,Solar,199216134.97979
capital,Generator,DE0 1,rural solar thermal,515.45484
capital,Generator,DE0 1,solar-hsat,307687474.5565
capital,Generator,DE0 1,urban central solar thermal,1048.59187
capital,Generator,DE0 1,urban decentral solar thermal,573.28406
capital,Generator,DE0 2,Offshore Wind (AC),1156810252.44729
capital,Generator,DE0 2,Offshore Wind (DC),4753540751.85432
capital,Generator,DE0 2,Offshore Wind (Floating),1795.84956
capital,Generator,DE0 2,Onshore Wind,818604658.01873
capital,Generator,DE0 2,Run of River,132010325.87154
capital,Generator,DE0 2,Solar,84732836.99816
capital,Generator,DE0 2,rural solar thermal,371.50885
capital,Generator,DE0 2,solar-hsat,42892.55171
capital,Generator,DE0 2,urban central solar thermal,1037.95258
capital,Generator,DE0 2,urban decentral solar thermal,466.68
capital,Generator,DE0 3,Onshore Wind,52768282.47823
capital,Generator,DE0 3,Run of River,940688192.41467
capital,Generator,DE0 3,Solar,232333302.49219
capital,Generator,DE0 3,rural solar thermal,665.81614
capital,Generator,DE0 3,solar-hsat,1029531286.29096
capital,Generator,DE0 3,urban central solar thermal,1355.84384
capital,Generator,DE0 3,urban decentral solar thermal,687.90673
capital,Generator,DE0 4,Onshore Wind,332001509.75054
capital,Generator,DE0 4,Run of River,269690009.68602
capital,Generator,DE0 4,Solar,115970227.32122
capital,Generator,DE0 4,rural solar thermal,430.16955
