cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),2152.06556
capital,Generator,AL0 0,Offshore Wind (Floating),3003.90238
capital,Generator,AL0 0,Onshore Wind,27078460.54114
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419777.4904
capital,Generator,AL0 0,rural solar thermal,889.70299
capital,Generator,AL0 0,solar-hsat,422138926.32176
capital,Generator,AL0 0,urban central solar thermal,2347.47115
capital,Generator,AL0 0,urban decentral solar thermal,916.76489
capital,Generator,AT0 0,Onshore Wind,374354112.80454
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184569.67024
capital,Generator,AT0 0,rural solar thermal,493.71245
capital,Generator,AT0 0,solar-hsat,2701211054.82684
capital,Generator,AT0 0,urban central solar thermal,1176.60288
capital,Generator,AT0 0,urban decentral solar thermal,1213.05079
capital,Generator,BA0 0,Offshore Wind (AC),941.28012
capital,Generator,BA0 0,Offshore Wind (Floating),648.50499
capital,Generator,BA0 0,Onshore Wind,50338142.08868
capital,Generator,BA0 0,Solar,13985147.27265
capital,Generator,BA0 0,rural solar thermal,811.30069
capital,Generator,BA0 0,solar-hsat,455804435.52294
capital,Generator,BA0 0,urban central solar thermal,1839.95987
capital,Generator,BA0 0,urban decentral solar thermal,816.37532
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192304862.78817
capital,Generator,BE0 0,Offshore Wind (Floating),2801.63776
capital,Generator,BE0 0,Onshore Wind,1763000702.85174
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347039.68501
capital,Generator,BE0 0,rural solar thermal,50.88428
capital,Generator,BE0 0,solar-hsat,1517911970.01596
capital,Generator,BE0 0,urban central solar thermal,850.9473
capital,Generator,BE0 0,urban decentral solar thermal,528.4812
capital,Generator,BG0 0,Offshore Wind (AC),323689058.67373
capital,Generator,BG0 0,Offshore Wind (DC),3494308.06358
capital,Generator,BG0 0,Offshore Wind (Floating),4166.45448
capital,Generator,BG0 0,Onshore Wind,70357661.05111
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125928887.22265
capital,Generator,BG0 0,rural solar thermal,717.89873
capital,Generator,BG0 0,solar-hsat,934945177.76679
capital,Generator,BG0 0,urban central solar thermal,1271.78026
capital,Generator,BG0 0,urban decentral solar thermal,1140.04262
capital,Generator,CH0 0,Onshore Wind,6364598.06461
capital,Generator,CH0 0,Run of River,1295123214.9052
capital,Generator,CH0 0,Solar,5068797.02957
capital,Generator,CH0 0,rural solar thermal,318.4489
capital,Generator,CH0 0,solar-hsat,2832992054.45926
capital,Generator,CH0 0,urban central solar thermal,1564.88056
capital,Generator,CH0 0,urban decentral solar thermal,354.22353
capital,Generator,CZ0 0,Onshore Wind,2544905270.94304
