,0
AC,54.78225055356777
EV battery,62.60098218941841
H2,69.6222634995118
NH3,104.89554719268045
agriculture machinery oil,82.83506475148614
battery,55.860687915319005
biogas,17.436835812274204
co2,-99.98949570697253
co2 sequestered,-31.040839994990822
co2 stored,-28.055868917086926
coal,9.565017419766665
coal for industry,43.18144239102079
gas,25.239249117756884
gas for industry,44.9864286658917
hbi,283.4974178316558
heat100-200 industry,33.16847660367839
heat200-500 industry,39.10539534001389
heat<100 industry,34.13844801902508
heat>500 industry,45.53692636003815
home battery,64.05500932567296
kerosene for aviation,82.83499413687998
land transport oil,82.83509585885176
lignite,3.3079416407199984
low voltage,67.38981530693113
methanol,95.72388382526587
municipal solid waste,-0.020015989535827533
naphtha for industry,57.12796773895841
non-sequestered HVC,-25.717245995091794
oil,57.11782046151833
oil primary,52.920405167
rural heat,80.42712544784547
shipping methanol,120.53268015677153
shipping oil,82.83504971805715
solid biomass,23.52129395396638
solid biomass for industry,23.508760357243865
solid biomass import,54.010250066156594
steel,401.185958157832
steel emission,-99.99962270836676
unsustainable bioliquids,81.68513720756131
uranium,3.4228562764843358
urban central heat,38.64436824054819
urban decentral heat,89.1641934985449
