component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,10.83491
Generator,Offshore Wind (AC),BA0 0,AC,4.28748
Generator,Offshore Wind (AC),BE0 0,AC,9512148.39664
Generator,Offshore Wind (AC),BG0 0,AC,4004648.11206
Generator,Offshore Wind (AC),DE0 0,AC,9586055.36299
Generator,Offshore Wind (AC),DE0 2,AC,23526033.97691
Generator,Offshore Wind (AC),DE0 5,AC,7807853.76619
Generator,Offshore Wind (AC),DK0 0,AC,5425243.70829
Generator,Offshore Wind (AC),DK1 0,AC,3192337.95438
Generator,Offshore Wind (AC),EE0 0,AC,416.11885
Generator,Offshore Wind (AC),ES0 0,AC,47091.39093
Generator,Offshore Wind (AC),ES6 0,AC,16.73821
Generator,Offshore Wind (AC),FI1 0,AC,459.12037
Generator,Offshore Wind (AC),FR0 0,AC,13990668.07801
Generator,Offshore Wind (AC),FR0 1,AC,5573872.9319
Generator,Offshore Wind (AC),FR0 2,AC,220.29916
Generator,Offshore Wind (AC),FR0 3,AC,57554664.28351
Generator,Offshore Wind (AC),FR5 0,AC,17.68961
Generator,Offshore Wind (AC),GB2 0,AC,134472518.13056
Generator,Offshore Wind (AC),GB2 1,AC,70717031.70853
Generator,Offshore Wind (AC),GB3 0,AC,5315739.27964
Generator,Offshore Wind (AC),GR0 0,AC,42.88707
Generator,Offshore Wind (AC),HR0 0,AC,33.7255
Generator,Offshore Wind (AC),IE3 0,AC,2089875.30105
Generator,Offshore Wind (AC),IT0 0,AC,49210.72405
Generator,Offshore Wind (AC),IT0 1,AC,37.89363
Generator,Offshore Wind (AC),IT4 0,AC,100.74184
Generator,Offshore Wind (AC),LT0 0,AC,324.15103
Generator,Offshore Wind (AC),LV0 0,AC,328.58837
Generator,Offshore Wind (AC),ME0 0,AC,3.63487
Generator,Offshore Wind (AC),NL0 0,AC,25244011.70857
Generator,Offshore Wind (AC),NO1 0,AC,515464.9155
Generator,Offshore Wind (AC),PL0 0,AC,19971682.07497
Generator,Offshore Wind (AC),PT0 0,AC,15740953.42902
Generator,Offshore Wind (AC),RO0 0,AC,5463366.09381
Generator,Offshore Wind (AC),SE1 0,AC,739661.32049
Generator,Offshore Wind (AC),SI0 0,AC,5.64766
Generator,Offshore Wind (DC),BE0 0,AC,3661465.05823
Generator,Offshore Wind (DC),BG0 0,AC,51029.25494
Generator,Offshore Wind (DC),DE0 0,AC,7947922.72367
Generator,Offshore Wind (DC),DE0 2,AC,101575795.72823
Generator,Offshore Wind (DC),DE0 5,AC,1184076.85557
Generator,Offshore Wind (DC),DK0 0,AC,3591.76454
