carrier,0
electricity distribution grid,-4371646.5227939
AC,3.2775783895057318
DC,8.91636305413875
Pumped Hydro Storage,23.555602258957524
Solar,34.82592030097696
solar-hsat,35.176446847039365
Onshore Wind,39.47185149242509
Offshore Wind (AC),41.611653052595344
Offshore Wind (Floating),42.958341463414634
Run of River,44.20176009580799
battery discharger,44.674837335115775
nuclear,45.09530177052312
Reservoir & Dam,46.47791866289373
urban central solid biomass CHP CC,46.72602329562363
waste CHP,46.863548883756735
Offshore Wind (DC),46.96189357552219
OCGT methanol,50.12432959531935
urban central solid biomass CHP,50.30037944631004
oil,50.3485269594219
Combined-Cycle Gas,50.59170063856647
urban central gas CHP,62.11940400476616
coal,127.59379452816667
Open-Cycle Gas,133.43786707857183
lignite,157.62491853139255
