component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,9.6109
Generator,Offshore Wind (AC),BA0 0,AC,3.64496
Generator,Offshore Wind (AC),BE0 0,AC,10035325.93394
Generator,Offshore Wind (AC),BG0 0,AC,31.05936
Generator,Offshore Wind (AC),DE0 0,AC,9662404.52404
Generator,Offshore Wind (AC),DE0 2,AC,27793800.54108
Generator,Offshore Wind (AC),DE0 5,AC,9091474.80156
Generator,Offshore Wind (AC),DK0 0,AC,7488546.18908
Generator,Offshore Wind (AC),DK1 0,AC,4191640.86093
Generator,Offshore Wind (AC),EE0 0,AC,289.81525
Generator,Offshore Wind (AC),ES0 0,AC,50918.73827
Generator,Offshore Wind (AC),ES6 0,AC,10.74827
Generator,Offshore Wind (AC),FI1 0,AC,833.51363
Generator,Offshore Wind (AC),FR0 0,AC,3947323.00259
Generator,Offshore Wind (AC),FR0 1,AC,355765.9108
Generator,Offshore Wind (AC),FR0 2,AC,57.09245
Generator,Offshore Wind (AC),FR0 3,AC,5633820.25223
Generator,Offshore Wind (AC),FR5 0,AC,8.92155
Generator,Offshore Wind (AC),GB2 0,AC,34049207.02398
Generator,Offshore Wind (AC),GB2 1,AC,71720840.72932
Generator,Offshore Wind (AC),GB3 0,AC,333.6391
Generator,Offshore Wind (AC),GR0 0,AC,28.34115
Generator,Offshore Wind (AC),HR0 0,AC,20.98018
Generator,Offshore Wind (AC),IE3 0,AC,109750.03391
Generator,Offshore Wind (AC),IT0 0,AC,54931.29529
Generator,Offshore Wind (AC),IT0 1,AC,17.55577
Generator,Offshore Wind (AC),IT4 0,AC,31.86726
Generator,Offshore Wind (AC),LT0 0,AC,1950.27765
Generator,Offshore Wind (AC),LV0 0,AC,371.71346
Generator,Offshore Wind (AC),ME0 0,AC,3.03166
Generator,Offshore Wind (AC),NL0 0,AC,26624172.0495
Generator,Offshore Wind (AC),NO1 0,AC,517302.05322
Generator,Offshore Wind (AC),PL0 0,AC,22210150.64682
Generator,Offshore Wind (AC),PT0 0,AC,80488.57743
Generator,Offshore Wind (AC),RO0 0,AC,125.35489
Generator,Offshore Wind (AC),SE1 0,AC,746406.45868
Generator,Offshore Wind (AC),SI0 0,AC,5.4796
Generator,Offshore Wind (DC),BE0 0,AC,4140916.73679
Generator,Offshore Wind (DC),BG0 0,AC,51.61631
Generator,Offshore Wind (DC),DE0 0,AC,8084144.43769
Generator,Offshore Wind (DC),DE0 2,AC,91531152.34542
Generator,Offshore Wind (DC),DE0 5,AC,1257233.08704
Generator,Offshore Wind (DC),DK0 0,AC,218.16569
Generator,Offshore Wind (DC),DK1 0,AC,38.83934
Generator,Offshore Wind (DC),EE0 0,AC,179.25796
Generator,Offshore Wind (DC),FI1 0,AC,8122475.18574
Generator,Offshore Wind (DC),FR0 0,AC,2040.27605
Generator,Offshore Wind (DC),FR0 2,AC,49.89362
Generator,Offshore Wind (DC),FR0 3,AC,642.98365
Generator,Offshore Wind (DC),GB2 0,AC,2101.82398
Generator,Offshore Wind (DC),GB2 1,AC,349.91702
Generator,Offshore Wind (DC),GB3 0,AC,248.83705
Generator,Offshore Wind (DC),GR0 0,AC,95.35304
Generator,Offshore Wind (DC),HR0 0,AC,23.72894
Generator,Offshore Wind (DC),IE3 0,AC,5531702.07812
Generator,Offshore Wind (DC),IT0 0,AC,25.35036
Generator,Offshore Wind (DC),IT0 1,AC,14.61521
Generator,Offshore Wind (DC),LT0 0,AC,5496041.51418
Generator,Offshore Wind (DC),LV0 0,AC,664.94193
Generator,Offshore Wind (DC),NL0 0,AC,1251.26684
Generator,Offshore Wind (DC),NO1 0,AC,404.45171
Generator,Offshore Wind (DC),PL0 0,AC,28377590.6246
