cost,component,carrier,0
capital,Generator,Offshore Wind (AC),10648504140.2321
capital,Generator,Offshore Wind (DC),4513744303.28727
capital,Generator,Offshore Wind (Floating),96421.37948
capital,Generator,Onshore Wind,30841548550.28269
capital,Generator,Run of River,14731877853.69473
capital,Generator,Solar,6359488292.63673
capital,Generator,rural solar thermal,32489.82795
capital,Generator,solar-hsat,23033473080.01938
capital,Generator,urban central solar thermal,57312.09781
capital,Generator,urban decentral solar thermal,25803.9287
capital,Line,AC,7417196279.15542
capital,Link,BOF,15784698985.71967
capital,Link,CO2 pipeline,24736693.16045
capital,Link,Combined-Cycle Gas,20531269923.43597
capital,Link,DC,1508484281.03494
capital,Link,EAF,97945.25241
capital,Link,H2 DRI,43991.12927
capital,Link,H2 Electrolysis,82043.2833
capital,Link,Haber-Bosch,1609338532.09614
capital,Link,OCGT methanol,54321.35089
capital,Link,Open-Cycle Gas,14744724.20943
capital,Link,SMR,1906743562.65093
capital,Link,Sabatier,38421.80115
capital,Link,ammonia cracker,61927.1526
capital,Link,battery charger,163109.8694
capital,Link,biogas to gas,3123107968.70911
capital,Link,biomass to liquid,6105493009.53069
capital,Link,biomass-to-methanol,114618.69894
capital,Link,coal,20296277410.9743
capital,Link,electricity distribution grid,27321668622.36636
capital,Link,gas DRI,93493.84962
capital,Link,gas pipeline,865535209.23276
capital,Link,gas pipeline new,443521837.1837
capital,Link,heat100-200 industry electric boiler steam,17525.3969
capital,Link,heat100-200 industry gas,245833891.75947
capital,Link,heat100-200 industry industrial heat pump high temperature,1857567443.41791
capital,Link,heat100-200 industry solid biomass,139532.5276
capital,Link,heat200-500 industry gas,24307954.45781
capital,Link,heat200-500 industry hydrogen,6224.37495
capital,Link,heat200-500 industry solid biomass,62838.60095
capital,Link,heat<100 industry electric boiler steam,18003.66353
capital,Link,heat<100 industry gas,198105110.77748
capital,Link,heat<100 industry industrial heat pump medium temperature,606107263.82549
capital,Link,heat<100 industry solid biomass,172744.62173
capital,Link,heat>500 industry gas,65137026.86025
capital,Link,heat>500 industry hydrogen,6293.1284
capital,Link,home battery charger,272259.35287
capital,Link,lignite,17957006047.00207
capital,Link,methanolisation,754057143.67115
capital,Link,nuclear,76509097852.66687
capital,Link,oil,54279.51537
capital,Link,rural air heat pump,245779.16615
capital,Link,rural biomass boiler,8175723160.60439
capital,Link,rural gas boiler,11795930477.77059
capital,Link,rural ground heat pump,8211900640.5766
capital,Link,rural oil boiler,1283100906.1847
capital,Link,rural resistive heater,532457999.41147
capital,Link,urban central air heat pump,87480716.51435
capital,Link,urban central gas CHP,96273475.49381
capital,Link,urban central gas boiler,1640460763.57531
capital,Link,urban central resistive heater,44792769.87121
capital,Link,urban central solid biomass CHP,188435693.83648
capital,Link,urban central solid biomass CHP CC,2519560434.77152
capital,Link,urban decentral air heat pump,20652730323.43434
capital,Link,urban decentral biomass boiler,13778206519.77785
capital,Link,urban decentral gas boiler,29957312019.34023
capital,Link,urban decentral oil boiler,2788316961.51102
capital,Link,urban decentral resistive heater,1276345750.54728
capital,Link,waste CHP,95423.35852
capital,StorageUnit,Pumped Hydro Storage,10196441142.68939
capital,StorageUnit,Reservoir & Dam,18874362418.81157
capital,Store,Battery Storage,149136.24986
capital,Store,H2 Store,103643.39316
capital,Store,ammonia store,220810.87816
capital,Store,co2 sequestered,231674691.22551
capital,Store,co2 stored,266374.8488
capital,Store,gas,23768297233.39428
capital,Store,home battery,388296.71613
capital,Store,methanol,0.0
capital,Store,uranium,13341640953.59652
marginal,Generator,Offshore Wind (AC),5889891.44067
