cost,component,carrier,0
marginal,Generator,Offshore Wind (DC),2500131.49112
marginal,Generator,Offshore Wind (Floating),19.07792
marginal,Generator,Onshore Wind,15397980.25126
marginal,Generator,Run of River,1624162.5865
marginal,Generator,Solar,3134608.38386
marginal,Generator,co2-ets,220517705426.5115
marginal,Generator,coal,2892783177.53548
marginal,Generator,forest residues,3382423895.4891
marginal,Generator,gas,98312198885.56422
marginal,Generator,industry wood,1753079695.76901
marginal,Generator,landscape care,237064764.10947
marginal,Generator,lignite,286072.20759
marginal,Generator,manure and slurry,29602.4216
marginal,Generator,municipal solid waste,575891.40781
marginal,Generator,oil primary,271599340826.95813
marginal,Generator,rural heat vent,8.85378
marginal,Generator,rural solar thermal,4.35376
marginal,Generator,sewage sludge,25700.55292
marginal,Generator,solar-hsat,12863185.97293
marginal,Generator,solid biomass,1003966861.63109
marginal,Generator,straw,27279.23974
marginal,Generator,unsustainable biogas,8153579261.41286
marginal,Generator,unsustainable bioliquids,17459208819.47873
marginal,Generator,unsustainable solid biomass,11572617277.89029
marginal,Generator,uranium,6579192878.20431
marginal,Generator,urban central heat vent,6339.62533
marginal,Generator,urban central solar thermal,12.55404
marginal,Generator,urban decentral heat vent,473.68648
marginal,Generator,urban decentral solar thermal,2.34017
marginal,Link,BEV charger,3335238.59877
marginal,Link,BOF,12560996932.04972
marginal,Link,CO2 pipeline,12398.93213
marginal,Link,Combined-Cycle Gas,3534382825.61182
marginal,Link,DC,1507995.07726
marginal,Link,EAF,5.78613
marginal,Link,H2 DRI,27156.38854
marginal,Link,H2 Electrolysis,13.54913
marginal,Link,HVC to air,9124019.15549
marginal,Link,Haber-Bosch,2181268.76509
marginal,Link,OCGT methanol,1388.9219
marginal,Link,Open-Cycle Gas,956007.06765
marginal,Link,SMR,2401294.64881
marginal,Link,Sabatier,26.33585
marginal,Link,agriculture machinery oil,522140.10059
marginal,Link,ammonia cracker,9.21813
marginal,Link,battery charger,207.87224
marginal,Link,battery discharger,204.60652
marginal,Link,biogas to gas,480582078.98918
marginal,Link,biomass to liquid,176207062.72717
marginal,Link,biomass-to-methanol,23858.24554
marginal,Link,co2 sequestered,75772.20155
marginal,Link,coal,18522115.76615
marginal,Link,coal for industry,1770620.3382
marginal,Link,electricity distribution grid,34688728.69945
marginal,Link,gas DRI,111080.52541
marginal,Link,gas for industry,1102296.34495
marginal,Link,gas pipeline,7813708.41204
marginal,Link,gas pipeline new,-2032365.42663
marginal,Link,heat100-200 industry electric boiler steam,2132.2131
marginal,Link,heat100-200 industry gas,250456556.74186
marginal,Link,heat100-200 industry industrial heat pump high temperature,161848562.1571
marginal,Link,heat100-200 industry solid biomass,41600.81195
marginal,Link,heat200-500 industry gas,33461365.60979
marginal,Link,heat200-500 industry hydrogen,7378.39468
marginal,Link,heat200-500 industry solid biomass,168231.80634
marginal,Link,heat<100 industry electric boiler steam,2189.08551
marginal,Link,heat<100 industry gas,272502191.93859
marginal,Link,heat<100 industry industrial heat pump medium temperature,67727895.61319
marginal,Link,heat<100 industry solid biomass,52079.26642
marginal,Link,heat>500 industry gas,89873855.57028
marginal,Link,heat>500 industry hydrogen,7507.04217
marginal,Link,home battery charger,226.99811
marginal,Link,home battery discharger,224.21752
marginal,Link,kerosene for aviation,7577003.71482
marginal,Link,land transport oil,24925042.54307
marginal,Link,lignite,93847.21347
marginal,Link,methanolisation,876568.23962
marginal,Link,municipal solid waste,542808.30692
marginal,Link,naphtha for industry,8524743.66414
marginal,Link,nuclear,2240960313.3736
marginal,Link,oil,1698.04897
marginal,Link,oil refining,49212858.90865
marginal,Link,rural air heat pump,13.41809
marginal,Link,rural biomass boiler,1676562860.89526
marginal,Link,rural gas boiler,3248648.51114
marginal,Link,rural ground heat pump,424161.14102
marginal,Link,rural oil boiler,1791336.27036
marginal,Link,rural resistive heater,536028.11531
marginal,Link,shipping methanol,687470.16668
marginal,Link,shipping oil,4991393.21299
marginal,Link,solid biomass for industry,3375896.58849
marginal,Link,solid biomass import,15.03126
marginal,Link,steel emission,389213.1681
marginal,Link,unsustainable bioliquids,144564177.82249
marginal,Link,urban central air heat pump,23808.87328
marginal,Link,urban central gas CHP,55822153.44117
marginal,Link,urban central gas boiler,4416187.0556
marginal,Link,urban central resistive heater,33190.83921
marginal,Link,urban central solid biomass CHP,72458464.72132
marginal,Link,urban central solid biomass CHP CC,389368511.29196
marginal,Link,urban decentral air heat pump,891320.15889
marginal,Link,urban decentral biomass boiler,2424679175.33596
marginal,Link,urban decentral gas boiler,6691474.14051
marginal,Link,urban decentral oil boiler,3144294.58403
marginal,Link,urban decentral resistive heater,1998863.86659
marginal,Link,waste CHP,52826.27359
marginal,StorageUnit,Pumped Hydro Storage,472097.03283
marginal,StorageUnit,Reservoir & Dam,3469712.58401
marginal,Store,Battery Storage,0.00012
marginal,Store,EV battery,-0.00505
marginal,Store,co2 sequestered,694576.17699
marginal,Store,home battery,0.00017
marginal,Store,non-sequestered HVC,8483227.05715
marginal,Store,solid biomass import,82901.85416
