carrier,0
electricity distribution grid,-2551996.028412318
AC,4.994152717103326
DC,14.075743073100858
Solar,35.256140679035454
Pumped Hydro Storage,35.615744113844556
solar-hsat,36.65155645393388
Onshore Wind,43.4333363569172
Offshore Wind (AC),45.43092928103978
Offshore Wind (DC),47.495042337697384
Offshore Wind (Floating),49.534716381646575
urban central solid biomass CHP CC,51.27918661768184
Run of River,51.93457341344063
nuclear,52.402129108314156
battery discharger,53.9499634856745
Reservoir & Dam,55.5289824362022
waste CHP,56.289680548586716
OCGT methanol,57.053892215568865
oil,57.79311318092012
urban central solid biomass CHP,58.11726719091948
Combined-Cycle Gas,66.66075132188365
urban central gas CHP,85.5222623376489
coal,126.09102479237029
Open-Cycle Gas,130.3732679211336
lignite,136.63062507068193
