component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,8.5195
Generator,Offshore Wind (AC),BA0 0,AC,2.48972
Generator,Offshore Wind (AC),BE0 0,AC,10040567.63522
Generator,Offshore Wind (AC),BG0 0,AC,23.04839
Generator,Offshore Wind (AC),DE0 0,AC,9663906.81783
Generator,Offshore Wind (AC),DE0 2,AC,27752429.73702
Generator,Offshore Wind (AC),DE0 5,AC,9199525.35548
Generator,Offshore Wind (AC),DK0 0,AC,7132015.59519
Generator,Offshore Wind (AC),DK1 0,AC,4490501.93203
Generator,Offshore Wind (AC),EE0 0,AC,217.29253
Generator,Offshore Wind (AC),ES0 0,AC,51451.68999
Generator,Offshore Wind (AC),ES6 0,AC,10.34225
Generator,Offshore Wind (AC),FI1 0,AC,365.97807
Generator,Offshore Wind (AC),FR0 0,AC,4018758.91338
Generator,Offshore Wind (AC),FR0 1,AC,357524.62332
Generator,Offshore Wind (AC),FR0 2,AC,46.82836
Generator,Offshore Wind (AC),FR0 3,AC,5652006.16955
Generator,Offshore Wind (AC),FR5 0,AC,7.58174
Generator,Offshore Wind (AC),GB2 0,AC,34522443.94351
Generator,Offshore Wind (AC),GB2 1,AC,71119742.24083
Generator,Offshore Wind (AC),GB3 0,AC,226.00363
Generator,Offshore Wind (AC),GR0 0,AC,21.50815
Generator,Offshore Wind (AC),HR0 0,AC,16.266
Generator,Offshore Wind (AC),IE3 0,AC,112517.60925
Generator,Offshore Wind (AC),IT0 0,AC,55417.87427
Generator,Offshore Wind (AC),IT0 1,AC,13.41372
Generator,Offshore Wind (AC),IT4 0,AC,25.63611
Generator,Offshore Wind (AC),LT0 0,AC,1227.46362
Generator,Offshore Wind (AC),LV0 0,AC,318.99748
Generator,Offshore Wind (AC),ME0 0,AC,2.56628
Generator,Offshore Wind (AC),NL0 0,AC,26182759.37229
Generator,Offshore Wind (AC),NO1 0,AC,517333.39397
Generator,Offshore Wind (AC),PL0 0,AC,22211059.28899
Generator,Offshore Wind (AC),PT0 0,AC,81021.10049
Generator,Offshore Wind (AC),RO0 0,AC,63.33397
Generator,Offshore Wind (AC),SE1 0,AC,746468.38992
Generator,Offshore Wind (AC),SI0 0,AC,4.55474
Generator,Offshore Wind (DC),BE0 0,AC,3137648.47591
Generator,Offshore Wind (DC),BG0 0,AC,25.66654
Generator,Offshore Wind (DC),DE0 0,AC,8084680.03953
Generator,Offshore Wind (DC),DE0 2,AC,56641081.1554
Generator,Offshore Wind (DC),DE0 5,AC,1268839.64856
Generator,Offshore Wind (DC),DK0 0,AC,152.09066
Generator,Offshore Wind (DC),DK1 0,AC,33.51719
Generator,Offshore Wind (DC),EE0 0,AC,144.60033
Generator,Offshore Wind (DC),FI1 0,AC,635.09644
Generator,Offshore Wind (DC),FR0 0,AC,219.56607
Generator,Offshore Wind (DC),FR0 2,AC,36.47085
Generator,Offshore Wind (DC),FR0 3,AC,184.11323
Generator,Offshore Wind (DC),GB2 0,AC,476.57047
Generator,Offshore Wind (DC),GB2 1,AC,213.27428
Generator,Offshore Wind (DC),GB3 0,AC,188.74793
Generator,Offshore Wind (DC),GR0 0,AC,71.69194
Generator,Offshore Wind (DC),HR0 0,AC,19.26239
Generator,Offshore Wind (DC),IE3 0,AC,1741100.79285
Generator,Offshore Wind (DC),IT0 0,AC,22.08461
Generator,Offshore Wind (DC),IT0 1,AC,12.39796
Generator,Offshore Wind (DC),LT0 0,AC,1735.18441
Generator,Offshore Wind (DC),LV0 0,AC,464.74451
Generator,Offshore Wind (DC),NL0 0,AC,402.98045
Generator,Offshore Wind (DC),NO1 0,AC,209.77462
Generator,Offshore Wind (DC),PL0 0,AC,28377077.53545
Generator,Offshore Wind (DC),RO0 0,AC,64.2372
Generator,Offshore Wind (DC),SE1 0,AC,451.74236
Generator,Offshore Wind (Floating),AL0 0,AC,8.20371
Generator,Offshore Wind (Floating),BA0 0,AC,0.96533
Generator,Offshore Wind (Floating),BE0 0,AC,10.65753
Generator,Offshore Wind (Floating),BG0 0,AC,16.15998
Generator,Offshore Wind (Floating),DE0 0,AC,9.68859
Generator,Offshore Wind (Floating),DE0 2,AC,15.86438
Generator,Offshore Wind (Floating),DE0 5,AC,11.31548
Generator,Offshore Wind (Floating),DK0 0,AC,28.77744
Generator,Offshore Wind (Floating),DK1 0,AC,20.58383
Generator,Offshore Wind (Floating),EE0 0,AC,29.55167
Generator,Offshore Wind (Floating),ES0 0,AC,16.10951
Generator,Offshore Wind (Floating),ES6 0,AC,9.03494
Generator,Offshore Wind (Floating),FI1 0,AC,36.55935
Generator,Offshore Wind (Floating),FR0 0,AC,11.51425
Generator,Offshore Wind (Floating),FR0 1,AC,27.47512
Generator,Offshore Wind (Floating),FR0 2,AC,17.1716
Generator,Offshore Wind (Floating),FR0 3,AC,31.8941
Generator,Offshore Wind (Floating),FR5 0,AC,7.7117
Generator,Offshore Wind (Floating),GB2 0,AC,42.89618
Generator,Offshore Wind (Floating),GB2 1,AC,31.89005
Generator,Offshore Wind (Floating),GB3 0,AC,39.65502
Generator,Offshore Wind (Floating),GR0 0,AC,19.62967
Generator,Offshore Wind (Floating),HR0 0,AC,8.45036
Generator,Offshore Wind (Floating),IE3 0,AC,39.67103
Generator,Offshore Wind (Floating),IT0 0,AC,10.8125
