carrier,0
electricity distribution grid,-3967568.311594452
AC,4.038549810280262
DC,10.701231051591662
Pumped Hydro Storage,30.757561072604396
Solar,34.949914915310195
solar-hsat,35.635872371462376
Onshore Wind,40.95855353179197
Offshore Wind (AC),43.02810158797136
Offshore Wind (Floating),45.917537613414495
Offshore Wind (DC),47.015628875081916
Run of River,47.41244405266836
battery discharger,48.16408408357898
nuclear,48.62804900697281
urban central solid biomass CHP CC,48.97560432746049
waste CHP,50.74686098654709
Reservoir & Dam,51.58168373660003
urban central solid biomass CHP,54.41648040014982
Combined-Cycle Gas,56.23263948906161
OCGT methanol,56.648623569440154
oil,58.18885245901639
urban central gas CHP,64.68856710956054
Open-Cycle Gas,132.33319304497664
coal,133.38422594721354
lignite,191.74999441330567
