,0
AC,52.23107113772167
EV battery,59.543432536596335
H2,59.98157652948781
NH3,93.64494916383795
agriculture machinery oil,82.83542548762928
battery,52.44972758456977
biogas,10.24717220555103
co2,-99.98937346165539
co2 sequestered,-31.108773018733203
co2 stored,-29.155222373722303
coal,9.5639830381
coal for industry,43.18020780428434
gas,18.00533456657976
gas for industry,37.75080008607176
hbi,286.1296849264105
heat100-200 industry,31.82987330759964
heat200-500 industry,34.34554549425838
heat<100 industry,32.67612783986555
heat>500 industry,38.289340300907476
home battery,54.601439600950705
kerosene for aviation,82.83540797689992
land transport oil,82.8351896859223
lignite,3.3087854470433324
low voltage,64.04065825475502
methanol,84.24935485644363
municipal solid waste,-0.01977612740701597
naphtha for industry,57.12783544925012
non-sequestered HVC,-25.717247860297125
oil,57.11793879454195
oil primary,52.92029640800002
rural heat,77.64005868657917
shipping methanol,109.05850490208616
shipping oil,82.83516120446829
solid biomass,21.116748703859336
solid biomass for industry,21.37638985464132
solid biomass import,54.01011289271363
steel,401.1840900734515
steel emission,-99.99930989167528
unsustainable bioliquids,81.68535192746579
uranium,3.422348506380584
urban central heat,35.323631910992496
urban decentral heat,84.49803679885673
