,0
AC,48.81137803779026
EV battery,55.91983552271886
H2,48.55364211169034
NH3,80.49100197393417
agriculture machinery oil,82.83635025679821
battery,48.49963118026945
biogas,1.9161334487567139
co2,-99.98937262489561
co2 sequestered,-30.653401343211595
co2 stored,-29.323517128313146
coal,9.565008451999999
coal for industry,43.182029084679115
gas,9.602017232496603
gas for industry,29.345379374420585
hbi,289.3214115037958
heat100-200 industry,30.113086077581123
heat200-500 industry,29.263537775259323
heat<100 industry,30.818151762457646
heat>500 industry,29.85869381031418
home battery,56.81926686578741
kerosene for aviation,82.83637805850483
land transport oil,82.8360616721223
lignite,3.3088618059966666
low voltage,59.949794399692685
methanol,70.84528388338511
municipal solid waste,-0.02012363144887519
naphtha for industry,57.12891235730366
non-sequestered HVC,-25.71729545069215
oil,57.11892702951222
oil primary,52.92131505800002
rural heat,75.39515751419141
shipping methanol,95.65273524145876
shipping oil,82.83634779191499
solid biomass,18.80896620579393
solid biomass for industry,19.18355035572237
solid biomass import,54.00955552542778
steel,401.1855812939455
steel emission,-99.99907631014244
unsustainable bioliquids,81.68645911792392
uranium,3.423040111742314
urban central heat,29.822784575072994
urban decentral heat,82.95777575761949
