component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,7.3612
Generator,Offshore Wind (AC),BA0 0,AC,2.29559
Generator,Offshore Wind (AC),BE0 0,AC,10035434.06059
Generator,Offshore Wind (AC),BG0 0,AC,24.26737
Generator,Offshore Wind (AC),DE0 0,AC,9664019.38304
Generator,Offshore Wind (AC),DE0 2,AC,27899953.3165
Generator,Offshore Wind (AC),DE0 5,AC,9160309.16815
Generator,Offshore Wind (AC),DK0 0,AC,7523277.88287
Generator,Offshore Wind (AC),DK1 0,AC,4804859.68242
Generator,Offshore Wind (AC),EE0 0,AC,232.48293
Generator,Offshore Wind (AC),ES0 0,AC,51025.1582
Generator,Offshore Wind (AC),ES6 0,AC,9.27879
Generator,Offshore Wind (AC),FI1 0,AC,681.79014
Generator,Offshore Wind (AC),FR0 0,AC,3977306.182
Generator,Offshore Wind (AC),FR0 1,AC,356365.10372
Generator,Offshore Wind (AC),FR0 2,AC,41.04671
Generator,Offshore Wind (AC),FR0 3,AC,5637522.14998
Generator,Offshore Wind (AC),FR5 0,AC,6.4872
Generator,Offshore Wind (AC),GB2 0,AC,34222606.88992
Generator,Offshore Wind (AC),GB2 1,AC,70807156.69895
Generator,Offshore Wind (AC),GB3 0,AC,209.62122
Generator,Offshore Wind (AC),GR0 0,AC,22.25441
Generator,Offshore Wind (AC),HR0 0,AC,16.41617
Generator,Offshore Wind (AC),IE3 0,AC,110889.25437
Generator,Offshore Wind (AC),IT0 0,AC,55105.19016
Generator,Offshore Wind (AC),IT0 1,AC,13.8474
Generator,Offshore Wind (AC),IT4 0,AC,23.6324
Generator,Offshore Wind (AC),LT0 0,AC,2319.59809
Generator,Offshore Wind (AC),LV0 0,AC,303.22956
Generator,Offshore Wind (AC),ME0 0,AC,2.25569
Generator,Offshore Wind (AC),NL0 0,AC,26643383.32125
Generator,Offshore Wind (AC),NO1 0,AC,517327.55067
Generator,Offshore Wind (AC),PL0 0,AC,22211371.64382
Generator,Offshore Wind (AC),PT0 0,AC,80440.75453
Generator,Offshore Wind (AC),RO0 0,AC,80.23404
Generator,Offshore Wind (AC),SE1 0,AC,746469.09584
Generator,Offshore Wind (AC),SI0 0,AC,3.68437
Generator,Offshore Wind (DC),BE0 0,AC,4143705.91318
Generator,Offshore Wind (DC),BG0 0,AC,24.09829
Generator,Offshore Wind (DC),DE0 0,AC,8083608.2478
Generator,Offshore Wind (DC),DE0 2,AC,69522028.27464
Generator,Offshore Wind (DC),DE0 5,AC,1262048.72757
Generator,Offshore Wind (DC),DK0 0,AC,165.0312
Generator,Offshore Wind (DC),DK1 0,AC,31.51975
Generator,Offshore Wind (DC),EE0 0,AC,143.86961
Generator,Offshore Wind (DC),FI1 0,AC,4635971.87969
Generator,Offshore Wind (DC),FR0 0,AC,427.72591
Generator,Offshore Wind (DC),FR0 2,AC,36.46581
Generator,Offshore Wind (DC),FR0 3,AC,279.46003
Generator,Offshore Wind (DC),GB2 0,AC,675.6498
Generator,Offshore Wind (DC),GB2 1,AC,235.55356
Generator,Offshore Wind (DC),GB3 0,AC,148.84957
Generator,Offshore Wind (DC),GR0 0,AC,54.88307
Generator,Offshore Wind (DC),HR0 0,AC,19.34269
Generator,Offshore Wind (DC),IE3 0,AC,4973446.40315
Generator,Offshore Wind (DC),IT0 0,AC,21.63751
