component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,16.19209
Generator,Offshore Wind (AC),BA0 0,AC,4.67511
Generator,Offshore Wind (AC),BE0 0,AC,8874761.04713
Generator,Offshore Wind (AC),BG0 0,AC,991.83393
Generator,Offshore Wind (AC),DE0 0,AC,9650893.76606
Generator,Offshore Wind (AC),DE0 2,AC,27846274.73744
Generator,Offshore Wind (AC),DE0 5,AC,8093319.19187
Generator,Offshore Wind (AC),DK0 0,AC,7520410.08317
Generator,Offshore Wind (AC),DK1 0,AC,4820513.52862
Generator,Offshore Wind (AC),EE0 0,AC,590.35161
Generator,Offshore Wind (AC),ES0 0,AC,47022.65755
Generator,Offshore Wind (AC),ES6 0,AC,24.41142
Generator,Offshore Wind (AC),FI1 0,AC,756.71689
Generator,Offshore Wind (AC),FR0 0,AC,13391503.33339
Generator,Offshore Wind (AC),FR0 1,AC,5674796.40588
Generator,Offshore Wind (AC),FR0 2,AC,176.41722
Generator,Offshore Wind (AC),FR0 3,AC,53973110.95393
Generator,Offshore Wind (AC),FR5 0,AC,20.72312
Generator,Offshore Wind (AC),GB2 0,AC,62622358.21758
Generator,Offshore Wind (AC),GB2 1,AC,71131146.13132
Generator,Offshore Wind (AC),GB3 0,AC,1184835.97883
Generator,Offshore Wind (AC),GR0 0,AC,48.62383
Generator,Offshore Wind (AC),HR0 0,AC,40.8288
Generator,Offshore Wind (AC),IE3 0,AC,94722.90898
Generator,Offshore Wind (AC),IT0 0,AC,49501.73036
Generator,Offshore Wind (AC),IT0 1,AC,33.53249
Generator,Offshore Wind (AC),IT4 0,AC,99.83138
Generator,Offshore Wind (AC),LT0 0,AC,604.27305
Generator,Offshore Wind (AC),LV0 0,AC,536.40269
Generator,Offshore Wind (AC),ME0 0,AC,5.70386
Generator,Offshore Wind (AC),NL0 0,AC,26592028.20823
Generator,Offshore Wind (AC),NO1 0,AC,517013.37629
Generator,Offshore Wind (AC),PL0 0,AC,22182611.52461
Generator,Offshore Wind (AC),PT0 0,AC,16067574.39603
Generator,Offshore Wind (AC),RO0 0,AC,5384908.30481
Generator,Offshore Wind (AC),SE1 0,AC,743632.012
Generator,Offshore Wind (AC),SI0 0,AC,8.94748
Generator,Offshore Wind (DC),BE0 0,AC,4104803.38217
Generator,Offshore Wind (DC),BG0 0,AC,50582.48902
Generator,Offshore Wind (DC),DE0 0,AC,7796726.90832
Generator,Offshore Wind (DC),DE0 2,AC,102607681.92517
Generator,Offshore Wind (DC),DE0 5,AC,1117707.94103
Generator,Offshore Wind (DC),DK0 0,AC,873.91537
Generator,Offshore Wind (DC),DK1 0,AC,62.28344
Generator,Offshore Wind (DC),EE0 0,AC,445.42228
Generator,Offshore Wind (DC),FI1 0,AC,26725247.09862
Generator,Offshore Wind (DC),FR0 0,AC,11978439.57235
Generator,Offshore Wind (DC),FR0 2,AC,1681034.00151
Generator,Offshore Wind (DC),FR0 3,AC,14813172.94776
Generator,Offshore Wind (DC),GB2 0,AC,71287980.44236
Generator,Offshore Wind (DC),GB2 1,AC,57249140.49823
Generator,Offshore Wind (DC),GB3 0,AC,11668326.34422
Generator,Offshore Wind (DC),GR0 0,AC,22705865.15217
Generator,Offshore Wind (DC),HR0 0,AC,58.59938
Generator,Offshore Wind (DC),IE3 0,AC,5499373.2357
Generator,Offshore Wind (DC),IT0 0,AC,4107568.51214
Generator,Offshore Wind (DC),IT0 1,AC,42.19628
Generator,Offshore Wind (DC),LT0 0,AC,8923529.30783
Generator,Offshore Wind (DC),LV0 0,AC,1424699.64526
Generator,Offshore Wind (DC),NL0 0,AC,158727648.33001
Generator,Offshore Wind (DC),NO1 0,AC,7207423.89646
Generator,Offshore Wind (DC),PL0 0,AC,28107770.23074
Generator,Offshore Wind (DC),RO0 0,AC,9210868.78554
Generator,Offshore Wind (DC),SE1 0,AC,4188059.21288
Generator,Offshore Wind (Floating),AL0 0,AC,13.63322
Generator,Offshore Wind (Floating),BA0 0,AC,1.51298
Generator,Offshore Wind (Floating),BE0 0,AC,15.71602
Generator,Offshore Wind (Floating),BG0 0,AC,33.71246
Generator,Offshore Wind (Floating),DE0 0,AC,11.49092
Generator,Offshore Wind (Floating),DE0 2,AC,22.8688
Generator,Offshore Wind (Floating),DE0 5,AC,16.99024
Generator,Offshore Wind (Floating),DK0 0,AC,41.02725
Generator,Offshore Wind (Floating),DK1 0,AC,28.24814
Generator,Offshore Wind (Floating),EE0 0,AC,37.79631
Generator,Offshore Wind (Floating),ES0 0,AC,32.02989
Generator,Offshore Wind (Floating),ES6 0,AC,13.716
Generator,Offshore Wind (Floating),FI1 0,AC,44.40938
Generator,Offshore Wind (Floating),FR0 0,AC,15.47664
Generator,Offshore Wind (Floating),FR0 1,AC,64.12459
Generator,Offshore Wind (Floating),FR0 2,AC,28.68694
Generator,Offshore Wind (Floating),FR0 3,AC,47.56137
Generator,Offshore Wind (Floating),FR5 0,AC,13.40118
Generator,Offshore Wind (Floating),GB2 0,AC,72.81558
Generator,Offshore Wind (Floating),GB2 1,AC,47.19349
Generator,Offshore Wind (Floating),GB3 0,AC,55.53491
Generator,Offshore Wind (Floating),GR0 0,AC,39.20106
Generator,Offshore Wind (Floating),HR0 0,AC,14.26289
Generator,Offshore Wind (Floating),IE3 0,AC,61.82367
Generator,Offshore Wind (Floating),IT0 0,AC,20.93202
Generator,Offshore Wind (Floating),IT0 1,AC,13.29958
Generator,Offshore Wind (Floating),IT4 0,AC,25.60601
Generator,Offshore Wind (Floating),LT0 0,AC,36.82053
Generator,Offshore Wind (Floating),LV0 0,AC,43.96676
Generator,Offshore Wind (Floating),ME0 0,AC,9.732
Generator,Offshore Wind (Floating),NL0 0,AC,15.3957
Generator,Offshore Wind (Floating),NO1 0,AC,50.8724
Generator,Offshore Wind (Floating),PL0 0,AC,80.67428
Generator,Offshore Wind (Floating),PT0 0,AC,44.83717
Generator,Offshore Wind (Floating),RO0 0,AC,43.27024
Generator,Offshore Wind (Floating),SE1 0,AC,42.13352
Generator,Offshore Wind (Floating),SI0 0,AC,2.11777
Generator,Onshore Wind,AL0 0,AC,83451.78336
Generator,Onshore Wind,AT0 0,AC,3618518.00365
Generator,Onshore Wind,BA0 0,AC,165270.76999
Generator,Onshore Wind,BE0 0,AC,38095389.41745
Generator,Onshore Wind,BG0 0,AC,616583.66068
Generator,Onshore Wind,CH0 0,AC,22042.38179
Generator,Onshore Wind,CZ0 0,AC,25295342.01294
Generator,Onshore Wind,DE0 0,AC,63022529.14052
Generator,Onshore Wind,DE0 1,AC,9319975.23074
Generator,Onshore Wind,DE0 2,AC,12981074.73086
Generator,Onshore Wind,DE0 3,AC,546074.80385
Generator,Onshore Wind,DE0 4,AC,3957726.86005
Generator,Onshore Wind,DE0 5,AC,58134444.05003
Generator,Onshore Wind,DK0 0,AC,62491215.58793
Generator,Onshore Wind,DK1 0,AC,30454217.75039
Generator,Onshore Wind,EE0 0,AC,10280859.12056
Generator,Onshore Wind,ES0 0,AC,36582508.47298
Generator,Onshore Wind,ES6 0,AC,119.31969
Generator,Onshore Wind,FI1 0,AC,18850050.31449
Generator,Onshore Wind,FR0 0,AC,32947977.78424
Generator,Onshore Wind,FR0 1,AC,1642863.28231
Generator,Onshore Wind,FR0 2,AC,4092976.98956
Generator,Onshore Wind,FR0 3,AC,7181309.36622
Generator,Onshore Wind,FR0 4,AC,5444511.32465
