carrier,0
AC,68.23923724936526
EV battery,69.74305980481444
H2,120.7158974331721
NH3,154.30215756540343
agriculture machinery oil,81.17980972248174
battery,69.11755803781017
biogas,62.2555080275208
co2,-99.99078262418755
co2 sequestered,-26.32529836420355
co2 stored,-20.838003893300268
coal,9.564973356333331
coal for industry,43.18220634566395
gas,70.0536406846903
gas for industry,86.25821860674185
hbi,150.12307117029178
heat100-200 industry,35.610040178225084
heat200-500 industry,43.80618504388843
heat<100 industry,36.96111419036094
heat>500 industry,91.02205306379115
home battery,75.3080966569628
industry methanol,0.0
kerosene for aviation,82.83638749330231
land transport oil,82.83650572631801
lignite,3.3086272559666674
low voltage,76.27554865155102
methanol,146.59606385626057
municipal solid waste,-0.02000893866179978
naphtha for industry,57.128761319383095
non-sequestered HVC,-25.717531943876015
none,0.0
oil,57.11876826352942
oil primary,52.921594651666666
process emissions,1.7710730556297443
rural heat,71.60784539185809
shipping methanol,171.40384297134756
shipping oil,77.86625788180632
solid biomass,31.31088022856001
solid biomass for industry,31.321116536168084
solid biomass import,54.01032646169707
steel,216.6346415489072
steel emission,-54.00035056919377
unsustainable bioliquids,65.36279025209619
uranium,3.4218769966606075
urban central heat,26.112283876237736
urban decentral heat,79.77602333411974
