carrier,0
AC,70.770881967351
EV battery,72.31862868436356
H2,135.00934900124335
NH3,150.26752553856173
agriculture machinery oil,81.17915103878346
battery,71.6010856184892
biogas,110.20352647343856
co2,-99.98934046100405
co2 sequestered,-23.88591046396946
co2 stored,-14.205041850363846
coal,9.565008452
coal for industry,43.18177487045529
gas,118.0020852013823
gas for industry,132.28237053719116
hbi,149.2784935625459
heat100-200 industry,36.219549976577376
heat200-500 industry,44.53722643654688
heat<100 industry,37.697653751128236
heat>500 industry,133.04997948450296
home battery,77.9501403283728
industry methanol,0.0
kerosene for aviation,82.83571540106249
land transport oil,82.83583363407817
lignite,3.308861805996666
low voltage,78.88556089166873
methanol,142.9008274272695
municipal solid waste,-0.02002617001059978
naphtha for industry,57.128447796118515
non-sequestered HVC,-25.717190606249538
none,0.0
oil,57.11845474026485
oil primary,52.92131505800001
process emissions,3.6316155587725496
rural heat,72.68086399214955
shipping methanol,167.7082622575809
shipping oil,77.86562601519121
solid biomass,32.04189330350527
solid biomass for industry,32.052129611113344
solid biomass import,54.01064908104962
steel,216.63497976564886
steel emission,-53.999598787344624
unsustainable bioliquids,65.36160426768089
uranium,3.423040161058219
urban central heat,23.916100792066477
urban decentral heat,82.31741955623005
