cost,component,carrier,0
marginal,Generator,Onshore Wind,16476581.28096
marginal,Generator,Run of River,1615144.27614
marginal,Generator,Solar,3086800.03356
marginal,Generator,co2-ets,211002825030.8135
marginal,Generator,coal,2921810407.78264
marginal,Generator,forest residues,3382409187.28224
marginal,Generator,gas,86022653678.0336
marginal,Generator,industry wood,1753048499.29104
marginal,Generator,landscape care,237061173.86343
marginal,Generator,lignite,633777.1897
marginal,Generator,manure and slurry,40822.12119
marginal,Generator,municipal solid waste,582468.15563
marginal,Generator,oil primary,273356714865.0075
marginal,Generator,rural heat vent,16.75545
marginal,Generator,rural solar thermal,5.40594
marginal,Generator,sewage sludge,33997.3379
marginal,Generator,solar-hsat,14273932.37086
marginal,Generator,solid biomass,1025106958.75926
marginal,Generator,straw,39511.57181
marginal,Generator,unsustainable biogas,8153577043.24051
marginal,Generator,unsustainable bioliquids,17459175697.35354
marginal,Generator,unsustainable solid biomass,11572585700.76192
marginal,Generator,uranium,6575649889.40231
marginal,Generator,urban central heat vent,24871.2852
marginal,Generator,urban central solar thermal,15.56537
marginal,Generator,urban decentral heat vent,746.99289
marginal,Generator,urban decentral solar thermal,2.95722
marginal,Link,BEV charger,3339872.15256
marginal,Link,BOF,12561012414.09463
marginal,Link,CO2 pipeline,14106.75801
marginal,Link,Combined-Cycle Gas,3357356475.40186
marginal,Link,DC,1617776.38156
marginal,Link,EAF,5.37506
marginal,Link,H2 DRI,30059.9568
marginal,Link,H2 Electrolysis,16.89108
marginal,Link,HVC to air,8948980.56867
marginal,Link,Haber-Bosch,2184057.97876
marginal,Link,OCGT methanol,1622.9817
marginal,Link,Open-Cycle Gas,2426719.66165
marginal,Link,SMR,2482361.32543
marginal,Link,Sabatier,28.81794
marginal,Link,agriculture machinery oil,521014.73751
marginal,Link,ammonia cracker,11.32316
marginal,Link,battery charger,279.26767
marginal,Link,battery discharger,272.92903
marginal,Link,biogas to gas,480598579.54185
marginal,Link,biomass to liquid,139899195.13029
marginal,Link,biomass-to-methanol,26752.74938
marginal,Link,co2 sequestered,138542.41437
marginal,Link,coal,22120653.61294
marginal,Link,coal for industry,1728119.96914
marginal,Link,electricity distribution grid,36084216.16111
marginal,Link,gas DRI,97982.03109
marginal,Link,gas for industry,1079911.06667
marginal,Link,gas pipeline,6222087.87812
marginal,Link,gas pipeline new,-313251.7384
marginal,Link,heat100-200 industry electric boiler steam,2686.94061
marginal,Link,heat100-200 industry gas,34488752.42996
marginal,Link,heat100-200 industry industrial heat pump high temperature,362539870.88736
marginal,Link,heat100-200 industry solid biomass,25917573.20078
marginal,Link,heat200-500 industry gas,29121146.7999
marginal,Link,heat200-500 industry hydrogen,9982.79562
marginal,Link,heat200-500 industry solid biomass,140315005.79751
marginal,Link,heat<100 industry electric boiler steam,2707.38274
marginal,Link,heat<100 industry gas,103962896.87084
marginal,Link,heat<100 industry industrial heat pump medium temperature,229483940.22857
marginal,Link,heat<100 industry solid biomass,61056211.38776
marginal,Link,heat>500 industry gas,89905274.17745
marginal,Link,heat>500 industry hydrogen,9688.84525
marginal,Link,home battery charger,327.50764
marginal,Link,home battery discharger,321.68703
marginal,Link,kerosene for aviation,7515311.92284
marginal,Link,land transport oil,25691734.13013
marginal,Link,lignite,208127.04837
marginal,Link,methanolisation,865726.57478
marginal,Link,municipal solid waste,548817.05513
marginal,Link,naphtha for industry,8552319.83282
marginal,Link,nuclear,2240836865.54514
marginal,Link,oil,2125.52622
marginal,Link,oil refining,47216792.40071
marginal,Link,rural air heat pump,17.63102
marginal,Link,rural biomass boiler,1678712500.89696
marginal,Link,rural gas boiler,3294367.53837
marginal,Link,rural ground heat pump,443567.64972
marginal,Link,rural oil boiler,1742523.75957
marginal,Link,rural resistive heater,502335.95053
marginal,Link,shipping methanol,686267.35148
marginal,Link,shipping oil,4970185.85617
marginal,Link,solid biomass for industry,3598914.16738
marginal,Link,solid biomass import,19.02408
marginal,Link,steel emission,394675.31781
marginal,Link,unsustainable bioliquids,144545552.76319
marginal,Link,urban central air heat pump,32349.1835
marginal,Link,urban central gas CHP,23723084.19797
marginal,Link,urban central gas boiler,4189669.74277
marginal,Link,urban central resistive heater,47421.63512
marginal,Link,urban central solid biomass CHP,165516379.59352
marginal,Link,urban central solid biomass CHP CC,475091496.50069
marginal,Link,urban decentral air heat pump,900080.48219
marginal,Link,urban decentral biomass boiler,2426913081.56171
marginal,Link,urban decentral gas boiler,6920693.99204
marginal,Link,urban decentral oil boiler,3137539.53699
marginal,Link,urban decentral resistive heater,2066645.88926
marginal,Link,waste CHP,64139.29869
marginal,StorageUnit,Pumped Hydro Storage,561714.57678
marginal,StorageUnit,Reservoir & Dam,3336891.73637
marginal,Store,Battery Storage,0.00017
marginal,Store,EV battery,-0.00721
marginal,Store,co2 sequestered,1211314.01231
marginal,Store,home battery,0.00024
marginal,Store,non-sequestered HVC,8438356.88048
marginal,Store,solid biomass import,102289.77148
