component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,10.09454
Generator,Offshore Wind (AC),BA0 0,AC,3.69791
Generator,Offshore Wind (AC),BE0 0,AC,10042152.76844
Generator,Offshore Wind (AC),BG0 0,AC,27.36777
Generator,Offshore Wind (AC),DE0 0,AC,9665358.21746
Generator,Offshore Wind (AC),DE0 2,AC,27908142.08967
Generator,Offshore Wind (AC),DE0 5,AC,7875661.94739
Generator,Offshore Wind (AC),DK0 0,AC,7318408.62166
Generator,Offshore Wind (AC),DK1 0,AC,4635342.43178
Generator,Offshore Wind (AC),EE0 0,AC,231.80288
Generator,Offshore Wind (AC),ES0 0,AC,51790.97806
Generator,Offshore Wind (AC),ES6 0,AC,12.77402
Generator,Offshore Wind (AC),FI1 0,AC,249.67295
Generator,Offshore Wind (AC),FR0 0,AC,4033838.38166
Generator,Offshore Wind (AC),FR0 1,AC,358034.86276
Generator,Offshore Wind (AC),FR0 2,AC,51.47527
Generator,Offshore Wind (AC),FR0 3,AC,5670267.28786
Generator,Offshore Wind (AC),FR5 0,AC,8.95346
Generator,Offshore Wind (AC),GB2 0,AC,34548162.24147
Generator,Offshore Wind (AC),GB2 1,AC,71598757.52427
Generator,Offshore Wind (AC),GB3 0,AC,211.01768
Generator,Offshore Wind (AC),GR0 0,AC,25.01235
Generator,Offshore Wind (AC),HR0 0,AC,19.07259
Generator,Offshore Wind (AC),IE3 0,AC,113576.09004
Generator,Offshore Wind (AC),IT0 0,AC,55655.47832
Generator,Offshore Wind (AC),IT0 1,AC,15.59701
Generator,Offshore Wind (AC),IT4 0,AC,29.42299
Generator,Offshore Wind (AC),LT0 0,AC,269.62014
Generator,Offshore Wind (AC),LV0 0,AC,240.88407
Generator,Offshore Wind (AC),ME0 0,AC,3.15076
Generator,Offshore Wind (AC),NL0 0,AC,26384488.2241
Generator,Offshore Wind (AC),NO1 0,AC,517315.85842
Generator,Offshore Wind (AC),PL0 0,AC,22214088.12916
Generator,Offshore Wind (AC),PT0 0,AC,81363.66992
Generator,Offshore Wind (AC),RO0 0,AC,73.14626
Generator,Offshore Wind (AC),SE1 0,AC,746466.4866
Generator,Offshore Wind (AC),SI0 0,AC,5.485
Generator,Offshore Wind (DC),BE0 0,AC,890.43941
Generator,Offshore Wind (DC),BG0 0,AC,31.95204
Generator,Offshore Wind (DC),DE0 0,AC,8086120.6314
Generator,Offshore Wind (DC),DE0 2,AC,40558435.52791
Generator,Offshore Wind (DC),DE0 5,AC,1269615.95129
Generator,Offshore Wind (DC),DK0 0,AC,167.89278
Generator,Offshore Wind (DC),DK1 0,AC,41.97119
Generator,Offshore Wind (DC),EE0 0,AC,147.69588
Generator,Offshore Wind (DC),FI1 0,AC,321.06702
Generator,Offshore Wind (DC),FR0 0,AC,166.43682
Generator,Offshore Wind (DC),FR0 2,AC,42.23205
Generator,Offshore Wind (DC),FR0 3,AC,141.42262
Generator,Offshore Wind (DC),GB2 0,AC,378.867
Generator,Offshore Wind (DC),GB2 1,AC,218.44493
Generator,Offshore Wind (DC),GB3 0,AC,180.31951
Generator,Offshore Wind (DC),GR0 0,AC,81.32525
Generator,Offshore Wind (DC),HR0 0,AC,22.57828
Generator,Offshore Wind (DC),IE3 0,AC,571.63753
Generator,Offshore Wind (DC),IT0 0,AC,25.26733
Generator,Offshore Wind (DC),IT0 1,AC,14.82999
Generator,Offshore Wind (DC),LT0 0,AC,282.33594
Generator,Offshore Wind (DC),LV0 0,AC,269.1819
Generator,Offshore Wind (DC),NL0 0,AC,375.46834
Generator,Offshore Wind (DC),NO1 0,AC,174.87977
Generator,Offshore Wind (DC),PL0 0,AC,28419747.87817
Generator,Offshore Wind (DC),RO0 0,AC,70.85874
Generator,Offshore Wind (DC),SE1 0,AC,270.75841
Generator,Offshore Wind (Floating),AL0 0,AC,9.67129
Generator,Offshore Wind (Floating),BA0 0,AC,1.39153
Generator,Offshore Wind (Floating),BE0 0,AC,15.71587
Generator,Offshore Wind (Floating),BG0 0,AC,18.93641
Generator,Offshore Wind (Floating),DE0 0,AC,12.81786
Generator,Offshore Wind (Floating),DE0 2,AC,22.90394
Generator,Offshore Wind (Floating),DE0 5,AC,14.87136
Generator,Offshore Wind (Floating),DK0 0,AC,34.98416
Generator,Offshore Wind (Floating),DK1 0,AC,24.6325
Generator,Offshore Wind (Floating),EE0 0,AC,35.56073
Generator,Offshore Wind (Floating),ES0 0,AC,18.55738
Generator,Offshore Wind (Floating),ES6 0,AC,10.8419
Generator,Offshore Wind (Floating),FI1 0,AC,40.80009
Generator,Offshore Wind (Floating),FR0 0,AC,15.43158
Generator,Offshore Wind (Floating),FR0 1,AC,31.80482
Generator,Offshore Wind (Floating),FR0 2,AC,19.83328
Generator,Offshore Wind (Floating),FR0 3,AC,35.84416
Generator,Offshore Wind (Floating),FR5 0,AC,9.06688
Generator,Offshore Wind (Floating),GB2 0,AC,49.163
Generator,Offshore Wind (Floating),GB2 1,AC,37.27347
Generator,Offshore Wind (Floating),GB3 0,AC,45.99427
Generator,Offshore Wind (Floating),GR0 0,AC,22.72185
Generator,Offshore Wind (Floating),HR0 0,AC,9.92706
Generator,Offshore Wind (Floating),IE3 0,AC,46.2323
Generator,Offshore Wind (Floating),IT0 0,AC,12.59007
Generator,Offshore Wind (Floating),IT0 1,AC,8.53224
Generator,Offshore Wind (Floating),IT4 0,AC,15.05328
Generator,Offshore Wind (Floating),LT0 0,AC,29.4619
Generator,Offshore Wind (Floating),LV0 0,AC,43.83215
Generator,Offshore Wind (Floating),ME0 0,AC,7.11736
Generator,Offshore Wind (Floating),NL0 0,AC,17.50101
Generator,Offshore Wind (Floating),NO1 0,AC,39.02767
Generator,Offshore Wind (Floating),PL0 0,AC,52.36542
Generator,Offshore Wind (Floating),PT0 0,AC,25.72629
Generator,Offshore Wind (Floating),RO0 0,AC,22.31135
Generator,Offshore Wind (Floating),SE1 0,AC,37.6002
Generator,Offshore Wind (Floating),SI0 0,AC,1.81373
Generator,Onshore Wind,AL0 0,AC,90232.21698
Generator,Onshore Wind,AT0 0,AC,3904916.7967
Generator,Onshore Wind,BA0 0,AC,179743.1357
Generator,Onshore Wind,BE0 0,AC,9589420.61336
Generator,Onshore Wind,BG0 0,AC,652430.0904
Generator,Onshore Wind,CH0 0,AC,22981.17774
Generator,Onshore Wind,CZ0 0,AC,230468.39677
Generator,Onshore Wind,DE0 0,AC,32855216.21251
Generator,Onshore Wind,DE0 1,AC,5660894.5644
