cost,component,location,carrier,0
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125928951.15597
capital,Generator,BG0 0,rural solar thermal,865.84999
capital,Generator,BG0 0,solar-hsat,832558844.08445
capital,Generator,BG0 0,urban central solar thermal,1562.79977
capital,Generator,BG0 0,urban decentral solar thermal,1128.3641
capital,Generator,CH0 0,Onshore Wind,6364641.72749
capital,Generator,CH0 0,Run of River,1295123214.9052
capital,Generator,CH0 0,Solar,5068590.03164
capital,Generator,CH0 0,rural solar thermal,393.88897
capital,Generator,CH0 0,solar-hsat,2513803276.51327
capital,Generator,CH0 0,urban central solar thermal,1894.14207
capital,Generator,CH0 0,urban decentral solar thermal,457.59658
capital,Generator,CZ0 0,Onshore Wind,2007185704.91792
capital,Generator,CZ0 0,Run of River,12396579.18494
capital,Generator,CZ0 0,Solar,68150718.57139
capital,Generator,CZ0 0,rural solar thermal,543.88967
capital,Generator,CZ0 0,solar-hsat,145028426.77446
capital,Generator,CZ0 0,urban central solar thermal,1714.24679
capital,Generator,CZ0 0,urban decentral solar thermal,773.81307
capital,Generator,DE0 0,Offshore Wind (AC),464757892.81506
capital,Generator,DE0 0,Offshore Wind (DC),359314316.05437
capital,Generator,DE0 0,Offshore Wind (Floating),1646.8214
capital,Generator,DE0 0,Onshore Wind,3430457079.46722
capital,Generator,DE0 0,Run of River,22970095.01057
capital,Generator,DE0 0,Solar,136919122.30416
capital,Generator,DE0 0,rural solar thermal,446.75903
capital,Generator,DE0 0,solar-hsat,783539827.48981
capital,Generator,DE0 0,urban central solar thermal,1065.5123
capital,Generator,DE0 0,urban decentral solar thermal,523.40533
capital,Generator,DE0 1,Onshore Wind,1067418790.9769
capital,Generator,DE0 1,Run of River,72178052.77618
capital,Generator,DE0 1,Solar,199216069.73839
capital,Generator,DE0 1,rural solar thermal,555.88404
capital,Generator,DE0 1,solar-hsat,497851250.52419
capital,Generator,DE0 1,urban central solar thermal,1022.7539
capital,Generator,DE0 1,urban decentral solar thermal,670.76275
capital,Generator,DE0 2,Offshore Wind (AC),1156810252.44729
capital,Generator,DE0 2,Offshore Wind (DC),4753542900.32592
capital,Generator,DE0 2,Offshore Wind (Floating),2483.90608
capital,Generator,DE0 2,Onshore Wind,818602964.58965
capital,Generator,DE0 2,Run of River,132010325.87154
capital,Generator,DE0 2,Solar,84732852.70841
capital,Generator,DE0 2,rural solar thermal,285.43595
capital,Generator,DE0 2,solar-hsat,1194403631.66827
capital,Generator,DE0 2,urban central solar thermal,1066.43181
capital,Generator,DE0 2,urban decentral solar thermal,497.51107
capital,Generator,DE0 3,Onshore Wind,52768440.60509
capital,Generator,DE0 3,Run of River,940688192.41467
capital,Generator,DE0 3,Solar,232333233.30839
capital,Generator,DE0 3,rural solar thermal,701.9475
capital,Generator,DE0 3,solar-hsat,1323595497.69637
capital,Generator,DE0 3,urban central solar thermal,1902.16211
capital,Generator,DE0 3,urban decentral solar thermal,867.96249
capital,Generator,DE0 4,Onshore Wind,332000616.66674
capital,Generator,DE0 4,Run of River,269690009.68602
capital,Generator,DE0 4,Solar,115970272.27566
capital,Generator,DE0 4,rural solar thermal,424.55971
capital,Generator,DE0 4,solar-hsat,1408087675.29738
capital,Generator,DE0 4,urban central solar thermal,1580.57534
capital,Generator,DE0 4,urban decentral solar thermal,738.85675
capital,Generator,DE0 5,Offshore Wind (AC),429579917.22084
capital,Generator,DE0 5,Offshore Wind (DC),57939015.86471
capital,Generator,DE0 5,Offshore Wind (Floating),1971.74051
capital,Generator,DE0 5,Onshore Wind,3526440575.93186
capital,Generator,DE0 5,Run of River,29117199.61962
capital,Generator,DE0 5,Solar,566939814.16537
capital,Generator,DE0 5,rural solar thermal,547.17943
capital,Generator,DE0 5,solar-hsat,774020557.77872
capital,Generator,DE0 5,urban central solar thermal,1162.16695
capital,Generator,DE0 5,urban decentral solar thermal,674.77242
capital,Generator,DK0 0,Offshore Wind (AC),329699271.69958
capital,Generator,DK0 0,Offshore Wind (DC),121495.40216
capital,Generator,DK0 0,Offshore Wind (Floating),4337.43271
capital,Generator,DK0 0,Onshore Wind,3608859619.27134
capital,Generator,DK0 0,Solar,85748584.41005
capital,Generator,DK0 0,rural solar thermal,143.26366
capital,Generator,DK0 0,solar-hsat,31536604.38839
capital,Generator,DK0 0,urban central solar thermal,802.26571
capital,Generator,DK0 0,urban decentral solar thermal,429.77104
capital,Generator,DK1 0,Offshore Wind (AC),220811583.78926
capital,Generator,DK1 0,Offshore Wind (DC),3769.98573
capital,Generator,DK1 0,Offshore Wind (Floating),3026.53413
capital,Generator,DK1 0,Onshore Wind,1855654082.68247
capital,Generator,DK1 0,Solar,28221612.93299
capital,Generator,DK1 0,rural solar thermal,128.35613
capital,Generator,DK1 0,solar-hsat,649811742.10056
capital,Generator,DK1 0,urban central solar thermal,833.59748
capital,Generator,DK1 0,urban decentral solar thermal,479.32937
capital,Generator,EE0 0,Offshore Wind (AC),29183.79884
capital,Generator,EE0 0,Offshore Wind (DC),23204.87181
capital,Generator,EE0 0,Offshore Wind (Floating),4146.86935
capital,Generator,EE0 0,Onshore Wind,451780995.83586
capital,Generator,EE0 0,Solar,23011865.1564
capital,Generator,EE0 0,rural solar thermal,459.71853
capital,Generator,EE0 0,solar-hsat,41251128.21938
capital,Generator,EE0 0,urban central solar thermal,804.29773
capital,Generator,EE0 0,urban decentral solar thermal,511.1541
capital,Generator,ES0 0,Offshore Wind (AC),4025884.21503
capital,Generator,ES0 0,Offshore Wind (Floating),5223.02796
capital,Generator,ES0 0,Onshore Wind,3578979183.06319
capital,Generator,ES0 0,Run of River,40062148.34745
capital,Generator,ES0 0,Solar,1920327561.13265
capital,Generator,ES0 0,rural solar thermal,385.72542
capital,Generator,ES0 0,solar-hsat,6677798527.14624
capital,Generator,ES0 0,urban central solar thermal,5917.53914
capital,Generator,ES0 0,urban decentral solar thermal,107339337.21733
capital,Generator,ES6 0,Offshore Wind (AC),2488.64215
capital,Generator,ES6 0,Offshore Wind (Floating),3291.30105
capital,Generator,ES6 0,Onshore Wind,14477.29578
capital,Generator,ES6 0,Run of River,45303586.30495
capital,Generator,ES6 0,Solar,14173644.75659
capital,Generator,ES6 0,rural solar thermal,1434.30658
capital,Generator,ES6 0,solar-hsat,184256856.01011
capital,Generator,ES6 0,urban central solar thermal,1453.81286
capital,Generator,ES6 0,urban decentral solar thermal,1358.72769
capital,Generator,FI1 0,Offshore Wind (AC),29043.7405
capital,Generator,FI1 0,Offshore Wind (DC),1281239800.36657
capital,Generator,FI1 0,Offshore Wind (Floating),4680.69731
capital,Generator,FI1 0,Onshore Wind,1095683626.07631
capital,Generator,FI1 0,Run of River,453195348.92122
capital,Generator,FI1 0,Solar,8236175.19486
capital,Generator,FI1 0,rural solar thermal,215.48781
capital,Generator,FI1 0,solar-hsat,98059985.58555
capital,Generator,FI1 0,urban central solar thermal,893.81456
capital,Generator,FI1 0,urban decentral solar thermal,380.16919
capital,Generator,FR0 0,Offshore Wind (AC),740631400.24175
capital,Generator,FR0 0,Offshore Wind (DC),639737380.41583
capital,Generator,FR0 0,Offshore Wind (Floating),1901.52569
capital,Generator,FR0 0,Onshore Wind,2324313788.64464
capital,Generator,FR0 0,Solar,80758753.31202
capital,Generator,FR0 0,rural solar thermal,187.30341
capital,Generator,FR0 0,solar-hsat,4017.79992
capital,Generator,FR0 0,urban central solar thermal,1159.89366
capital,Generator,FR0 0,urban decentral solar thermal,515.96962
capital,Generator,FR0 1,Offshore Wind (AC),371828580.11582
capital,Generator,FR0 1,Offshore Wind (Floating),6725.99453
capital,Generator,FR0 1,Onshore Wind,135485008.02562
capital,Generator,FR0 1,Run of River,1275325841.55478
capital,Generator,FR0 1,Solar,161606504.37418
capital,Generator,FR0 1,rural solar thermal,600.73192
capital,Generator,FR0 1,solar-hsat,1628359923.42074
capital,Generator,FR0 1,urban central solar thermal,3503.067
capital,Generator,FR0 1,urban decentral solar thermal,1414.49542
capital,Generator,FR0 2,Offshore Wind (AC),11807.09009
capital,Generator,FR0 2,Offshore Wind (DC),108678443.5732
capital,Generator,FR0 2,Offshore Wind (Floating),4593.27105
capital,Generator,FR0 2,Onshore Wind,322015978.84125
capital,Generator,FR0 2,Run of River,387114376.07396
capital,Generator,FR0 2,Solar,241433234.45799
capital,Generator,FR0 2,rural solar thermal,774.07659
capital,Generator,FR0 2,solar-hsat,53333.44515
capital,Generator,FR0 2,urban central solar thermal,1387.61947
capital,Generator,FR0 2,urban decentral solar thermal,1012.57279
capital,Generator,FR0 3,Offshore Wind (AC),3119134665.12018
capital,Generator,FR0 3,Offshore Wind (DC),777726485.90479
capital,Generator,FR0 3,Offshore Wind (Floating),5723.99637
capital,Generator,FR0 3,Onshore Wind,404522336.50262
capital,Generator,FR0 3,Solar,45458220.99094
capital,Generator,FR0 3,rural solar thermal,349.27645
capital,Generator,FR0 3,solar-hsat,4999.69244
capital,Generator,FR0 3,urban central solar thermal,1169.41701
capital,Generator,FR0 3,urban decentral solar thermal,608.78524
capital,Generator,FR0 4,Onshore Wind,410447083.07052
capital,Generator,FR0 4,Run of River,454890285.96669
capital,Generator,FR0 4,Solar,56505991.70232
capital,Generator,FR0 4,rural solar thermal,413.18368
capital,Generator,FR0 4,solar-hsat,4207.94231
capital,Generator,FR0 4,urban central solar thermal,1062.89755
capital,Generator,FR0 4,urban decentral solar thermal,578.47857
capital,Generator,FR5 0,Offshore Wind (AC),2754.66272
capital,Generator,FR5 0,Offshore Wind (Floating),3540.71924
capital,Generator,FR5 0,Onshore Wind,1967439.84198
capital,Generator,FR5 0,Solar,7175.18348
capital,Generator,FR5 0,rural solar thermal,1352.31073
capital,Generator,FR5 0,solar-hsat,177953530.25153
capital,Generator,GB2 0,Offshore Wind (AC),4796158843.04898
capital,Generator,GB2 0,Offshore Wind (DC),3399401507.51407
capital,Generator,GB2 0,Offshore Wind (Floating),6833.3047
capital,Generator,GB2 0,Onshore Wind,1344688783.32046
capital,Generator,GB2 0,Run of River,885889663.85156
capital,Generator,GB2 0,Solar,84832295.96399
capital,Generator,GB2 0,rural solar thermal,169.32704
capital,Generator,GB2 0,solar-hsat,18318.71471
capital,Generator,GB2 0,urban central solar thermal,826.05901
capital,Generator,GB2 0,urban decentral solar thermal,187.75143
capital,Generator,GB2 1,Offshore Wind (AC),3261250539.74144
capital,Generator,GB2 1,Offshore Wind (DC),4767203840.45318
capital,Generator,GB2 1,Offshore Wind (Floating),5253.88184
capital,Generator,GB2 1,Onshore Wind,2373587277.43691
capital,Generator,GB2 1,Solar,513690187.88778
capital,Generator,GB2 1,rural solar thermal,409.75065
capital,Generator,GB2 1,solar-hsat,1594504343.20342
capital,Generator,GB2 1,urban central solar thermal,1053.94164
capital,Generator,GB2 1,urban decentral solar thermal,417.6091
capital,Generator,GB3 0,Offshore Wind (AC),224530570.39185
capital,Generator,GB3 0,Offshore Wind (DC),540147526.9935
capital,Generator,GB3 0,Offshore Wind (Floating),5730.08447
capital,Generator,GB3 0,Onshore Wind,145378994.99064
capital,Generator,GB3 0,Run of River,234671738.20448
capital,Generator,GB3 0,Solar,12435351.24476
capital,Generator,GB3 0,rural solar thermal,205.35459
capital,Generator,GB3 0,solar-hsat,55162.85079
capital,Generator,GB3 0,urban central solar thermal,629.95813
capital,Generator,GB3 0,urban decentral solar thermal,218.48395
capital,Generator,GR0 0,Offshore Wind (AC),6092.78558
capital,Generator,GR0 0,Offshore Wind (DC),1403865638.40248
capital,Generator,GR0 0,Offshore Wind (Floating),5380.15247
capital,Generator,GR0 0,Onshore Wind,581561752.33787
capital,Generator,GR0 0,Run of River,31772365.34325
capital,Generator,GR0 0,Solar,218143851.22238
capital,Generator,GR0 0,rural solar thermal,2464.52177
capital,Generator,GR0 0,solar-hsat,1198110530.11393
capital,Generator,GR0 0,urban central solar thermal,3790.73008
capital,Generator,GR0 0,urban decentral solar thermal,2333.05084
capital,Generator,HR0 0,Offshore Wind (AC),5647.06734
capital,Generator,HR0 0,Offshore Wind (DC),6180.85674
capital,Generator,HR0 0,Offshore Wind (Floating),3500.57519
capital,Generator,HR0 0,Onshore Wind,131921020.48246
capital,Generator,HR0 0,Run of River,84182201.03601
capital,Generator,HR0 0,Solar,4256904.81039
capital,Generator,HR0 0,rural solar thermal,1618.91316
capital,Generator,HR0 0,solar-hsat,444091085.06733
capital,Generator,HR0 0,urban central solar thermal,1814.40978
capital,Generator,HR0 0,urban decentral solar thermal,1738.59051
capital,Generator,HU0 0,Onshore Wind,36915395.26051
capital,Generator,HU0 0,Run of River,6070956.3265
capital,Generator,HU0 0,Solar,135337958.92849
capital,Generator,HU0 0,rural solar thermal,1255.58814
capital,Generator,HU0 0,solar-hsat,1267794840.8141
capital,Generator,HU0 0,urban central solar thermal,2898.67488
capital,Generator,HU0 0,urban decentral solar thermal,1449.16939
capital,Generator,IE3 0,Offshore Wind (AC),42830846.93106
capital,Generator,IE3 0,Offshore Wind (DC),226500961.1737
capital,Generator,IE3 0,Offshore Wind (Floating),6450.54321
capital,Generator,IE3 0,Onshore Wind,550271751.96738
capital,Generator,IE3 0,Run of River,66564800.33115
capital,Generator,IE3 0,Solar,64208043.29817
capital,Generator,IE3 0,rural solar thermal,192.55224
capital,Generator,IE3 0,solar-hsat,368253496.72068
capital,Generator,IE3 0,urban central solar thermal,956.25627
capital,Generator,IE3 0,urban decentral solar thermal,296.10645
capital,Generator,IT0 0,Offshore Wind (AC),6051072.00692
capital,Generator,IT0 0,Offshore Wind (DC),378264111.34994
capital,Generator,IT0 0,Offshore Wind (Floating),4598.18193
capital,Generator,IT0 0,Onshore Wind,1015581646.6299
capital,Generator,IT0 0,Run of River,543612536.03769
capital,Generator,IT0 0,Solar,194414812.4988
capital,Generator,IT0 0,rural solar thermal,2803.02445
capital,Generator,IT0 0,solar-hsat,5220864515.97966
capital,Generator,IT0 0,urban central solar thermal,3208.92803
capital,Generator,IT0 0,urban decentral solar thermal,9061.6293
capital,Generator,IT0 1,Offshore Wind (AC),6127.76874
capital,Generator,IT0 1,Offshore Wind (DC),5178.20146
capital,Generator,IT0 1,Offshore Wind (Floating),3695.57384
capital,Generator,IT0 1,Onshore Wind,18746737.29654
capital,Generator,IT0 1,Run of River,1762900939.28859
capital,Generator,IT0 1,Solar,72004455.40089
capital,Generator,IT0 1,rural solar thermal,1175.46475
capital,Generator,IT0 1,solar-hsat,5548451954.05015
capital,Generator,IT0 1,urban central solar thermal,3251.14691
capital,Generator,IT0 1,urban decentral solar thermal,14010.67281
capital,Generator,IT4 0,Offshore Wind (AC),9911.03448
capital,Generator,IT4 0,Offshore Wind (Floating),4830.76961
capital,Generator,IT4 0,Onshore Wind,137128086.45279
capital,Generator,IT4 0,Run of River,18490222.31421
capital,Generator,IT4 0,Solar,22587781.13794
capital,Generator,IT4 0,rural solar thermal,5938.30475
capital,Generator,IT4 0,solar-hsat,465892912.90147
capital,Generator,IT4 0,urban central solar thermal,3043.93148
capital,Generator,IT4 0,urban decentral solar thermal,5088.42911
capital,Generator,LT0 0,Offshore Wind (AC),28960.06974
capital,Generator,LT0 0,Offshore Wind (DC),425243376.8477
capital,Generator,LT0 0,Offshore Wind (Floating),2976.05254
capital,Generator,LT0 0,Onshore Wind,138285522.88466
capital,Generator,LT0 0,Run of River,31125207.56225
capital,Generator,LT0 0,Solar,15686860.01188
capital,Generator,LT0 0,rural solar thermal,447.51792
capital,Generator,LT0 0,solar-hsat,99482860.68417
capital,Generator,LT0 0,urban central solar thermal,925.66329
capital,Generator,LT0 0,urban decentral solar thermal,525.28332
capital,Generator,LU0 0,Onshore Wind,163063045.15673
capital,Generator,LU0 0,Solar,2832672.00149
capital,Generator,LU0 0,rural solar thermal,469.01761
capital,Generator,LU0 0,solar-hsat,301402490.36681
capital,Generator,LU0 0,urban central solar thermal,949.63791
capital,Generator,LU0 0,urban decentral solar thermal,611.20752
capital,Generator,LV0 0,Offshore Wind (AC),24247.7591
capital,Generator,LV0 0,Offshore Wind (DC),121802329.47186
capital,Generator,LV0 0,Offshore Wind (Floating),4582.49272
capital,Generator,LV0 0,Onshore Wind,11572292.83301
capital,Generator,LV0 0,Run of River,473380508.2809
capital,Generator,LV0 0,Solar,2303899.40097
capital,Generator,LV0 0,rural solar thermal,476.29683
capital,Generator,LV0 0,solar-hsat,70792101.03765
capital,Generator,LV0 0,urban central solar thermal,827.29855
capital,Generator,LV0 0,urban decentral solar thermal,529.65989
capital,Generator,ME0 0,Offshore Wind (AC),1295.84617
capital,Generator,ME0 0,Offshore Wind (Floating),2730.97272
capital,Generator,ME0 0,Onshore Wind,13654981.55258
capital,Generator,ME0 0,Run of River,1651793.1934
capital,Generator,ME0 0,Solar,167567.50542
capital,Generator,ME0 0,rural solar thermal,862.9063
capital,Generator,ME0 0,solar-hsat,457566977.9827
capital,Generator,ME0 0,urban central solar thermal,2372.24682
capital,Generator,ME0 0,urban decentral solar thermal,864.75403
capital,Generator,MK0 0,Onshore Wind,8447562.42406
capital,Generator,MK0 0,Run of River,59045443.2567
capital,Generator,MK0 0,Solar,15545485.34459
capital,Generator,MK0 0,rural solar thermal,1635.38796
capital,Generator,MK0 0,solar-hsat,121715211.61569
capital,Generator,MK0 0,urban central solar thermal,4473.32221
capital,Generator,MK0 0,urban decentral solar thermal,1640.4154
capital,Generator,NL0 0,Offshore Wind (AC),1174437636.71327
capital,Generator,NL0 0,Offshore Wind (DC),8967851508.52049
capital,Generator,NL0 0,Offshore Wind (Floating),1718.81613
capital,Generator,NL0 0,Onshore Wind,1117152742.90196
capital,Generator,NL0 0,Solar,248276629.85017
capital,Generator,NL0 0,rural solar thermal,53.21435
capital,Generator,NL0 0,solar-hsat,345812961.17696
capital,Generator,NL0 0,urban central solar thermal,1031.28432
capital,Generator,NL0 0,urban decentral solar thermal,527.63489
capital,Generator,NO1 0,Offshore Wind (AC),28255753.6637
capital,Generator,NO1 0,Offshore Wind (DC),3560726421.0492
capital,Generator,NO1 0,Offshore Wind (Floating),5372.63196
capital,Generator,NO1 0,Onshore Wind,639791861.1835
capital,Generator,NO1 0,Run of River,275042056.92383
capital,Generator,NO1 0,Solar,73330.76049
capital,Generator,NO1 0,rural solar thermal,220.49223
capital,Generator,NO1 0,solar-hsat,12298.41815
capital,Generator,NO1 0,urban central solar thermal,867.75018
capital,Generator,NO1 0,urban decentral solar thermal,231.3029
capital,Generator,PL0 0,Offshore Wind (AC),1049262317.87009
capital,Generator,PL0 0,Offshore Wind (DC),1301264087.1053
capital,Generator,PL0 0,Offshore Wind (Floating),7615.96311
capital,Generator,PL0 0,Onshore Wind,3823270556.62198
capital,Generator,PL0 0,Run of River,56210389.48212
capital,Generator,PL0 0,Solar,137291025.61587
capital,Generator,PL0 0,rural solar thermal,513.57013
capital,Generator,PL0 0,solar-hsat,2460014966.14872
capital,Generator,PL0 0,urban central solar thermal,1422.47413
capital,Generator,PL0 0,urban decentral solar thermal,685.72654
capital,Generator,PT0 0,Offshore Wind (AC),1139897709.72046
capital,Generator,PT0 0,Offshore Wind (Floating),5659.92049
capital,Generator,PT0 0,Onshore Wind,616509148.15315
capital,Generator,PT0 0,Run of River,781982318.70502
capital,Generator,PT0 0,Solar,183053871.25833
capital,Generator,PT0 0,rural solar thermal,1611.06511
capital,Generator,PT0 0,solar-hsat,321046654.93984
capital,Generator,PT0 0,urban central solar thermal,1733.81326
capital,Generator,PT0 0,urban decentral solar thermal,1899.79618
capital,Generator,RO0 0,Offshore Wind (AC),338196682.35688
capital,Generator,RO0 0,Offshore Wind (DC),585849163.39642
capital,Generator,RO0 0,Offshore Wind (Floating),5914.25557
capital,Generator,RO0 0,Onshore Wind,637732586.59202
capital,Generator,RO0 0,Run of River,1085206556.13942
capital,Generator,RO0 0,Solar,106116357.00687
capital,Generator,RO0 0,rural solar thermal,1426.90159
capital,Generator,RO0 0,solar-hsat,315950022.83502
capital,Generator,RO0 0,urban central solar thermal,1938.11646
capital,Generator,RO0 0,urban decentral solar thermal,1498.83828
capital,Generator,RS0 0,Onshore Wind,89347435.89689
capital,Generator,RS0 0,Run of River,526478263.35986
capital,Generator,RS0 0,Solar,1864006.98249
capital,Generator,RS0 0,rural solar thermal,1113.07707
capital,Generator,RS0 0,solar-hsat,1209095.61851
capital,Generator,RS0 0,urban central solar thermal,2048.34833
capital,Generator,RS0 0,urban decentral solar thermal,1117.48962
capital,Generator,SE1 0,Offshore Wind (AC),36686037.97269
capital,Generator,SE1 0,Offshore Wind (DC),331782483.76441
capital,Generator,SE1 0,Offshore Wind (Floating),4609.10679
capital,Generator,SE1 0,Onshore Wind,1919542494.96804
capital,Generator,SE1 0,Run of River,394149905.66452
capital,Generator,SE1 0,Solar,14943375.58296
capital,Generator,SE1 0,rural solar thermal,186.17887
capital,Generator,SE1 0,solar-hsat,583003362.87309
capital,Generator,SE1 0,urban central solar thermal,854.24224
capital,Generator,SE1 0,urban decentral solar thermal,381.81719
capital,Generator,SI0 0,Offshore Wind (AC),1497.50161
capital,Generator,SI0 0,Offshore Wind (Floating),1187.81715
capital,Generator,SI0 0,Onshore Wind,2149.10034
capital,Generator,SI0 0,Run of River,155445758.14368
capital,Generator,SI0 0,Solar,1570857.04566
capital,Generator,SI0 0,rural solar thermal,850.12422
capital,Generator,SI0 0,solar-hsat,9504.24112
capital,Generator,SI0 0,urban central solar thermal,1931.7824
capital,Generator,SI0 0,urban decentral solar thermal,1199.08598
capital,Generator,SK0 0,Onshore Wind,9690.16577
capital,Generator,SK0 0,Run of River,375255980.16312
capital,Generator,SK0 0,Solar,23519758.60604
capital,Generator,SK0 0,rural solar thermal,813.79415
capital,Generator,SK0 0,solar-hsat,13394.96331
capital,Generator,SK0 0,urban central solar thermal,1526.11058
capital,Generator,SK0 0,urban decentral solar thermal,989.86807
capital,Generator,XK0 0,Onshore Wind,15622206.89429
capital,Generator,XK0 0,Run of River,9306745.23148
capital,Generator,XK0 0,Solar,8644522.23518
capital,Generator,XK0 0,rural solar thermal,238.26662
capital,Generator,XK0 0,solar-hsat,2707689.6692
capital,Generator,XK0 0,urban central solar thermal,1232.53261
capital,Generator,XK0 0,urban decentral solar thermal,8.60094
capital,Line,AL0 0,AC,79383299.72642
capital,Line,AT0 0,AC,452246931.39839
capital,Line,BA0 0,AC,128859045.24615
capital,Line,BE0 0,AC,132294395.04691
capital,Line,BG0 0,AC,240709785.26156
capital,Line,CH0 0,AC,495733044.13378
capital,Line,CZ0 0,AC,243022348.25193
capital,Line,DE0 0,AC,582820005.69249
capital,Line,DE0 1,AC,465191429.65178
capital,Line,DE0 2,AC,289218374.52188
capital,Line,DE0 3,AC,130297548.45686
capital,Line,DE0 4,AC,65855244.42637
capital,Line,DE0 5,AC,122467637.92028
capital,Line,DK1 0,AC,92018255.13598
capital,Line,EE0 0,AC,34479190.53832
capital,Line,ES0 0,AC,380252192.80472
capital,Line,FI1 0,AC,164747361.63609
capital,Line,FR0 0,AC,861062076.98221
capital,Line,FR0 1,AC,437004111.69808
capital,Line,FR0 2,AC,175983166.83606
capital,Line,FR0 4,AC,3451633.76
capital,Line,GB2 0,AC,457480582.84278
capital,Line,GB3 0,AC,47856526.08134
capital,Line,GR0 0,AC,48987285.47571
capital,Line,HR0 0,AC,183894692.23639
capital,Line,HU0 0,AC,273318958.65242
capital,Line,IT0 0,AC,280957341.92612
capital,Line,IT0 1,AC,38683404.46554
capital,Line,LT0 0,AC,107375434.77326
capital,Line,ME0 0,AC,53440462.96271
capital,Line,MK0 0,AC,37466027.51957
capital,Line,NO1 0,AC,128929177.92303
capital,Line,PL0 0,AC,51242287.83323
capital,Line,RO0 0,AC,110192312.03459
capital,Line,RS0 0,AC,20274705.30248
capital,Link,AL0 0,CO2 pipeline,11317.05235
capital,Link,AL0 0,Combined-Cycle Gas,1444.67003
capital,Link,AL0 0,EAF,1704.84493
capital,Link,AL0 0,H2 DRI,1504.64098
capital,Link,AL0 0,H2 Electrolysis,18910.35421
capital,Link,AL0 0,Haber-Bosch,3033.15974
capital,Link,AL0 0,Open-Cycle Gas,1335.15564
capital,Link,AL0 0,SMR,3450.51948
capital,Link,AL0 0,Sabatier,675.28277
capital,Link,AL0 0,battery charger,24142586.39233
capital,Link,AL0 0,biogas to gas,7295853.28392
capital,Link,AL0 0,biomass to liquid,2791.76984
capital,Link,AL0 0,biomass-to-methanol,7773.12429
capital,Link,AL0 0,electricity distribution grid,26403875.17931
capital,Link,AL0 0,gas DRI,1560.78614
capital,Link,AL0 0,gas pipeline new,41488.31206
capital,Link,AL0 0,heat100-200 industry electric boiler steam,454.14673
capital,Link,AL0 0,heat100-200 industry gas,142642.30548
capital,Link,AL0 0,heat100-200 industry industrial heat pump high temperature,2782871.54626
capital,Link,AL0 0,heat100-200 industry solid biomass,5068.94953
capital,Link,AL0 0,heat200-500 industry gas,14689.00687
capital,Link,AL0 0,heat200-500 industry hydrogen,63.13647
capital,Link,AL0 0,heat200-500 industry solid biomass,221924.71939
capital,Link,AL0 0,heat<100 industry electric boiler steam,468.07506
capital,Link,AL0 0,heat<100 industry gas,167454.94471
capital,Link,AL0 0,heat<100 industry industrial heat pump medium temperature,2876109.45451
capital,Link,AL0 0,heat<100 industry solid biomass,7049.64502
capital,Link,AL0 0,heat>500 industry gas,17545.18186
capital,Link,AL0 0,heat>500 industry hydrogen,166.64369
capital,Link,AL0 0,home battery charger,4287.12027
capital,Link,AL0 0,methanolisation,2613.53896
capital,Link,AL0 0,rural air heat pump,8520.23131
capital,Link,AL0 0,rural biomass boiler,65819086.25624
capital,Link,AL0 0,rural gas boiler,3691.68217
capital,Link,AL0 0,rural ground heat pump,10170479.65613
