,0
AC,60.897510638940155
EV battery,71.39847317150098
H2,106.4534482372942
NH3,150.34925109750662
agriculture machinery oil,82.83585614702778
battery,68.11384590861607
biogas,86.25924863758291
co2,-99.98937334316749
co2 sequestered,-30.08024282865369
co2 stored,-17.895168898530184
coal,9.565008451999999
coal for industry,43.18177478304452
gas,94.10602254051385
gas for industry,113.88762099786727
hbi,277.9801474534178
heat100-200 industry,36.55491580729743
heat200-500 industry,48.77362169879188
heat<100 industry,37.953926785519876
heat>500 industry,114.29643453456453
home battery,63.59188304129638
kerosene for aviation,82.83582281659548
land transport oil,82.83589299795418
lignite,3.3088618059966666
low voltage,76.83173802346019
methanol,142.86586057081496
municipal solid waste,-0.01990777741949267
naphtha for industry,57.12847252958396
non-sequestered HVC,-25.717099499360256
oil,57.118454930581166
oil primary,52.92131505800002
rural heat,91.07231704805905
shipping methanol,167.71008332690113
shipping oil,82.8358324078537
solid biomass,31.12495162821099
solid biomass for industry,29.820588869639913
solid biomass import,54.0106522692093
steel,401.18568170210193
steel emission,-99.99921199951632
unsustainable bioliquids,81.6861765853089
uranium,3.42304003499221
urban central heat,48.10266086685249
urban decentral heat,116.76200970138242
