component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,14.71889
Generator,Offshore Wind (AC),BA0 0,AC,3.32229
Generator,Offshore Wind (AC),BE0 0,AC,9359252.07227
Generator,Offshore Wind (AC),BG0 0,AC,84.41304
Generator,Offshore Wind (AC),DE0 0,AC,9204653.91103
Generator,Offshore Wind (AC),DE0 2,AC,24753664.51126
Generator,Offshore Wind (AC),DE0 5,AC,9074998.6864
Generator,Offshore Wind (AC),DK0 0,AC,5881076.36589
Generator,Offshore Wind (AC),DK1 0,AC,3847061.68837
Generator,Offshore Wind (AC),EE0 0,AC,425.89345
Generator,Offshore Wind (AC),ES0 0,AC,48610.27287
Generator,Offshore Wind (AC),ES6 0,AC,16.00911
Generator,Offshore Wind (AC),FI1 0,AC,831.75827
Generator,Offshore Wind (AC),FR0 0,AC,14487110.29222
Generator,Offshore Wind (AC),FR0 1,AC,344334.1065
Generator,Offshore Wind (AC),FR0 2,AC,110.25358
Generator,Offshore Wind (AC),FR0 3,AC,36390501.65667
Generator,Offshore Wind (AC),FR5 0,AC,14.43275
Generator,Offshore Wind (AC),GB2 0,AC,34434044.74658
Generator,Offshore Wind (AC),GB2 1,AC,69578693.05354
Generator,Offshore Wind (AC),GB3 0,AC,3319180.03405
Generator,Offshore Wind (AC),GR0 0,AC,42.75318
Generator,Offshore Wind (AC),HR0 0,AC,32.11542
Generator,Offshore Wind (AC),IE3 0,AC,98671.27744
Generator,Offshore Wind (AC),IT0 0,AC,51739.97602
Generator,Offshore Wind (AC),IT0 1,AC,25.57447
Generator,Offshore Wind (AC),IT4 0,AC,60.56248
Generator,Offshore Wind (AC),LT0 0,AC,574.65781
Generator,Offshore Wind (AC),LV0 0,AC,451.11063
Generator,Offshore Wind (AC),ME0 0,AC,4.7796
Generator,Offshore Wind (AC),NL0 0,AC,24419324.40975
Generator,Offshore Wind (AC),NO1 0,AC,517229.65948
Generator,Offshore Wind (AC),PL0 0,AC,19920977.25335
Generator,Offshore Wind (AC),PT0 0,AC,10627178.03795
Generator,Offshore Wind (AC),RO0 0,AC,5486609.73647
Generator,Offshore Wind (AC),SE1 0,AC,744396.55551
Generator,Offshore Wind (AC),SI0 0,AC,5.55154
Generator,Offshore Wind (DC),BE0 0,AC,4108777.51774
Generator,Offshore Wind (DC),BG0 0,AC,52394.1477
Generator,Offshore Wind (DC),DE0 0,AC,7854781.98654
Generator,Offshore Wind (DC),DE0 2,AC,104118517.6175
Generator,Offshore Wind (DC),DE0 5,AC,1195662.73045
Generator,Offshore Wind (DC),DK0 0,AC,420.96992
Generator,Offshore Wind (DC),DK1 0,AC,49.08132
Generator,Offshore Wind (DC),EE0 0,AC,290.82561
Generator,Offshore Wind (DC),FI1 0,AC,11206558.60109
Generator,Offshore Wind (DC),FR0 0,AC,12138949.8895
Generator,Offshore Wind (DC),FR0 2,AC,100.02235
Generator,Offshore Wind (DC),FR0 3,AC,14983532.84496
Generator,Offshore Wind (DC),GB2 0,AC,80158554.41119
Generator,Offshore Wind (DC),GB2 1,AC,22095652.74855
Generator,Offshore Wind (DC),GB3 0,AC,4459593.72405
Generator,Offshore Wind (DC),GR0 0,AC,23192953.57386
Generator,Offshore Wind (DC),HR0 0,AC,43.47776
Generator,Offshore Wind (DC),IE3 0,AC,5231143.09121
Generator,Offshore Wind (DC),IT0 0,AC,99.69012
Generator,Offshore Wind (DC),IT0 1,AC,31.51889
Generator,Offshore Wind (DC),LT0 0,AC,8919310.509
Generator,Offshore Wind (DC),LV0 0,AC,1177.30651
Generator,Offshore Wind (DC),NL0 0,AC,133020025.49029
Generator,Offshore Wind (DC),NO1 0,AC,917.35571
Generator,Offshore Wind (DC),PL0 0,AC,28352555.69719
Generator,Offshore Wind (DC),RO0 0,AC,9454030.96563
Generator,Offshore Wind (DC),SE1 0,AC,3350.72388
Generator,Offshore Wind (Floating),AL0 0,AC,13.03853
Generator,Offshore Wind (Floating),BA0 0,AC,1.15896
Generator,Offshore Wind (Floating),BE0 0,AC,11.0262
Generator,Offshore Wind (Floating),BG0 0,AC,29.95565
Generator,Offshore Wind (Floating),DE0 0,AC,8.46333
Generator,Offshore Wind (Floating),DE0 2,AC,14.83416
Generator,Offshore Wind (Floating),DE0 5,AC,10.53981
Generator,Offshore Wind (Floating),DK0 0,AC,41.14369
Generator,Offshore Wind (Floating),DK1 0,AC,29.04518
Generator,Offshore Wind (Floating),EE0 0,AC,39.38522
Generator,Offshore Wind (Floating),ES0 0,AC,28.79608
Generator,Offshore Wind (Floating),ES6 0,AC,12.01639
Generator,Offshore Wind (Floating),FI1 0,AC,47.38355
Generator,Offshore Wind (Floating),FR0 0,AC,9.9416
Generator,Offshore Wind (Floating),FR0 1,AC,56.69374
Generator,Offshore Wind (Floating),FR0 2,AC,27.19001
Generator,Offshore Wind (Floating),FR0 3,AC,46.92065
Generator,Offshore Wind (Floating),FR5 0,AC,12.25586
Generator,Offshore Wind (Floating),GB2 0,AC,67.83348
Generator,Offshore Wind (Floating),GB2 1,AC,46.57446
Generator,Offshore Wind (Floating),GB3 0,AC,57.8682
Generator,Offshore Wind (Floating),GR0 0,AC,36.57499
Generator,Offshore Wind (Floating),HR0 0,AC,13.27741
Generator,Offshore Wind (Floating),IE3 0,AC,56.71048
Generator,Offshore Wind (Floating),IT0 0,AC,18.3735
Generator,Offshore Wind (Floating),IT0 1,AC,11.6435
Generator,Offshore Wind (Floating),IT4 0,AC,22.41521
Generator,Offshore Wind (Floating),LT0 0,AC,35.64747
Generator,Offshore Wind (Floating),LV0 0,AC,46.82298
Generator,Offshore Wind (Floating),ME0 0,AC,9.35758
Generator,Offshore Wind (Floating),NL0 0,AC,11.41878
Generator,Offshore Wind (Floating),NO1 0,AC,49.88923
Generator,Offshore Wind (Floating),PL0 0,AC,74.91587
Generator,Offshore Wind (Floating),PT0 0,AC,44.55152
Generator,Offshore Wind (Floating),RO0 0,AC,36.83539
Generator,Offshore Wind (Floating),SE1 0,AC,44.10598
Generator,Offshore Wind (Floating),SI0 0,AC,1.61868
Generator,Onshore Wind,AL0 0,AC,85379.32054
Generator,Onshore Wind,AT0 0,AC,3730585.83602
Generator,Onshore Wind,BA0 0,AC,168395.22924
Generator,Onshore Wind,BE0 0,AC,29412087.3035
Generator,Onshore Wind,BG0 0,AC,630123.00251
Generator,Onshore Wind,CH0 0,AC,22328.92404
Generator,Onshore Wind,CZ0 0,AC,10164486.87577
Generator,Onshore Wind,DE0 0,AC,45491816.45753
Generator,Onshore Wind,DE0 1,AC,5492077.24713
Generator,Onshore Wind,DE0 2,AC,14112769.30763
Generator,Onshore Wind,DE0 3,AC,552988.41651
Generator,Onshore Wind,DE0 4,AC,3963684.03202
Generator,Onshore Wind,DE0 5,AC,47258200.35171
Generator,Onshore Wind,DK0 0,AC,65589835.95047
Generator,Onshore Wind,DK1 0,AC,25307003.46328
Generator,Onshore Wind,EE0 0,AC,10614707.16623
Generator,Onshore Wind,ES0 0,AC,37809170.93365
Generator,Onshore Wind,ES6 0,AC,55.10859
Generator,Onshore Wind,FI1 0,AC,18852187.14661
Generator,Onshore Wind,FR0 0,AC,26435535.55646
Generator,Onshore Wind,FR0 1,AC,1665705.5402
Generator,Onshore Wind,FR0 2,AC,4061118.28185
Generator,Onshore Wind,FR0 3,AC,7625901.59863
