cost,component,location,carrier,0
capital,Generator,DE0 4,urban central solar thermal,1176.98906
capital,Generator,DE0 4,urban decentral solar thermal,477.48082
capital,Generator,DE0 5,Offshore Wind (AC),429579078.93892
capital,Generator,DE0 5,Offshore Wind (DC),57938873.82612
capital,Generator,DE0 5,Offshore Wind (Floating),1370.0049
capital,Generator,DE0 5,Onshore Wind,1468255410.80706
capital,Generator,DE0 5,Run of River,29117199.61962
capital,Generator,DE0 5,Solar,566939741.92655
capital,Generator,DE0 5,rural solar thermal,458.6421
capital,Generator,DE0 5,solar-hsat,1053084.0252
capital,Generator,DE0 5,urban central solar thermal,892.29797
capital,Generator,DE0 5,urban decentral solar thermal,527.72419
capital,Generator,DK0 0,Offshore Wind (AC),329698977.83342
capital,Generator,DK0 0,Offshore Wind (DC),8193.68871
capital,Generator,DK0 0,Offshore Wind (Floating),3110.38832
capital,Generator,DK0 0,Onshore Wind,1927798201.77956
capital,Generator,DK0 0,Solar,85748684.10267
capital,Generator,DK0 0,rural solar thermal,113.12541
capital,Generator,DK0 0,solar-hsat,5258.88542
capital,Generator,DK0 0,urban central solar thermal,693.60842
capital,Generator,DK0 0,urban decentral solar thermal,321.72096
capital,Generator,DK1 0,Offshore Wind (AC),220811747.24513
capital,Generator,DK1 0,Offshore Wind (DC),2302.42003
capital,Generator,DK1 0,Offshore Wind (Floating),2535.1847
capital,Generator,DK1 0,Onshore Wind,699836012.23112
capital,Generator,DK1 0,Solar,28221597.42397
capital,Generator,DK1 0,rural solar thermal,94.45973
capital,Generator,DK1 0,solar-hsat,6050.35135
capital,Generator,DK1 0,urban central solar thermal,746.71032
capital,Generator,DK1 0,urban decentral solar thermal,364.3045
capital,Generator,EE0 0,Offshore Wind (AC),11622.88231
capital,Generator,EE0 0,Offshore Wind (DC),7842.22639
capital,Generator,EE0 0,Offshore Wind (Floating),3258.41747
capital,Generator,EE0 0,Onshore Wind,528229628.35579
capital,Generator,EE0 0,Solar,23011898.43457
capital,Generator,EE0 0,rural solar thermal,380.41253
capital,Generator,EE0 0,solar-hsat,22403.33474
capital,Generator,EE0 0,urban central solar thermal,723.63119
capital,Generator,EE0 0,urban decentral solar thermal,419.90368
capital,Generator,ES0 0,Offshore Wind (AC),4025780.9237
capital,Generator,ES0 0,Offshore Wind (Floating),2785.74617
capital,Generator,ES0 0,Onshore Wind,3578968373.01476
capital,Generator,ES0 0,Run of River,40062148.34745
capital,Generator,ES0 0,Solar,1920332487.21604
capital,Generator,ES0 0,rural solar thermal,535.34606
capital,Generator,ES0 0,solar-hsat,3267941883.23728
capital,Generator,ES0 0,urban central solar thermal,1695.40342
capital,Generator,ES0 0,urban decentral solar thermal,991.00049
capital,Generator,ES6 0,Offshore Wind (AC),1459.26128
capital,Generator,ES6 0,Offshore Wind (Floating),2209.41787
capital,Generator,ES6 0,Onshore Wind,2822.96188
capital,Generator,ES6 0,Run of River,45303586.30495
capital,Generator,ES6 0,Solar,14173639.15699
capital,Generator,ES6 0,rural solar thermal,1084.44163
capital,Generator,ES6 0,solar-hsat,68566135.58601
capital,Generator,ES6 0,urban central solar thermal,1335.65668
capital,Generator,ES6 0,urban decentral solar thermal,850.0413
capital,Generator,FI1 0,Offshore Wind (AC),18897.43388
capital,Generator,FI1 0,Offshore Wind (DC),31286.65874
capital,Generator,FI1 0,Offshore Wind (Floating),3717.92122
capital,Generator,FI1 0,Onshore Wind,1095682504.20785
capital,Generator,FI1 0,Run of River,453195348.92122
capital,Generator,FI1 0,Solar,8236127.63178
capital,Generator,FI1 0,rural solar thermal,126.13625
capital,Generator,FI1 0,solar-hsat,11736.90324
capital,Generator,FI1 0,urban central solar thermal,673.71074
capital,Generator,FI1 0,urban decentral solar thermal,269.89342
capital,Generator,FR0 0,Offshore Wind (AC),201909409.06002
capital,Generator,FR0 0,Offshore Wind (DC),11830.88785
capital,Generator,FR0 0,Offshore Wind (Floating),1354.88939
capital,Generator,FR0 0,Onshore Wind,1453048472.44777
capital,Generator,FR0 0,Solar,80758740.74268
capital,Generator,FR0 0,rural solar thermal,168.33946
capital,Generator,FR0 0,solar-hsat,4499.92539
capital,Generator,FR0 0,urban central solar thermal,873.532
capital,Generator,FR0 0,urban decentral solar thermal,408.59086
capital,Generator,FR0 1,Offshore Wind (AC),22170389.39808
capital,Generator,FR0 1,Offshore Wind (Floating),3199.72945
capital,Generator,FR0 1,Onshore Wind,135484874.283
capital,Generator,FR0 1,Run of River,1275325841.55478
capital,Generator,FR0 1,Solar,161606519.88006
capital,Generator,FR0 1,rural solar thermal,454.46327
capital,Generator,FR0 1,solar-hsat,2066584520.31665
capital,Generator,FR0 1,urban central solar thermal,1904.14225
capital,Generator,FR0 1,urban decentral solar thermal,637.54186
capital,Generator,FR0 2,Offshore Wind (AC),4110.61268
capital,Generator,FR0 2,Offshore Wind (DC),2741.01101
capital,Generator,FR0 2,Offshore Wind (Floating),2826.07169
capital,Generator,FR0 2,Onshore Wind,322014116.47753
capital,Generator,FR0 2,Run of River,387114376.07396
capital,Generator,FR0 2,Solar,241433267.74462
capital,Generator,FR0 2,rural solar thermal,593.65682
capital,Generator,FR0 2,solar-hsat,123370474.20054
capital,Generator,FR0 2,urban central solar thermal,1281.59445
capital,Generator,FR0 2,urban decentral solar thermal,617.77938
capital,Generator,FR0 3,Offshore Wind (AC),288773485.89311
capital,Generator,FR0 3,Offshore Wind (DC),10426.59716
capital,Generator,FR0 3,Offshore Wind (Floating),3656.35655
capital,Generator,FR0 3,Onshore Wind,404522381.78875
capital,Generator,FR0 3,Solar,45458426.77051
capital,Generator,FR0 3,rural solar thermal,328.81485
capital,Generator,FR0 3,solar-hsat,7014.83802
capital,Generator,FR0 3,urban central solar thermal,929.34142
capital,Generator,FR0 3,urban decentral solar thermal,468.96538
capital,Generator,FR0 4,Onshore Wind,410447351.95986
capital,Generator,FR0 4,Run of River,454890285.96669
capital,Generator,FR0 4,Solar,56505947.57014
capital,Generator,FR0 4,rural solar thermal,362.12439
capital,Generator,FR0 4,solar-hsat,5090.75192
capital,Generator,FR0 4,urban central solar thermal,1050.82839
capital,Generator,FR0 4,urban decentral solar thermal,427.59696
capital,Generator,FR5 0,Offshore Wind (AC),1360.2248
capital,Generator,FR5 0,Offshore Wind (Floating),2142.13619
capital,Generator,FR5 0,Onshore Wind,1967312.68418
capital,Generator,FR5 0,Solar,2851.52401
capital,Generator,FR5 0,rural solar thermal,774.44349
capital,Generator,FR5 0,solar-hsat,82918137.80914
capital,Generator,GB2 0,Offshore Wind (AC),1503451900.13939
capital,Generator,GB2 0,Offshore Wind (DC),21894.66781
capital,Generator,GB2 0,Offshore Wind (Floating),3899.43237
capital,Generator,GB2 0,Onshore Wind,1988925628.17546
capital,Generator,GB2 0,Run of River,885889663.85156
capital,Generator,GB2 0,Solar,84832282.81037
capital,Generator,GB2 0,rural solar thermal,132.73643
capital,Generator,GB2 0,solar-hsat,4021.50963
capital,Generator,GB2 0,urban central solar thermal,646.37614
capital,Generator,GB2 0,urban decentral solar thermal,144.80971
capital,Generator,GB2 1,Offshore Wind (AC),3261251229.50254
capital,Generator,GB2 1,Offshore Wind (DC),10960.00848
capital,Generator,GB2 1,Offshore Wind (Floating),3393.47387
capital,Generator,GB2 1,Onshore Wind,1771606883.00676
capital,Generator,GB2 1,Solar,513690848.53636
capital,Generator,GB2 1,rural solar thermal,282.2992
capital,Generator,GB2 1,solar-hsat,5636.07781
capital,Generator,GB2 1,urban central solar thermal,753.40165
capital,Generator,GB2 1,urban decentral solar thermal,289.56665
capital,Generator,GB3 0,Offshore Wind (AC),10816.36063
capital,Generator,GB3 0,Offshore Wind (DC),9805.82903
capital,Generator,GB3 0,Offshore Wind (Floating),3719.6433
capital,Generator,GB3 0,Onshore Wind,173306465.91792
capital,Generator,GB3 0,Run of River,234671738.20448
capital,Generator,GB3 0,Solar,12435282.64607
capital,Generator,GB3 0,rural solar thermal,151.4083
capital,Generator,GB3 0,solar-hsat,3518.79448
capital,Generator,GB3 0,urban central solar thermal,562.99724
capital,Generator,GB3 0,urban decentral solar thermal,153.21236
capital,Generator,GR0 0,Offshore Wind (AC),2990.62378
capital,Generator,GR0 0,Offshore Wind (DC),4887.7127
capital,Generator,GR0 0,Offshore Wind (Floating),2923.25595
capital,Generator,GR0 0,Onshore Wind,581562680.76763
capital,Generator,GR0 0,Run of River,31772365.34325
capital,Generator,GR0 0,Solar,218143915.39011
capital,Generator,GR0 0,rural solar thermal,10963.06482
capital,Generator,GR0 0,solar-hsat,1000257585.76482
capital,Generator,GR0 0,urban central solar thermal,1600.86776
capital,Generator,GR0 0,urban decentral solar thermal,1081.16932
capital,Generator,HR0 0,Offshore Wind (AC),2591.13001
capital,Generator,HR0 0,Offshore Wind (DC),2718.81339
capital,Generator,HR0 0,Offshore Wind (Floating),2218.12955
capital,Generator,HR0 0,Onshore Wind,131920811.40598
capital,Generator,HR0 0,Run of River,84182201.03601
capital,Generator,HR0 0,Solar,4256871.00614
capital,Generator,HR0 0,rural solar thermal,832.42272
capital,Generator,HR0 0,solar-hsat,335884751.42557
capital,Generator,HR0 0,urban central solar thermal,1966.71651
capital,Generator,HR0 0,urban decentral solar thermal,882.32374
capital,Generator,HU0 0,Onshore Wind,36914847.11713
capital,Generator,HU0 0,Run of River,6070956.3265
capital,Generator,HU0 0,Solar,135337880.05611
capital,Generator,HU0 0,rural solar thermal,419.11004
capital,Generator,HU0 0,solar-hsat,830033267.02922
capital,Generator,HU0 0,urban central solar thermal,1407.92575
capital,Generator,HU0 0,urban decentral solar thermal,661.57236
capital,Generator,IE3 0,Offshore Wind (AC),5042236.59763
capital,Generator,IE3 0,Offshore Wind (DC),72650732.29906
capital,Generator,IE3 0,Offshore Wind (Floating),3717.08204
capital,Generator,IE3 0,Onshore Wind,550273727.53152
capital,Generator,IE3 0,Run of River,66564800.33115
capital,Generator,IE3 0,Solar,64208039.89301
capital,Generator,IE3 0,rural solar thermal,143.4503
capital,Generator,IE3 0,solar-hsat,4190.36052
capital,Generator,IE3 0,urban central solar thermal,671.42891
capital,Generator,IE3 0,urban decentral solar thermal,207.44767
capital,Generator,IT0 0,Offshore Wind (AC),6051443.91
capital,Generator,IT0 0,Offshore Wind (DC),2232.73301
capital,Generator,IT0 0,Offshore Wind (Floating),2559.51413
capital,Generator,IT0 0,Onshore Wind,1015580526.00205
capital,Generator,IT0 0,Run of River,543612536.03769
capital,Generator,IT0 0,Solar,194414863.2256
capital,Generator,IT0 0,rural solar thermal,912.80547
capital,Generator,IT0 0,solar-hsat,2479417099.30998
capital,Generator,IT0 0,urban central solar thermal,1537.55141
capital,Generator,IT0 0,urban decentral solar thermal,959.32358
capital,Generator,IT0 1,Offshore Wind (AC),2524.70044
capital,Generator,IT0 1,Offshore Wind (DC),2105.01946
capital,Generator,IT0 1,Offshore Wind (Floating),2141.07829
capital,Generator,IT0 1,Onshore Wind,18746762.14677
capital,Generator,IT0 1,Run of River,1762900939.28859
capital,Generator,IT0 1,Solar,72004372.29499
capital,Generator,IT0 1,rural solar thermal,510.01928
capital,Generator,IT0 1,solar-hsat,3281109817.81249
capital,Generator,IT0 1,urban central solar thermal,1356.99069
capital,Generator,IT0 1,urban decentral solar thermal,663.87707
capital,Generator,IT4 0,Offshore Wind (AC),3090.94913
capital,Generator,IT4 0,Offshore Wind (Floating),2597.25496
capital,Generator,IT4 0,Onshore Wind,137128236.79825
capital,Generator,IT4 0,Run of River,18490222.31421
capital,Generator,IT4 0,Solar,22587844.70487
capital,Generator,IT4 0,rural solar thermal,1359.79972
capital,Generator,IT4 0,solar-hsat,195430415.6156
capital,Generator,IT4 0,urban central solar thermal,1869.20693
capital,Generator,IT4 0,urban decentral solar thermal,1326.99431
capital,Generator,LT0 0,Offshore Wind (AC),58940.82175
capital,Generator,LT0 0,Offshore Wind (DC),83421.99918
capital,Generator,LT0 0,Offshore Wind (Floating),2712.93839
capital,Generator,LT0 0,Onshore Wind,138285409.2255
capital,Generator,LT0 0,Run of River,31125207.56225
capital,Generator,LT0 0,Solar,15686859.64443
capital,Generator,LT0 0,rural solar thermal,351.21588
capital,Generator,LT0 0,solar-hsat,35105.17396
capital,Generator,LT0 0,urban central solar thermal,750.73405
capital,Generator,LT0 0,urban decentral solar thermal,413.58993
capital,Generator,LU0 0,Onshore Wind,17138171.82748
capital,Generator,LU0 0,Solar,2832666.04634
capital,Generator,LU0 0,rural solar thermal,359.78421
capital,Generator,LU0 0,solar-hsat,272166320.40841
capital,Generator,LU0 0,urban central solar thermal,738.15192
capital,Generator,LU0 0,urban decentral solar thermal,429.85448
capital,Generator,LV0 0,Offshore Wind (AC),16624.45577
capital,Generator,LV0 0,Offshore Wind (DC),23318.9357
capital,Generator,LV0 0,Offshore Wind (Floating),3744.04879
capital,Generator,LV0 0,Onshore Wind,11572198.01195
capital,Generator,LV0 0,Run of River,473380508.2809
capital,Generator,LV0 0,Solar,2303829.16437
capital,Generator,LV0 0,rural solar thermal,294.34914
capital,Generator,LV0 0,solar-hsat,26043.74617
capital,Generator,LV0 0,urban central solar thermal,731.98251
capital,Generator,LV0 0,urban decentral solar thermal,364.21686
capital,Generator,ME0 0,Offshore Wind (AC),814.81552
capital,Generator,ME0 0,Offshore Wind (Floating),1809.91901
capital,Generator,ME0 0,Onshore Wind,13654965.67592
capital,Generator,ME0 0,Run of River,1651793.1934
capital,Generator,ME0 0,Solar,167615.87394
capital,Generator,ME0 0,rural solar thermal,509.8166
capital,Generator,ME0 0,solar-hsat,285880033.53436
capital,Generator,ME0 0,urban central solar thermal,1818.03028
capital,Generator,ME0 0,urban decentral solar thermal,512.67964
capital,Generator,MK0 0,Onshore Wind,8447578.3016
capital,Generator,MK0 0,Run of River,59045443.2567
capital,Generator,MK0 0,Solar,15545471.26775
capital,Generator,MK0 0,rural solar thermal,618.48533
capital,Generator,MK0 0,solar-hsat,84504738.53652
capital,Generator,MK0 0,urban central solar thermal,1576.89835
capital,Generator,MK0 0,urban decentral solar thermal,623.5915
capital,Generator,NL0 0,Offshore Wind (AC),1174437636.71327
capital,Generator,NL0 0,Offshore Wind (DC),20000.47935
capital,Generator,NL0 0,Offshore Wind (Floating),1401.41535
capital,Generator,NL0 0,Onshore Wind,3157683168.3491
capital,Generator,NL0 0,Solar,248276547.36985
capital,Generator,NL0 0,rural solar thermal,5.41888
capital,Generator,NL0 0,solar-hsat,10649.80519
capital,Generator,NL0 0,urban central solar thermal,785.15202
capital,Generator,NL0 0,urban decentral solar thermal,392.96811
capital,Generator,NO1 0,Offshore Wind (AC),28256198.27492
capital,Generator,NO1 0,Offshore Wind (DC),10827.2965
capital,Generator,NO1 0,Offshore Wind (Floating),3548.46289
capital,Generator,NO1 0,Onshore Wind,639791753.62916
capital,Generator,NO1 0,Run of River,275042056.92383
capital,Generator,NO1 0,Solar,73319.80294
capital,Generator,NO1 0,rural solar thermal,135.60753
capital,Generator,NO1 0,solar-hsat,3637.08717
capital,Generator,NO1 0,urban central solar thermal,708.76202
capital,Generator,NO1 0,urban decentral solar thermal,141.04778
capital,Generator,PL0 0,Offshore Wind (AC),1049262088.40644
capital,Generator,PL0 0,Offshore Wind (DC),1301263945.60839
capital,Generator,PL0 0,Offshore Wind (Floating),4311.47911
capital,Generator,PL0 0,Onshore Wind,1045762443.49289
capital,Generator,PL0 0,Run of River,56210389.48212
capital,Generator,PL0 0,Solar,137291011.25274
capital,Generator,PL0 0,rural solar thermal,411.8925
capital,Generator,PL0 0,solar-hsat,2026026732.27647
capital,Generator,PL0 0,urban central solar thermal,1026.15001
capital,Generator,PL0 0,urban decentral solar thermal,522.08197
capital,Generator,PT0 0,Offshore Wind (AC),5043351.06187
capital,Generator,PT0 0,Offshore Wind (Floating),2997.98293
capital,Generator,PT0 0,Onshore Wind,616510051.86814
capital,Generator,PT0 0,Run of River,781982318.70502
capital,Generator,PT0 0,Solar,183052944.4177
capital,Generator,PT0 0,rural solar thermal,833.96169
capital,Generator,PT0 0,solar-hsat,464751482.48366
capital,Generator,PT0 0,urban central solar thermal,1316.87458
capital,Generator,PT0 0,urban decentral solar thermal,760.62345
capital,Generator,RO0 0,Offshore Wind (AC),4388.0313
capital,Generator,RO0 0,Offshore Wind (DC),4548.39991
capital,Generator,RO0 0,Offshore Wind (Floating),2861.28926
capital,Generator,RO0 0,Onshore Wind,637733108.55333
capital,Generator,RO0 0,Run of River,1085206556.13942
capital,Generator,RO0 0,Solar,106116352.31596
capital,Generator,RO0 0,rural solar thermal,877.08313
capital,Generator,RO0 0,solar-hsat,81163538.49175
capital,Generator,RO0 0,urban central solar thermal,1400.66732
capital,Generator,RO0 0,urban decentral solar thermal,776.21587
capital,Generator,RS0 0,Onshore Wind,89347469.56173
capital,Generator,RS0 0,Run of River,526478263.35986
capital,Generator,RS0 0,Solar,1864016.96496
capital,Generator,RS0 0,rural solar thermal,572.24966
capital,Generator,RS0 0,solar-hsat,186234373.45806
capital,Generator,RS0 0,urban central solar thermal,1834.65567
capital,Generator,RS0 0,urban decentral solar thermal,578.81698
capital,Generator,SE1 0,Offshore Wind (AC),36685504.04851
capital,Generator,SE1 0,Offshore Wind (DC),22394.70395
capital,Generator,SE1 0,Offshore Wind (Floating),3581.34913
capital,Generator,SE1 0,Onshore Wind,1919537269.36327
capital,Generator,SE1 0,Run of River,394149905.66452
capital,Generator,SE1 0,Solar,14943348.89325
capital,Generator,SE1 0,rural solar thermal,159.09548
capital,Generator,SE1 0,solar-hsat,14341.13033
capital,Generator,SE1 0,urban central solar thermal,757.74861
capital,Generator,SE1 0,urban decentral solar thermal,311.9955
capital,Generator,SI0 0,Offshore Wind (AC),916.56986
capital,Generator,SI0 0,Offshore Wind (Floating),634.28352
capital,Generator,SI0 0,Onshore Wind,1466.75829
capital,Generator,SI0 0,Run of River,155445758.14368
capital,Generator,SI0 0,Solar,1570800.14975
capital,Generator,SI0 0,rural solar thermal,596.6206
capital,Generator,SI0 0,solar-hsat,7430.15271
capital,Generator,SI0 0,urban central solar thermal,1333.63888
capital,Generator,SI0 0,urban decentral solar thermal,696.58794
capital,Generator,SK0 0,Onshore Wind,2933.99671
capital,Generator,SK0 0,Run of River,375255980.16312
capital,Generator,SK0 0,Solar,23519701.08923
capital,Generator,SK0 0,rural solar thermal,585.30159
capital,Generator,SK0 0,solar-hsat,14242.87931
capital,Generator,SK0 0,urban central solar thermal,1110.01744
capital,Generator,SK0 0,urban decentral solar thermal,626.54911
capital,Generator,XK0 0,Onshore Wind,15622192.44806
capital,Generator,XK0 0,Run of River,9306745.23148
capital,Generator,XK0 0,Solar,8644520.0961
capital,Generator,XK0 0,rural solar thermal,0.79395
capital,Generator,XK0 0,solar-hsat,10358969.88708
capital,Generator,XK0 0,urban central solar thermal,1627.96999
capital,Generator,XK0 0,urban decentral solar thermal,1.1129
capital,Line,AL0 0,AC,79383299.72642
capital,Line,AT0 0,AC,452246931.39839
capital,Line,BA0 0,AC,128859045.24615
capital,Line,BE0 0,AC,132294395.04691
capital,Line,BG0 0,AC,240709785.26156
capital,Line,CH0 0,AC,495733044.13378
capital,Line,CZ0 0,AC,243022348.25193
capital,Line,DE0 0,AC,582820005.69249
capital,Line,DE0 1,AC,465191429.65178
capital,Line,DE0 2,AC,289218374.52188
capital,Line,DE0 3,AC,130297548.45686
capital,Line,DE0 4,AC,65855244.42637
capital,Line,DE0 5,AC,122467637.92028
capital,Line,DK1 0,AC,92018255.13598
capital,Line,EE0 0,AC,34479190.53832
capital,Line,ES0 0,AC,380252192.80472
capital,Line,FI1 0,AC,164747361.63609
capital,Line,FR0 0,AC,861062076.98221
capital,Line,FR0 1,AC,437004111.69808
capital,Line,FR0 2,AC,175983166.83606
capital,Line,FR0 4,AC,3451633.76
capital,Line,GB2 0,AC,457480582.84278
capital,Line,GB3 0,AC,47856526.08134
capital,Line,GR0 0,AC,48987285.47571
capital,Line,HR0 0,AC,183894692.23639
capital,Line,HU0 0,AC,273318958.65242
capital,Line,IT0 0,AC,280957341.92612
capital,Line,IT0 1,AC,38683404.46554
capital,Line,LT0 0,AC,107375434.77326
capital,Line,ME0 0,AC,53440462.96271
capital,Line,MK0 0,AC,37466027.51957
capital,Line,NO1 0,AC,128929177.92303
capital,Line,PL0 0,AC,51242287.83323
capital,Line,RO0 0,AC,110192312.03459
capital,Line,RS0 0,AC,20274705.30248
capital,Link,AL0 0,CO2 pipeline,274070.55697
capital,Link,AL0 0,Combined-Cycle Gas,2004.46431
capital,Link,AL0 0,EAF,2736.28478
capital,Link,AL0 0,H2 DRI,1488.79646
capital,Link,AL0 0,H2 Electrolysis,1686.80587
capital,Link,AL0 0,Haber-Bosch,14840.94924
capital,Link,AL0 0,Open-Cycle Gas,1332.04015
capital,Link,AL0 0,SMR,6240369.77663
capital,Link,AL0 0,Sabatier,777.60275
capital,Link,AL0 0,battery charger,3200.07929
capital,Link,AL0 0,biogas to gas,3273.68682
capital,Link,AL0 0,biomass to liquid,29107671.64486
capital,Link,AL0 0,biomass-to-methanol,2355.26301
capital,Link,AL0 0,electricity distribution grid,34392201.25095
capital,Link,AL0 0,gas DRI,2564.39758
capital,Link,AL0 0,gas pipeline new,7471679.80134
capital,Link,AL0 0,heat100-200 industry electric boiler steam,381.04591
capital,Link,AL0 0,heat100-200 industry gas,142641.41594
capital,Link,AL0 0,heat100-200 industry industrial heat pump high temperature,2776097.07826
capital,Link,AL0 0,heat100-200 industry solid biomass,3164.58544
capital,Link,AL0 0,heat200-500 industry gas,15580.57046
capital,Link,AL0 0,heat200-500 industry hydrogen,154.53583
capital,Link,AL0 0,heat200-500 industry solid biomass,1473.3261
capital,Link,AL0 0,heat<100 industry electric boiler steam,382.99576
capital,Link,AL0 0,heat<100 industry gas,167446.98881
capital,Link,AL0 0,heat<100 industry industrial heat pump medium temperature,2835864.05968
capital,Link,AL0 0,heat<100 industry solid biomass,3416.35521
capital,Link,AL0 0,heat>500 industry gas,17265.71392
capital,Link,AL0 0,heat>500 industry hydrogen,146.3873
capital,Link,AL0 0,home battery charger,4262.39854
capital,Link,AL0 0,methanolisation,5341092.068
capital,Link,AL0 0,rural air heat pump,3327.82906
capital,Link,AL0 0,rural biomass boiler,6153.25133
capital,Link,AL0 0,rural gas boiler,28961444.00436
capital,Link,AL0 0,rural ground heat pump,6023.39158
capital,Link,AL0 0,rural resistive heater,3181183.20351
capital,Link,AL0 0,urban central air heat pump,5114.15869
capital,Link,AL0 0,urban central gas CHP,2195.46243
