cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),2982.16167
capital,Generator,AL0 0,Offshore Wind (Floating),3023.759
capital,Generator,AL0 0,Onshore Wind,27078517.26224
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419862.24762
capital,Generator,AL0 0,rural solar thermal,1262.09346
capital,Generator,AL0 0,solar-hsat,278462272.45256
capital,Generator,AL0 0,urban central solar thermal,4492.21151
capital,Generator,AL0 0,urban decentral solar thermal,1283.56981
capital,Generator,AT0 0,Onshore Wind,374354967.37306
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184612.0647
capital,Generator,AT0 0,rural solar thermal,967.98541
capital,Generator,AT0 0,solar-hsat,2178429949.23864
capital,Generator,AT0 0,urban central solar thermal,2183.82317
capital,Generator,AT0 0,urban decentral solar thermal,1053.0547
capital,Generator,BA0 0,Offshore Wind (AC),820.78562
capital,Generator,BA0 0,Offshore Wind (Floating),705.42892
capital,Generator,BA0 0,Onshore Wind,50338244.46038
capital,Generator,BA0 0,Solar,13985268.01404
capital,Generator,BA0 0,rural solar thermal,823.84041
capital,Generator,BA0 0,solar-hsat,381008799.68695
capital,Generator,BA0 0,urban central solar thermal,1667.82161
capital,Generator,BA0 0,urban decentral solar thermal,828.70026
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192304841.16538
capital,Generator,BE0 0,Offshore Wind (Floating),1299.53838
capital,Generator,BE0 0,Onshore Wind,1330897954.61176
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347195.62921
capital,Generator,BE0 0,rural solar thermal,72.70702
capital,Generator,BE0 0,solar-hsat,842919388.39473
capital,Generator,BE0 0,urban central solar thermal,1114.19485
capital,Generator,BE0 0,urban decentral solar thermal,524.11834
capital,Generator,BG0 0,Offshore Wind (AC),7535.62303
capital,Generator,BG0 0,Offshore Wind (DC),3494300.51954
capital,Generator,BG0 0,Offshore Wind (Floating),4523.83321
capital,Generator,BG0 0,Onshore Wind,70357857.30376
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125929020.6862
capital,Generator,BG0 0,rural solar thermal,885.05721
capital,Generator,BG0 0,solar-hsat,578746437.51245
capital,Generator,BG0 0,urban central solar thermal,1643.36666
capital,Generator,BG0 0,urban decentral solar thermal,1045.52421
capital,Generator,CH0 0,Onshore Wind,6364604.37427
capital,Generator,CH0 0,Run of River,1295123214.9052
capital,Generator,CH0 0,Solar,5068491.54311
capital,Generator,CH0 0,rural solar thermal,357.63244
capital,Generator,CH0 0,solar-hsat,2279119912.05452
capital,Generator,CH0 0,urban central solar thermal,1498.91297
capital,Generator,CH0 0,urban decentral solar thermal,377.72462
capital,Generator,CZ0 0,Onshore Wind,721792259.32727
capital,Generator,CZ0 0,Run of River,12396579.18494
capital,Generator,CZ0 0,Solar,68150804.61878
capital,Generator,CZ0 0,rural solar thermal,541.82662
capital,Generator,CZ0 0,solar-hsat,192602641.45008
capital,Generator,CZ0 0,urban central solar thermal,3133.52003
capital,Generator,CZ0 0,urban decentral solar thermal,733.65933
capital,Generator,DE0 0,Offshore Wind (AC),464757892.81506
capital,Generator,DE0 0,Offshore Wind (DC),359314295.78066
capital,Generator,DE0 0,Offshore Wind (Floating),1209.60803
capital,Generator,DE0 0,Onshore Wind,2075159854.67195
capital,Generator,DE0 0,Run of River,22970095.01057
capital,Generator,DE0 0,Solar,136919473.79518
capital,Generator,DE0 0,rural solar thermal,537.40495
capital,Generator,DE0 0,solar-hsat,173485502.83363
capital,Generator,DE0 0,urban central solar thermal,1191.32166
capital,Generator,DE0 0,urban decentral solar thermal,567.06455
capital,Generator,DE0 1,Onshore Wind,390671326.66784
capital,Generator,DE0 1,Run of River,72178052.77618
capital,Generator,DE0 1,Solar,199216449.34394
capital,Generator,DE0 1,rural solar thermal,607.46089
capital,Generator,DE0 1,solar-hsat,384841080.32451
capital,Generator,DE0 1,urban central solar thermal,1271.0891
capital,Generator,DE0 1,urban decentral solar thermal,672.9898
capital,Generator,DE0 2,Offshore Wind (AC),1156810252.44729
capital,Generator,DE0 2,Offshore Wind (DC),4753541983.49009
capital,Generator,DE0 2,Offshore Wind (Floating),1644.25306
capital,Generator,DE0 2,Onshore Wind,818608603.86406
capital,Generator,DE0 2,Run of River,132010325.87154
capital,Generator,DE0 2,Solar,84732932.75263
capital,Generator,DE0 2,rural solar thermal,374.75722
capital,Generator,DE0 2,solar-hsat,472668808.65146
capital,Generator,DE0 2,urban central solar thermal,1139.59131
capital,Generator,DE0 2,urban decentral solar thermal,515.76832
capital,Generator,DE0 3,Onshore Wind,52768449.95366
capital,Generator,DE0 3,Run of River,940688192.41467
capital,Generator,DE0 3,Solar,232333575.39573
capital,Generator,DE0 3,rural solar thermal,765.71499
capital,Generator,DE0 3,solar-hsat,1138006268.0917
capital,Generator,DE0 3,urban central solar thermal,1785.6155
capital,Generator,DE0 3,urban decentral solar thermal,827.64252
capital,Generator,DE0 4,Onshore Wind,332003179.52326
capital,Generator,DE0 4,Run of River,269690009.68602
capital,Generator,DE0 4,Solar,115970401.3241
capital,Generator,DE0 4,rural solar thermal,483.44069
capital,Generator,DE0 4,solar-hsat,1198581660.56233
capital,Generator,DE0 4,urban central solar thermal,1545.16059
capital,Generator,DE0 4,urban decentral solar thermal,714.66116
capital,Generator,DE0 5,Offshore Wind (AC),429579887.95477
capital,Generator,DE0 5,Offshore Wind (DC),57939033.21819
capital,Generator,DE0 5,Offshore Wind (Floating),1313.79926
capital,Generator,DE0 5,Onshore Wind,2514643427.83753
capital,Generator,DE0 5,Run of River,29117199.61962
capital,Generator,DE0 5,Solar,566940520.08528
