,0
AC,58.383912074761554
EV battery,67.29495156718126
H2,92.12015673958675
NH3,131.13309965568055
agriculture machinery oil,82.83585592964924
battery,62.19613456487539
biogas,34.470741326691325
co2,-99.98937352347316
co2 sequestered,-30.05709841771882
co2 stored,-24.380389515386693
coal,9.565008451999997
coal for industry,43.18177495483585
gas,42.30154909963273
gas for industry,62.058000161540946
hbi,280.0683942927019
heat100-200 industry,35.10385511045727
heat200-500 industry,45.73322536157761
heat<100 industry,36.3407535248017
heat>500 industry,62.56587730934639
home battery,65.48973496119117
kerosene for aviation,82.83582272683806
land transport oil,82.83589259676036
lignite,3.308861805996668
low voltage,71.99661362069041
methanol,122.4908820114796
municipal solid waste,-0.01993446059045295
naphtha for industry,57.128472171993955
non-sequestered HVC,-25.71712103901136
oil,57.11845446185757
oil primary,52.92131505800002
rural heat,86.1828596671795
shipping methanol,147.2983173391667
shipping oil,82.83583222511395
solid biomass,27.931244509610984
solid biomass for industry,27.306624182025434
solid biomass import,54.01059444175839
steel,401.185803874589
steel emission,-99.99921259186242
unsustainable bioliquids,81.68603300568473
uranium,3.423040284382885
urban central heat,43.42019932191265
urban decentral heat,101.81885551717005
