cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),3303.55146
capital,Generator,AL0 0,Offshore Wind (Floating),3179.55111
capital,Generator,AL0 0,Onshore Wind,27078625.86122
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419935.25429
capital,Generator,AL0 0,rural solar thermal,2359.99971
capital,Generator,AL0 0,solar-hsat,333104448.64589
capital,Generator,AL0 0,urban central solar thermal,5758.12708
capital,Generator,AL0 0,urban decentral solar thermal,2249.74787
capital,Generator,AT0 0,Onshore Wind,374354020.95936
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184840.03653
capital,Generator,AT0 0,rural solar thermal,853.18422
capital,Generator,AT0 0,solar-hsat,2292131488.90807
capital,Generator,AT0 0,urban central solar thermal,2559.43278
capital,Generator,AT0 0,urban decentral solar thermal,1168.79625
capital,Generator,BA0 0,Offshore Wind (AC),814.02189
capital,Generator,BA0 0,Offshore Wind (Floating),690.4496
capital,Generator,BA0 0,Onshore Wind,50338509.37018
capital,Generator,BA0 0,Solar,13985361.50152
capital,Generator,BA0 0,rural solar thermal,1093.80648
capital,Generator,BA0 0,solar-hsat,404479502.38094
capital,Generator,BA0 0,urban central solar thermal,2291.43792
capital,Generator,BA0 0,urban decentral solar thermal,1098.96969
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192304769.8102
capital,Generator,BE0 0,Offshore Wind (Floating),1230.05083
capital,Generator,BE0 0,Onshore Wind,1723277621.41208
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347270.61877
capital,Generator,BE0 0,rural solar thermal,55.88677
capital,Generator,BE0 0,solar-hsat,886549256.55662
capital,Generator,BE0 0,urban central solar thermal,1067.48148
capital,Generator,BE0 0,urban decentral solar thermal,533.35085
capital,Generator,BG0 0,Offshore Wind (AC),20817.19887
capital,Generator,BG0 0,Offshore Wind (DC),3494349.04865
capital,Generator,BG0 0,Offshore Wind (Floating),5058.89082
capital,Generator,BG0 0,Onshore Wind,70358822.41947
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125929195.41034
capital,Generator,BG0 0,rural solar thermal,831.98169
capital,Generator,BG0 0,solar-hsat,807722269.0483
capital,Generator,BG0 0,urban central solar thermal,1556.97303
capital,Generator,BG0 0,urban decentral solar thermal,1127.86964
capital,Generator,CH0 0,Onshore Wind,6364662.98178
capital,Generator,CH0 0,Run of River,1295123214.9052
capital,Generator,CH0 0,Solar,5068510.81689
capital,Generator,CH0 0,rural solar thermal,383.67865
capital,Generator,CH0 0,solar-hsat,2462333227.09364
capital,Generator,CH0 0,urban central solar thermal,1695.86236
capital,Generator,CH0 0,urban decentral solar thermal,411.78828
capital,Generator,CZ0 0,Onshore Wind,1644677926.75253
capital,Generator,CZ0 0,Run of River,12396579.18494
capital,Generator,CZ0 0,Solar,68151200.77603
capital,Generator,CZ0 0,rural solar thermal,563.36999
capital,Generator,CZ0 0,solar-hsat,119461305.40712
capital,Generator,CZ0 0,urban central solar thermal,2734.78611
capital,Generator,CZ0 0,urban decentral solar thermal,763.57614
capital,Generator,DE0 0,Offshore Wind (AC),464757892.81506
capital,Generator,DE0 0,Offshore Wind (DC),359314228.89563
capital,Generator,DE0 0,Offshore Wind (Floating),1297.65738
capital,Generator,DE0 0,Onshore Wind,2602895166.23559
capital,Generator,DE0 0,Run of River,22970095.01057
capital,Generator,DE0 0,Solar,136919304.95937
capital,Generator,DE0 0,rural solar thermal,482.90025
capital,Generator,DE0 0,solar-hsat,323600702.80214
capital,Generator,DE0 0,urban central solar thermal,1129.81199
capital,Generator,DE0 0,urban decentral solar thermal,534.90934
capital,Generator,DE0 1,Onshore Wind,390671622.43317
capital,Generator,DE0 1,Run of River,72178052.77618
capital,Generator,DE0 1,Solar,199217540.69835
capital,Generator,DE0 1,rural solar thermal,566.93001
capital,Generator,DE0 1,solar-hsat,531249161.43523
capital,Generator,DE0 1,urban central solar thermal,1322.82388
capital,Generator,DE0 1,urban decentral solar thermal,672.83076
capital,Generator,DE0 2,Offshore Wind (AC),1156810252.44729
capital,Generator,DE0 2,Offshore Wind (DC),4753542256.51979
capital,Generator,DE0 2,Offshore Wind (Floating),2001.17727
capital,Generator,DE0 2,Onshore Wind,818604419.517
capital,Generator,DE0 2,Run of River,132010325.87154
capital,Generator,DE0 2,Solar,84733530.28153
capital,Generator,DE0 2,rural solar thermal,295.20092
capital,Generator,DE0 2,solar-hsat,893740675.52509
capital,Generator,DE0 2,urban central solar thermal,1100.38609
capital,Generator,DE0 2,urban decentral solar thermal,495.04891
capital,Generator,DE0 3,Onshore Wind,52769409.9497
capital,Generator,DE0 3,Run of River,940688192.41467
capital,Generator,DE0 3,Solar,232334234.82048
capital,Generator,DE0 3,rural solar thermal,699.51647
capital,Generator,DE0 3,solar-hsat,1238227455.66235
capital,Generator,DE0 3,urban central solar thermal,2047.61853
capital,Generator,DE0 3,urban decentral solar thermal,820.98316
capital,Generator,DE0 4,Onshore Wind,332001329.78831
capital,Generator,DE0 4,Run of River,269690009.68602
capital,Generator,DE0 4,Solar,115970616.28586
capital,Generator,DE0 4,rural solar thermal,490.47117
capital,Generator,DE0 4,solar-hsat,1356934119.60164
capital,Generator,DE0 4,urban central solar thermal,1634.33452
capital,Generator,DE0 4,urban decentral solar thermal,712.21631
capital,Generator,DE0 5,Offshore Wind (AC),429579817.82711
capital,Generator,DE0 5,Offshore Wind (DC),57939019.41848
capital,Generator,DE0 5,Offshore Wind (Floating),1447.55863
capital,Generator,DE0 5,Onshore Wind,2999014101.62132
capital,Generator,DE0 5,Run of River,29117199.61962
capital,Generator,DE0 5,Solar,566940312.86519
capital,Generator,DE0 5,rural solar thermal,591.81398
capital,Generator,DE0 5,solar-hsat,709330343.64079
capital,Generator,DE0 5,urban central solar thermal,1288.25654
capital,Generator,DE0 5,urban decentral solar thermal,710.153
capital,Generator,DK0 0,Offshore Wind (AC),329699851.51522
capital,Generator,DK0 0,Offshore Wind (DC),38507.24697
capital,Generator,DK0 0,Offshore Wind (Floating),4585.3656
capital,Generator,DK0 0,Onshore Wind,2270005708.13775
capital,Generator,DK0 0,Solar,85748807.52041
capital,Generator,DK0 0,rural solar thermal,127.93117
capital,Generator,DK0 0,solar-hsat,15378.54808
capital,Generator,DK0 0,urban central solar thermal,872.96194
capital,Generator,DK0 0,urban decentral solar thermal,418.57075
capital,Generator,DK1 0,Offshore Wind (AC),220812113.21489
capital,Generator,DK1 0,Offshore Wind (DC),4076.99439
capital,Generator,DK1 0,Offshore Wind (Floating),3629.54788
capital,Generator,DK1 0,Onshore Wind,705529290.79045
capital,Generator,DK1 0,Solar,28221670.88689
capital,Generator,DK1 0,rural solar thermal,110.15216
capital,Generator,DK1 0,solar-hsat,57732582.63772
capital,Generator,DK1 0,urban central solar thermal,953.29179
capital,Generator,DK1 0,urban decentral solar thermal,486.63908
capital,Generator,EE0 0,Offshore Wind (AC),30273.16724
capital,Generator,EE0 0,Offshore Wind (DC),21155.0919
capital,Generator,EE0 0,Offshore Wind (Floating),4451.08765
capital,Generator,EE0 0,Onshore Wind,448021827.89776
capital,Generator,EE0 0,Solar,23011943.44832
capital,Generator,EE0 0,rural solar thermal,462.10074
capital,Generator,EE0 0,solar-hsat,39476333.0514
capital,Generator,EE0 0,urban central solar thermal,774.88617
capital,Generator,EE0 0,urban decentral solar thermal,511.64595
capital,Generator,ES0 0,Offshore Wind (AC),4025846.32561
capital,Generator,ES0 0,Offshore Wind (Floating),4948.33061
capital,Generator,ES0 0,Onshore Wind,3578968281.19519
capital,Generator,ES0 0,Run of River,40062148.34745
capital,Generator,ES0 0,Solar,1920329899.68582
capital,Generator,ES0 0,rural solar thermal,632.96894
capital,Generator,ES0 0,solar-hsat,6393170183.14332
capital,Generator,ES0 0,urban central solar thermal,6154.17942
capital,Generator,ES0 0,urban decentral solar thermal,12910.85215
capital,Generator,ES6 0,Offshore Wind (AC),2648.81992
capital,Generator,ES6 0,Offshore Wind (Floating),2958.56781
capital,Generator,ES6 0,Onshore Wind,5378.23262
capital,Generator,ES6 0,Run of River,45303586.30495
capital,Generator,ES6 0,Solar,14173694.44885
capital,Generator,ES6 0,rural solar thermal,1930.32735
capital,Generator,ES6 0,solar-hsat,72793980.60866
capital,Generator,ES6 0,urban central solar thermal,1579.9947
capital,Generator,ES6 0,urban decentral solar thermal,1230.71453
capital,Generator,FI1 0,Offshore Wind (AC),40738.11495
capital,Generator,FI1 0,Offshore Wind (DC),1208282499.98431
capital,Generator,FI1 0,Offshore Wind (Floating),4761.0572
capital,Generator,FI1 0,Onshore Wind,1095689866.06837
capital,Generator,FI1 0,Run of River,453195348.92122
capital,Generator,FI1 0,Solar,8236225.22705
capital,Generator,FI1 0,rural solar thermal,214.34657
capital,Generator,FI1 0,solar-hsat,78550110.4599
capital,Generator,FI1 0,urban central solar thermal,776.02893
capital,Generator,FI1 0,urban decentral solar thermal,374.69638
capital,Generator,FR0 0,Offshore Wind (AC),740631170.25407
capital,Generator,FR0 0,Offshore Wind (DC),639737174.77769
capital,Generator,FR0 0,Offshore Wind (Floating),1327.90965
