component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,10.48088
Generator,Offshore Wind (AC),BA0 0,AC,3.89701
Generator,Offshore Wind (AC),BE0 0,AC,9556396.7517
Generator,Offshore Wind (AC),BG0 0,AC,3841199.65039
Generator,Offshore Wind (AC),DE0 0,AC,9601241.31685
Generator,Offshore Wind (AC),DE0 2,AC,23482078.75292
Generator,Offshore Wind (AC),DE0 5,AC,9116904.5754
Generator,Offshore Wind (AC),DK0 0,AC,5653513.11238
Generator,Offshore Wind (AC),DK1 0,AC,4223733.08158
Generator,Offshore Wind (AC),EE0 0,AC,470.58007
Generator,Offshore Wind (AC),ES0 0,AC,46268.75053
Generator,Offshore Wind (AC),ES6 0,AC,14.33754
Generator,Offshore Wind (AC),FI1 0,AC,450.70338
Generator,Offshore Wind (AC),FR0 0,AC,12701787.42907
Generator,Offshore Wind (AC),FR0 1,AC,5453399.01189
Generator,Offshore Wind (AC),FR0 2,AC,9105767.90765
Generator,Offshore Wind (AC),FR0 3,AC,56212728.36967
Generator,Offshore Wind (AC),FR5 0,AC,15.35425
Generator,Offshore Wind (AC),GB2 0,AC,175485904.62709
Generator,Offshore Wind (AC),GB2 1,AC,68656822.93264
Generator,Offshore Wind (AC),GB3 0,AC,2743493.46816
Generator,Offshore Wind (AC),GR0 0,AC,48.97237
Generator,Offshore Wind (AC),HR0 0,AC,32.83568
Generator,Offshore Wind (AC),IE3 0,AC,11128035.95224
Generator,Offshore Wind (AC),IT0 0,AC,48766.09826
Generator,Offshore Wind (AC),IT0 1,AC,42.0157
Generator,Offshore Wind (AC),IT4 0,AC,105.63194
Generator,Offshore Wind (AC),LT0 0,AC,302.42492
Generator,Offshore Wind (AC),LV0 0,AC,280.6639
Generator,Offshore Wind (AC),ME0 0,AC,3.08146
Generator,Offshore Wind (AC),NL0 0,AC,18332865.70314
Generator,Offshore Wind (AC),NO1 0,AC,515785.52303
Generator,Offshore Wind (AC),PL0 0,AC,17904115.57541
Generator,Offshore Wind (AC),PT0 0,AC,15513851.84853
Generator,Offshore Wind (AC),RO0 0,AC,5207264.54709
Generator,Offshore Wind (AC),SE1 0,AC,738412.14426
Generator,Offshore Wind (AC),SI0 0,AC,5.99096
Generator,Offshore Wind (DC),BE0 0,AC,3637247.22104
Generator,Offshore Wind (DC),BG0 0,AC,50410.99562
Generator,Offshore Wind (DC),DE0 0,AC,8023019.88127
Generator,Offshore Wind (DC),DE0 2,AC,103190407.51216
Generator,Offshore Wind (DC),DE0 5,AC,1145085.26402
Generator,Offshore Wind (DC),DK0 0,AC,4719154.85873
Generator,Offshore Wind (DC),DK1 0,AC,36.26873
Generator,Offshore Wind (DC),EE0 0,AC,422.60907
Generator,Offshore Wind (DC),FI1 0,AC,28345822.41603
Generator,Offshore Wind (DC),FR0 0,AC,10644916.57316
Generator,Offshore Wind (DC),FR0 2,AC,1684105.57806
Generator,Offshore Wind (DC),FR0 3,AC,13042993.5151
Generator,Offshore Wind (DC),GB2 0,AC,63012643.24704
