carrier,0
electricity distribution grid,-852696.2407005267
AC,10.927113085744653
DC,30.22043118077511
Solar,37.0123190323578
solar-hsat,38.897452206415686
Onshore Wind,49.70562787184088
Offshore Wind (DC),52.79167365161686
Offshore Wind (AC),53.11970868603547
urban central solid biomass CHP CC,54.54433672803166
Pumped Hydro Storage,59.730289076265365
nuclear,62.688296590132076
Offshore Wind (Floating),63.41272371567278
Run of River,64.50863062672231
OCGT methanol,74.94860710854947
Reservoir & Dam,77.74024282220996
waste CHP,86.65583594114122
battery discharger,88.13239439157017
urban central solid biomass CHP,92.27418088453744
urban central gas CHP,109.11371488658554
oil,114.1906950028719
coal,135.13901744786415
Open-Cycle Gas,138.70922235937223
lignite,143.614064741326
Combined-Cycle Gas,161.24150173084527
