component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,14.02589
Generator,Offshore Wind (AC),BA0 0,AC,4.48864
Generator,Offshore Wind (AC),BE0 0,AC,9498267.29113
Generator,Offshore Wind (AC),BG0 0,AC,81.02238
Generator,Offshore Wind (AC),DE0 0,AC,9657383.59494
Generator,Offshore Wind (AC),DE0 2,AC,27843745.89895
Generator,Offshore Wind (AC),DE0 5,AC,8655786.16337
Generator,Offshore Wind (AC),DK0 0,AC,7512578.37106
Generator,Offshore Wind (AC),DK1 0,AC,4792907.51699
Generator,Offshore Wind (AC),EE0 0,AC,387.13756
Generator,Offshore Wind (AC),ES0 0,AC,48641.59847
Generator,Offshore Wind (AC),ES6 0,AC,17.10702
Generator,Offshore Wind (AC),FI1 0,AC,787.4572
Generator,Offshore Wind (AC),FR0 0,AC,14034960.26863
Generator,Offshore Wind (AC),FR0 1,AC,345632.363
Generator,Offshore Wind (AC),FR0 2,AC,111.71693
Generator,Offshore Wind (AC),FR0 3,AC,31814216.78309
Generator,Offshore Wind (AC),FR5 0,AC,14.93452
Generator,Offshore Wind (AC),GB2 0,AC,34493956.40719
Generator,Offshore Wind (AC),GB2 1,AC,71141339.25496
Generator,Offshore Wind (AC),GB3 0,AC,4635742.5354
Generator,Offshore Wind (AC),GR0 0,AC,39.6603
Generator,Offshore Wind (AC),HR0 0,AC,28.98028
Generator,Offshore Wind (AC),IE3 0,AC,99696.50062
Generator,Offshore Wind (AC),IT0 0,AC,52433.10357
Generator,Offshore Wind (AC),IT0 1,AC,23.23152
Generator,Offshore Wind (AC),IT4 0,AC,56.86506
Generator,Offshore Wind (AC),LT0 0,AC,605.99504
Generator,Offshore Wind (AC),LV0 0,AC,414.51748
Generator,Offshore Wind (AC),ME0 0,AC,4.91016
Generator,Offshore Wind (AC),NL0 0,AC,26625032.07742
Generator,Offshore Wind (AC),NO1 0,AC,517220.75945
Generator,Offshore Wind (AC),PL0 0,AC,22173034.99053
Generator,Offshore Wind (AC),PT0 0,AC,7593020.53428
Generator,Offshore Wind (AC),RO0 0,AC,5520045.35358
Generator,Offshore Wind (AC),SE1 0,AC,744133.04295
Generator,Offshore Wind (AC),SI0 0,AC,6.79553
Generator,Offshore Wind (DC),BE0 0,AC,4126472.52147
Generator,Offshore Wind (DC),BG0 0,AC,52460.91458
Generator,Offshore Wind (DC),DE0 0,AC,7974900.40856
Generator,Offshore Wind (DC),DE0 2,AC,103701073.01015
Generator,Offshore Wind (DC),DE0 5,AC,1195004.85097
Generator,Offshore Wind (DC),DK0 0,AC,367.38654
Generator,Offshore Wind (DC),DK1 0,AC,53.84844
Generator,Offshore Wind (DC),EE0 0,AC,285.18605
Generator,Offshore Wind (DC),FI1 0,AC,9601343.11955
Generator,Offshore Wind (DC),FR0 0,AC,12405869.74996
Generator,Offshore Wind (DC),FR0 2,AC,117.55016
Generator,Offshore Wind (DC),FR0 3,AC,15019398.82011
Generator,Offshore Wind (DC),GB2 0,AC,74120126.44338
Generator,Offshore Wind (DC),GB2 1,AC,13114988.91638
Generator,Offshore Wind (DC),GB3 0,AC,2846696.93598
Generator,Offshore Wind (DC),GR0 0,AC,23906004.39472
Generator,Offshore Wind (DC),HR0 0,AC,38.41498
Generator,Offshore Wind (DC),IE3 0,AC,5500001.45901
Generator,Offshore Wind (DC),IT0 0,AC,96.78058
Generator,Offshore Wind (DC),IT0 1,AC,28.59084
Generator,Offshore Wind (DC),LT0 0,AC,8922116.40336
Generator,Offshore Wind (DC),LV0 0,AC,983.46892
