cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),2466.95926
capital,Generator,AL0 0,Offshore Wind (Floating),2546.25304
capital,Generator,AL0 0,Onshore Wind,27078492.98568
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419843.93138
capital,Generator,AL0 0,rural solar thermal,1005.0495
capital,Generator,AL0 0,solar-hsat,242794335.67872
capital,Generator,AL0 0,urban central solar thermal,6953.21065
capital,Generator,AL0 0,urban decentral solar thermal,1023.97449
capital,Generator,AT0 0,Onshore Wind,374354838.12236
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184530.17734
capital,Generator,AT0 0,rural solar thermal,930.088
capital,Generator,AT0 0,solar-hsat,2117060816.16356
capital,Generator,AT0 0,urban central solar thermal,1727.93457
capital,Generator,AT0 0,urban decentral solar thermal,894.49702
capital,Generator,BA0 0,Offshore Wind (AC),814.49404
capital,Generator,BA0 0,Offshore Wind (Floating),756.11716
capital,Generator,BA0 0,Onshore Wind,50338193.53129
capital,Generator,BA0 0,Solar,13985216.52264
capital,Generator,BA0 0,rural solar thermal,693.38826
capital,Generator,BA0 0,solar-hsat,352942194.08083
capital,Generator,BA0 0,urban central solar thermal,1577.9272
capital,Generator,BA0 0,urban decentral solar thermal,697.79774
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192304749.85226
capital,Generator,BE0 0,Offshore Wind (Floating),1351.84517
capital,Generator,BE0 0,Onshore Wind,1143641672.30055
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347162.27984
capital,Generator,BE0 0,rural solar thermal,72.92724
capital,Generator,BE0 0,solar-hsat,739566554.14798
capital,Generator,BE0 0,urban central solar thermal,996.50593
capital,Generator,BE0 0,urban decentral solar thermal,461.44493
capital,Generator,BG0 0,Offshore Wind (AC),4654.39687
capital,Generator,BG0 0,Offshore Wind (DC),10699.16649
capital,Generator,BG0 0,Offshore Wind (Floating),3548.05506
capital,Generator,BG0 0,Onshore Wind,70357777.1472
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125929357.61826
capital,Generator,BG0 0,rural solar thermal,734.67647
capital,Generator,BG0 0,solar-hsat,529069489.36964
capital,Generator,BG0 0,urban central solar thermal,1482.68653
capital,Generator,BG0 0,urban decentral solar thermal,841.09635
capital,Generator,CH0 0,Onshore Wind,6364622.39803
capital,Generator,CH0 0,Run of River,1295123214.9052
capital,Generator,CH0 0,Solar,5068544.15002
capital,Generator,CH0 0,rural solar thermal,307.53529
capital,Generator,CH0 0,solar-hsat,2183663096.54908
capital,Generator,CH0 0,urban central solar thermal,1286.52225
capital,Generator,CH0 0,urban decentral solar thermal,320.35796
capital,Generator,CZ0 0,Onshore Wind,16201702.24703
capital,Generator,CZ0 0,Run of River,12396579.18494
capital,Generator,CZ0 0,Solar,68151246.58809
capital,Generator,CZ0 0,rural solar thermal,480.6685
capital,Generator,CZ0 0,solar-hsat,261683704.53357
capital,Generator,CZ0 0,urban central solar thermal,2010.01592
capital,Generator,CZ0 0,urban decentral solar thermal,632.02619
capital,Generator,DE0 0,Offshore Wind (AC),464757892.81506
capital,Generator,DE0 0,Offshore Wind (DC),359314258.68324
capital,Generator,DE0 0,Offshore Wind (Floating),1320.35126
capital,Generator,DE0 0,Onshore Wind,1920770623.71893
capital,Generator,DE0 0,Run of River,22970095.01057
capital,Generator,DE0 0,Solar,136919308.1221
capital,Generator,DE0 0,rural solar thermal,489.73965
capital,Generator,DE0 0,solar-hsat,30360186.37379
capital,Generator,DE0 0,urban central solar thermal,950.86048
capital,Generator,DE0 0,urban decentral solar thermal,513.38959
