carrier,0
AC,63.15053610065362
EV battery,64.35757531675588
H2,79.68541871815337
NH3,117.13830596982649
agriculture machinery oil,81.17844125781437
battery,63.970299602436015
biogas,25.3866495635525
co2,-99.99023585671902
co2 sequestered,-28.30945983207567
co2 stored,-27.69344939835228
coal,9.563760953966666
coal for industry,43.18099598034571
gas,33.18592096881493
gas for industry,50.86731627415098
hbi,151.7728530351081
heat100-200 industry,33.519754706383914
heat200-500 industry,39.07022291195761
heat<100 industry,34.424581484278114
heat>500 industry,53.982613452022434
home battery,69.7417681117431
industry methanol,0.0
kerosene for aviation,82.8351626535367
land transport oil,82.83509662112289
lignite,3.30923662942
low voltage,71.03000197391826
methanol,108.04287434192757
municipal solid waste,-0.02002684043217942
naphtha for industry,57.12766863083082
non-sequestered HVC,-25.717494636393766
none,0.0
oil,57.11769903460085
oil primary,52.920141152333336
process emissions,0.0
rural heat,67.38701911572231
shipping methanol,132.8504833402543
shipping oil,77.86493813662317
solid biomass,26.896783439691216
solid biomass for industry,26.90668773574064
solid biomass import,54.0095589642594
steel,216.63127082092976
steel emission,-53.999932659356965
unsustainable bioliquids,65.35293512983476
uranium,3.421943926073868
urban central heat,24.70780915508323
urban decentral heat,72.39915560669162
