carrier,0
electricity distribution grid,-2313775.779142597
AC,5.716304532587249
DC,16.66343049284691
Solar,34.61203352152215
solar-hsat,37.33820432033098
Pumped Hydro Storage,40.56002055465724
Onshore Wind,45.05156116692168
Offshore Wind (AC),47.19431826508175
Offshore Wind (DC),48.281870575119584
Offshore Wind (Floating),51.53336585365854
urban central solid biomass CHP CC,52.112670321321936
nuclear,54.2832830530588
Run of River,54.61625316179435
Reservoir & Dam,57.7076938605215
battery discharger,59.05989489934352
OCGT methanol,59.23276757880153
waste CHP,59.70305003427004
oil,60.512759643916915
urban central solid biomass CHP,61.36197088129803
Combined-Cycle Gas,73.84175634727339
urban central gas CHP,96.90356038831376
coal,125.9555703128781
lignite,135.53533653284882
Open-Cycle Gas,139.55581367958055
