cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),2228.29341
capital,Generator,AL0 0,Offshore Wind (Floating),2825.53625
capital,Generator,AL0 0,Onshore Wind,27078454.40397
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419822.07094
capital,Generator,AL0 0,rural solar thermal,1148.09552
capital,Generator,AL0 0,solar-hsat,351412790.79309
capital,Generator,AL0 0,urban central solar thermal,2710.22806
capital,Generator,AL0 0,urban decentral solar thermal,1188.56259
capital,Generator,AT0 0,Onshore Wind,374353938.57541
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184533.24968
capital,Generator,AT0 0,rural solar thermal,594.33809
capital,Generator,AT0 0,solar-hsat,2501371883.89575
capital,Generator,AT0 0,urban central solar thermal,1439.51599
capital,Generator,AT0 0,urban decentral solar thermal,1158.92749
capital,Generator,BA0 0,Offshore Wind (AC),1022.8062
capital,Generator,BA0 0,Offshore Wind (Floating),752.7187
capital,Generator,BA0 0,Onshore Wind,50338145.3882
capital,Generator,BA0 0,Solar,13985176.48555
capital,Generator,BA0 0,rural solar thermal,896.58548
capital,Generator,BA0 0,solar-hsat,428968350.811
capital,Generator,BA0 0,urban central solar thermal,2089.36168
capital,Generator,BA0 0,urban decentral solar thermal,894.49877
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192304851.18162
capital,Generator,BE0 0,Offshore Wind (Floating),1824.31802
capital,Generator,BE0 0,Onshore Wind,1763000568.23254
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347152.96751
capital,Generator,BE0 0,rural solar thermal,46.67957
capital,Generator,BE0 0,solar-hsat,1172325609.4197
capital,Generator,BE0 0,urban central solar thermal,899.26631
capital,Generator,BE0 0,urban decentral solar thermal,481.6438
capital,Generator,BG0 0,Offshore Wind (AC),323688530.63408
capital,Generator,BG0 0,Offshore Wind (DC),3494294.44509
