carrier,0
electricity distribution grid,-4492355.832971688
AC,3.748174752248383
DC,9.896623565054504
Pumped Hydro Storage,29.82397721853511
Solar,35.05570477429851
solar-hsat,35.32317932524504
Onshore Wind,40.174012419145484
Offshore Wind (AC),42.59275566441391
Offshore Wind (Floating),44.64928202182654
Run of River,45.98825744809974
battery discharger,46.92540818949927
nuclear,47.09402592583996
Offshore Wind (DC),47.103219440649866
urban central solid biomass CHP CC,47.893311938425725
waste CHP,49.02706935123043
Reservoir & Dam,49.62633948967909
Combined-Cycle Gas,53.68343296817673
urban central solid biomass CHP,53.76175004624266
OCGT methanol,57.56685783277996
oil,59.94011187890754
urban central gas CHP,65.0186507950106
coal,136.87869192035186
Open-Cycle Gas,137.81842778847943
lignite,251.54276125910368
