component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,10.27402
Generator,Offshore Wind (AC),BA0 0,AC,3.2158
Generator,Offshore Wind (AC),BE0 0,AC,10003620.93482
Generator,Offshore Wind (AC),BG0 0,AC,39.61756
Generator,Offshore Wind (AC),DE0 0,AC,9658410.46326
Generator,Offshore Wind (AC),DE0 2,AC,25564151.03352
Generator,Offshore Wind (AC),DE0 5,AC,9087080.92114
Generator,Offshore Wind (AC),DK0 0,AC,6358617.0726
Generator,Offshore Wind (AC),DK1 0,AC,4537189.37966
Generator,Offshore Wind (AC),EE0 0,AC,303.53477
Generator,Offshore Wind (AC),ES0 0,AC,49268.65326
Generator,Offshore Wind (AC),ES6 0,AC,11.71985
Generator,Offshore Wind (AC),FI1 0,AC,684.78591
Generator,Offshore Wind (AC),FR0 0,AC,13145379.17579
Generator,Offshore Wind (AC),FR0 1,AC,348405.61653
Generator,Offshore Wind (AC),FR0 2,AC,65.2639
Generator,Offshore Wind (AC),FR0 3,AC,13821744.3755
Generator,Offshore Wind (AC),FR5 0,AC,9.73738
Generator,Offshore Wind (AC),GB2 0,AC,34410545.4951
Generator,Offshore Wind (AC),GB2 1,AC,71737894.1086
Generator,Offshore Wind (AC),GB3 0,AC,5497961.1567
Generator,Offshore Wind (AC),GR0 0,AC,30.90009
Generator,Offshore Wind (AC),HR0 0,AC,21.67625
Generator,Offshore Wind (AC),IE3 0,AC,104293.60101
Generator,Offshore Wind (AC),IT0 0,AC,53376.94206
Generator,Offshore Wind (AC),IT0 1,AC,17.67511
Generator,Offshore Wind (AC),IT4 0,AC,36.83083
Generator,Offshore Wind (AC),LT0 0,AC,637.44546
Generator,Offshore Wind (AC),LV0 0,AC,318.99883
Generator,Offshore Wind (AC),ME0 0,AC,3.29269
Generator,Offshore Wind (AC),NL0 0,AC,24789769.60979
Generator,Offshore Wind (AC),NO1 0,AC,517256.29479
Generator,Offshore Wind (AC),PL0 0,AC,20918859.71312
Generator,Offshore Wind (AC),PT0 0,AC,77363.54163
Generator,Offshore Wind (AC),RO0 0,AC,5544505.22955
Generator,Offshore Wind (AC),SE1 0,AC,745245.85816
Generator,Offshore Wind (AC),SI0 0,AC,4.50021
Generator,Offshore Wind (DC),BE0 0,AC,4008969.95947
Generator,Offshore Wind (DC),BG0 0,AC,79.82294
Generator,Offshore Wind (DC),DE0 0,AC,8079660.0457
Generator,Offshore Wind (DC),DE0 2,AC,104327892.75225
Generator,Offshore Wind (DC),DE0 5,AC,1226535.17668
Generator,Offshore Wind (DC),DK0 0,AC,256.65936
Generator,Offshore Wind (DC),DK1 0,AC,39.01661
Generator,Offshore Wind (DC),EE0 0,AC,196.32844
Generator,Offshore Wind (DC),FI1 0,AC,7163099.99009
Generator,Offshore Wind (DC),FR0 0,AC,12442470.72717
Generator,Offshore Wind (DC),FR0 2,AC,63.16067
Generator,Offshore Wind (DC),FR0 3,AC,14740612.781
Generator,Offshore Wind (DC),GB2 0,AC,76265394.86433
Generator,Offshore Wind (DC),GB2 1,AC,985.89807
Generator,Offshore Wind (DC),GB3 0,AC,1176.55557
Generator,Offshore Wind (DC),GR0 0,AC,1629.75428
Generator,Offshore Wind (DC),HR0 0,AC,26.31817
Generator,Offshore Wind (DC),IE3 0,AC,5526142.80404
Generator,Offshore Wind (DC),IT0 0,AC,40.16111
Generator,Offshore Wind (DC),IT0 1,AC,17.68291
Generator,Offshore Wind (DC),LT0 0,AC,8515212.90156
Generator,Offshore Wind (DC),LV0 0,AC,673.38325
Generator,Offshore Wind (DC),NL0 0,AC,92391371.04336
Generator,Offshore Wind (DC),NO1 0,AC,414.66901
Generator,Offshore Wind (DC),PL0 0,AC,28365898.09972
Generator,Offshore Wind (DC),RO0 0,AC,9617480.17855
Generator,Offshore Wind (DC),SE1 0,AC,1700.60722
Generator,Offshore Wind (Floating),AL0 0,AC,9.97076
Generator,Offshore Wind (Floating),BA0 0,AC,1.16662
Generator,Offshore Wind (Floating),BE0 0,AC,12.59249
Generator,Offshore Wind (Floating),BG0 0,AC,20.40703
Generator,Offshore Wind (Floating),DE0 0,AC,9.45006
Generator,Offshore Wind (Floating),DE0 2,AC,15.23227
Generator,Offshore Wind (Floating),DE0 5,AC,12.65918
Generator,Offshore Wind (Floating),DK0 0,AC,32.99414
Generator,Offshore Wind (Floating),DK1 0,AC,21.76827
Generator,Offshore Wind (Floating),EE0 0,AC,32.54075
Generator,Offshore Wind (Floating),ES0 0,AC,21.40736
Generator,Offshore Wind (Floating),ES6 0,AC,9.57517
Generator,Offshore Wind (Floating),FI1 0,AC,39.99521
Generator,Offshore Wind (Floating),FR0 0,AC,12.04803
Generator,Offshore Wind (Floating),FR0 1,AC,39.33124
Generator,Offshore Wind (Floating),FR0 2,AC,21.25113
Generator,Offshore Wind (Floating),FR0 3,AC,38.57952
Generator,Offshore Wind (Floating),FR5 0,AC,9.36269
Generator,Offshore Wind (Floating),GB2 0,AC,51.25462
Generator,Offshore Wind (Floating),GB2 1,AC,37.427
Generator,Offshore Wind (Floating),GB3 0,AC,48.09853
Generator,Offshore Wind (Floating),GR0 0,AC,27.14347
Generator,Offshore Wind (Floating),HR0 0,AC,10.07805
Generator,Offshore Wind (Floating),IE3 0,AC,45.9431
Generator,Offshore Wind (Floating),IT0 0,AC,13.51085
Generator,Offshore Wind (Floating),IT0 1,AC,8.78084
Generator,Offshore Wind (Floating),IT4 0,AC,16.72738
Generator,Offshore Wind (Floating),LT0 0,AC,25.78031
Generator,Offshore Wind (Floating),LV0 0,AC,39.90116
Generator,Offshore Wind (Floating),ME0 0,AC,7.23235
Generator,Offshore Wind (Floating),NL0 0,AC,11.91645
Generator,Offshore Wind (Floating),NO1 0,AC,40.30594
Generator,Offshore Wind (Floating),PL0 0,AC,56.81173
Generator,Offshore Wind (Floating),PT0 0,AC,33.08864
Generator,Offshore Wind (Floating),RO0 0,AC,25.02815
Generator,Offshore Wind (Floating),SE1 0,AC,36.95008
Generator,Offshore Wind (Floating),SI0 0,AC,1.54612
Generator,Onshore Wind,AL0 0,AC,87003.69941
