component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,10.65184
Generator,Offshore Wind (AC),BA0 0,AC,3.48297
Generator,Offshore Wind (AC),BE0 0,AC,10042575.83957
Generator,Offshore Wind (AC),BG0 0,AC,33.94998
Generator,Offshore Wind (AC),DE0 0,AC,9666151.85674
Generator,Offshore Wind (AC),DE0 2,AC,27910181.92689
Generator,Offshore Wind (AC),DE0 5,AC,7880692.25901
Generator,Offshore Wind (AC),DK0 0,AC,7449611.84195
Generator,Offshore Wind (AC),DK1 0,AC,4687514.18166
Generator,Offshore Wind (AC),EE0 0,AC,215.12921
Generator,Offshore Wind (AC),ES0 0,AC,52311.70271
Generator,Offshore Wind (AC),ES6 0,AC,16.25031
Generator,Offshore Wind (AC),FI1 0,AC,162.96046
Generator,Offshore Wind (AC),FR0 0,AC,4036204.98598
Generator,Offshore Wind (AC),FR0 1,AC,359047.83157
Generator,Offshore Wind (AC),FR0 2,AC,50.24763
Generator,Offshore Wind (AC),FR0 3,AC,5672164.40368
Generator,Offshore Wind (AC),FR5 0,AC,10.1473
Generator,Offshore Wind (AC),GB2 0,AC,34564709.55816
Generator,Offshore Wind (AC),GB2 1,AC,71793965.04109
Generator,Offshore Wind (AC),GB3 0,AC,159.48951
Generator,Offshore Wind (AC),GR0 0,AC,24.44286
Generator,Offshore Wind (AC),HR0 0,AC,18.7692
Generator,Offshore Wind (AC),IE3 0,AC,115442.06419
Generator,Offshore Wind (AC),IT0 0,AC,56011.71592
Generator,Offshore Wind (AC),IT0 1,AC,15.45197
Generator,Offshore Wind (AC),IT4 0,AC,28.07742
Generator,Offshore Wind (AC),LT0 0,AC,159.93818
Generator,Offshore Wind (AC),LV0 0,AC,197.00575
Generator,Offshore Wind (AC),ME0 0,AC,3.84266
Generator,Offshore Wind (AC),NL0 0,AC,26635680.18571
Generator,Offshore Wind (AC),NO1 0,AC,517316.71702
Generator,Offshore Wind (AC),PL0 0,AC,14641399.76077
Generator,Offshore Wind (AC),PT0 0,AC,82344.66256
Generator,Offshore Wind (AC),RO0 0,AC,70.62407
Generator,Offshore Wind (AC),SE1 0,AC,746460.49397
Generator,Offshore Wind (AC),SI0 0,AC,5.57747
Generator,Offshore Wind (DC),BE0 0,AC,307.3481
Generator,Offshore Wind (DC),BG0 0,AC,26.70941
Generator,Offshore Wind (DC),DE0 0,AC,2423.95021
Generator,Offshore Wind (DC),DE0 2,AC,1609.44259
Generator,Offshore Wind (DC),DE0 5,AC,91900.47149
Generator,Offshore Wind (DC),DK0 0,AC,159.31567
Generator,Offshore Wind (DC),DK1 0,AC,49.01948
Generator,Offshore Wind (DC),EE0 0,AC,146.85489
Generator,Offshore Wind (DC),FI1 0,AC,189.9226
Generator,Offshore Wind (DC),FR0 0,AC,143.24664
Generator,Offshore Wind (DC),FR0 2,AC,38.08363
Generator,Offshore Wind (DC),FR0 3,AC,131.7022
Generator,Offshore Wind (DC),GB2 0,AC,285.57814
Generator,Offshore Wind (DC),GB2 1,AC,180.29323
Generator,Offshore Wind (DC),GB3 0,AC,149.72633
Generator,Offshore Wind (DC),GR0 0,AC,79.26455
Generator,Offshore Wind (DC),HR0 0,AC,22.36238
