cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),1688.07362
capital,Generator,AL0 0,Offshore Wind (Floating),2084.51328
capital,Generator,AL0 0,Onshore Wind,27078465.98402
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419854.15813
capital,Generator,AL0 0,rural solar thermal,672.31808
capital,Generator,AL0 0,solar-hsat,257777752.67389
capital,Generator,AL0 0,urban central solar thermal,2107.98506
capital,Generator,AL0 0,urban decentral solar thermal,700.38719
capital,Generator,AT0 0,Onshore Wind,374353690.14265
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184523.41559
capital,Generator,AT0 0,rural solar thermal,577.51242
capital,Generator,AT0 0,solar-hsat,1850600437.61045
capital,Generator,AT0 0,urban central solar thermal,1266.4989
capital,Generator,AT0 0,urban decentral solar thermal,613.71823
capital,Generator,BA0 0,Offshore Wind (AC),623.06865
capital,Generator,BA0 0,Offshore Wind (Floating),578.82183
capital,Generator,BA0 0,Onshore Wind,50338157.56945
capital,Generator,BA0 0,Solar,13985208.12666
capital,Generator,BA0 0,rural solar thermal,569.2341
capital,Generator,BA0 0,solar-hsat,291025863.69179
capital,Generator,BA0 0,urban central solar thermal,1686.40528
capital,Generator,BA0 0,urban decentral solar thermal,573.50761
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192303740.07302
capital,Generator,BE0 0,Offshore Wind (Floating),1117.96078
capital,Generator,BE0 0,Onshore Wind,562578631.34091
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347226.84171
capital,Generator,BE0 0,rural solar thermal,72.17924
capital,Generator,BE0 0,solar-hsat,17661.96328
capital,Generator,BE0 0,urban central solar thermal,902.2964
capital,Generator,BE0 0,urban decentral solar thermal,396.71833
capital,Generator,BG0 0,Offshore Wind (AC),2419.03967
