cost,component,carrier,0
marginal,Generator,landscape care,237059513.09898
marginal,Generator,lignite,271764.53006
marginal,Generator,manure and slurry,49529.12501
marginal,Generator,municipal solid waste,570867.44371
marginal,Generator,oil primary,277352262844.0672
marginal,Generator,rural heat vent,28.40904
marginal,Generator,rural solar thermal,4.36059
marginal,Generator,sewage sludge,42522.55489
marginal,Generator,solar-hsat,15560969.91032
marginal,Generator,solid biomass,1025701541.09401
marginal,Generator,straw,59243.75622
marginal,Generator,unsustainable biogas,8153573619.7962
marginal,Generator,unsustainable bioliquids,17459240992.90358
marginal,Generator,unsustainable solid biomass,11572795180.02252
marginal,Generator,uranium,6574408235.70906
marginal,Generator,urban central heat vent,43261.42393
marginal,Generator,urban central solar thermal,16.51534
marginal,Generator,urban decentral heat vent,214.33906
marginal,Generator,urban decentral solar thermal,2.81119
marginal,Link,BEV charger,3339872.15243
marginal,Link,BOF,12561048066.2047
marginal,Link,CO2 pipeline,11635.30816
marginal,Link,Combined-Cycle Gas,2780199213.3413
marginal,Link,DC,1717793.6868
marginal,Link,EAF,3.82879
marginal,Link,H2 DRI,26821.92743
marginal,Link,H2 Electrolysis,16.73763
marginal,Link,HVC to air,8948977.68698
marginal,Link,Haber-Bosch,2183188.29549
marginal,Link,OCGT methanol,1400.53725
marginal,Link,Open-Cycle Gas,1600712.96453
marginal,Link,SMR,2521173.32621
marginal,Link,Sabatier,27.43837
marginal,Link,agriculture machinery oil,521014.73751
marginal,Link,ammonia cracker,9.83999
marginal,Link,battery charger,269.60832
marginal,Link,battery discharger,263.50709
marginal,Link,biogas to gas,480607787.14037
marginal,Link,biomass to liquid,57180291.05706
marginal,Link,biomass-to-methanol,28163.24264
marginal,Link,co2 sequestered,89720.76993
marginal,Link,coal,17849572.32784
marginal,Link,coal for industry,1728119.96914
marginal,Link,electricity distribution grid,36253543.75607
marginal,Link,gas DRI,64381.99927
marginal,Link,gas for industry,1079911.06667
marginal,Link,gas pipeline,5762763.98416
marginal,Link,gas pipeline new,664205.70602
marginal,Link,heat100-200 industry electric boiler steam,2377.2906
marginal,Link,heat100-200 industry gas,1751887.45955
marginal,Link,heat100-200 industry industrial heat pump high temperature,374230372.04635
marginal,Link,heat100-200 industry solid biomass,86642958.80315
marginal,Link,heat200-500 industry gas,10459196.89501
marginal,Link,heat200-500 industry hydrogen,7247.47591
marginal,Link,heat200-500 industry solid biomass,743064122.5166
marginal,Link,heat<100 industry electric boiler steam,2352.83603
marginal,Link,heat<100 industry gas,1514190.27796
marginal,Link,heat<100 industry industrial heat pump medium temperature,296942778.26048
marginal,Link,heat<100 industry solid biomass,180898379.41462
marginal,Link,heat>500 industry gas,89905403.24279
marginal,Link,heat>500 industry hydrogen,8438.39904
marginal,Link,home battery charger,564.00047
marginal,Link,home battery discharger,559.73346
marginal,Link,kerosene for aviation,7515311.92284
marginal,Link,land transport oil,25691734.13013
marginal,Link,lignite,89216.43606
marginal,Link,methanolisation,861880.78552
marginal,Link,municipal solid waste,548817.18863
marginal,Link,naphtha for industry,8552319.83282
marginal,Link,nuclear,2240025693.99639
marginal,Link,oil,1979.45275
marginal,Link,oil refining,47906583.07651
marginal,Link,rural air heat pump,17.20801
marginal,Link,rural biomass boiler,1679421417.13473
marginal,Link,rural gas boiler,3254284.77686
marginal,Link,rural ground heat pump,451381.51162
marginal,Link,rural oil boiler,1742851.8557
marginal,Link,rural resistive heater,509865.299
marginal,Link,shipping methanol,686267.35148
marginal,Link,shipping oil,4970185.85617
marginal,Link,solid biomass for industry,3598914.16738
marginal,Link,solid biomass import,18.3651
marginal,Link,steel emission,394675.26762
marginal,Link,unsustainable bioliquids,144545552.75201
marginal,Link,urban central air heat pump,98033.57857
marginal,Link,urban central gas CHP,2944490.77133
marginal,Link,urban central gas boiler,3540768.64397
marginal,Link,urban central resistive heater,67068.15144
marginal,Link,urban central solid biomass CHP,520284710.50671
marginal,Link,urban central solid biomass CHP CC,405590914.00658
marginal,Link,urban decentral air heat pump,900272.31917
marginal,Link,urban decentral biomass boiler,2428503608.77687
marginal,Link,urban decentral gas boiler,6863129.69011
marginal,Link,urban decentral oil boiler,3138113.35676
marginal,Link,urban decentral resistive heater,2126667.46571
marginal,Link,waste CHP,70664.34218
marginal,StorageUnit,Pumped Hydro Storage,681819.4825
marginal,StorageUnit,Reservoir & Dam,3336858.44277
marginal,Store,Battery Storage,0.00017
marginal,Store,EV battery,-0.00706
marginal,Store,co2 sequestered,792411.39088
marginal,Store,home battery,0.00022
marginal,Store,non-sequestered HVC,8564800.69105
marginal,Store,solid biomass import,98757.69558
