carrier,0
electricity distribution grid,-1452178.0836238167
AC,8.48147762109668
DC,23.84803554812448
solar-hsat,37.32674173625641
Solar,38.67407498649061
Onshore Wind,48.5555270323791
Offshore Wind (AC),50.0223839672332
Offshore Wind (DC),51.94208830984298
urban central solid biomass CHP CC,52.09777513700894
Pumped Hydro Storage,53.18311888997354
Offshore Wind (Floating),57.47668043559895
nuclear,59.400049641623866
Run of River,61.45396299569748
Reservoir & Dam,67.42211926952446
OCGT methanol,67.7179856115108
oil,70.9137273593899
waste CHP,72.00739827373613
urban central solid biomass CHP,74.9982613207783
battery discharger,82.43204315907494
Combined-Cycle Gas,99.80591960430348
coal,126.36549418239554
urban central gas CHP,132.85763621607148
lignite,133.3985357101195
Open-Cycle Gas,182.07276713208014
