cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),2838.6202
capital,Generator,AL0 0,Offshore Wind (Floating),2842.95134
capital,Generator,AL0 0,Onshore Wind,27078541.12611
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419885.04722
capital,Generator,AL0 0,rural solar thermal,1151.15031
capital,Generator,AL0 0,solar-hsat,251251530.29382
capital,Generator,AL0 0,urban central solar thermal,5635.46147
capital,Generator,AL0 0,urban decentral solar thermal,1170.53885
capital,Generator,AT0 0,Onshore Wind,374355334.31701
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184660.34751
capital,Generator,AT0 0,rural solar thermal,935.78986
capital,Generator,AT0 0,solar-hsat,2166007969.26824
capital,Generator,AT0 0,urban central solar thermal,2033.60713
capital,Generator,AT0 0,urban decentral solar thermal,985.21507
capital,Generator,BA0 0,Offshore Wind (AC),1122.84435
capital,Generator,BA0 0,Offshore Wind (Floating),949.75304
capital,Generator,BA0 0,Onshore Wind,50338344.7798
capital,Generator,BA0 0,Solar,13985243.07519
capital,Generator,BA0 0,rural solar thermal,767.94153
capital,Generator,BA0 0,solar-hsat,365258826.7813
capital,Generator,BA0 0,urban central solar thermal,1625.79286
capital,Generator,BA0 0,urban decentral solar thermal,772.21882
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192304724.5234
capital,Generator,BE0 0,Offshore Wind (Floating),1844.1869
capital,Generator,BE0 0,Onshore Wind,1282672797.56092
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347212.64405
capital,Generator,BE0 0,rural solar thermal,71.54232
capital,Generator,BE0 0,solar-hsat,805836970.56263
capital,Generator,BE0 0,urban central solar thermal,1068.38237
capital,Generator,BE0 0,urban decentral solar thermal,493.93806
capital,Generator,BG0 0,Offshore Wind (AC),7249.75593
capital,Generator,BG0 0,Offshore Wind (DC),3493997.20438
capital,Generator,BG0 0,Offshore Wind (Floating),4134.03098
capital,Generator,BG0 0,Onshore Wind,70358057.64848
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125929165.65227
capital,Generator,BG0 0,rural solar thermal,822.59805
capital,Generator,BG0 0,solar-hsat,556740885.71451
capital,Generator,BG0 0,urban central solar thermal,1561.37087
capital,Generator,BG0 0,urban decentral solar thermal,954.44545
capital,Generator,CH0 0,Onshore Wind,6364699.51961
capital,Generator,CH0 0,Run of River,1295123214.9052
capital,Generator,CH0 0,Solar,5068575.01337
