cost,component,location,carrier,0
capital,Generator,FR0 1,Offshore Wind (Floating),4309.55006
capital,Generator,FR0 1,Onshore Wind,135484802.49183
capital,Generator,FR0 1,Run of River,1275325841.55478
capital,Generator,FR0 1,Solar,161606490.48826
capital,Generator,FR0 1,rural solar thermal,464.66109
capital,Generator,FR0 1,solar-hsat,2015123401.05903
capital,Generator,FR0 1,urban central solar thermal,2118.08427
capital,Generator,FR0 1,urban decentral solar thermal,724.36821
capital,Generator,FR0 2,Offshore Wind (AC),5539.90905
capital,Generator,FR0 2,Offshore Wind (DC),4559.82775
capital,Generator,FR0 2,Offshore Wind (Floating),3343.12527
capital,Generator,FR0 2,Onshore Wind,322013878.63088
capital,Generator,FR0 2,Run of River,387114376.07396
capital,Generator,FR0 2,Solar,241433325.66086
capital,Generator,FR0 2,rural solar thermal,635.52324
capital,Generator,FR0 2,solar-hsat,3428071.5739
capital,Generator,FR0 2,urban central solar thermal,1400.67992
capital,Generator,FR0 2,urban decentral solar thermal,681.64974
capital,Generator,FR0 3,Offshore Wind (AC),721388444.0887
capital,Generator,FR0 3,Offshore Wind (DC),777717564.38802
capital,Generator,FR0 3,Offshore Wind (Floating),4306.90711
capital,Generator,FR0 3,Onshore Wind,404522721.41518
capital,Generator,FR0 3,Solar,45458224.88526
capital,Generator,FR0 3,rural solar thermal,313.41003
capital,Generator,FR0 3,solar-hsat,6782.60413
capital,Generator,FR0 3,urban central solar thermal,1037.53749
capital,Generator,FR0 3,urban decentral solar thermal,494.39372
capital,Generator,FR0 4,Onshore Wind,410449816.19785
capital,Generator,FR0 4,Run of River,454890285.96669
capital,Generator,FR0 4,Solar,56506091.80185
capital,Generator,FR0 4,rural solar thermal,361.08791
capital,Generator,FR0 4,solar-hsat,4338.64562
capital,Generator,FR0 4,urban central solar thermal,1029.61793
capital,Generator,FR0 4,urban decentral solar thermal,447.71318
capital,Generator,FR5 0,Offshore Wind (AC),1699.97064
capital,Generator,FR5 0,Offshore Wind (Floating),2468.01632
capital,Generator,FR5 0,Onshore Wind,1967313.74042
capital,Generator,FR5 0,Solar,2875.2919
capital,Generator,FR5 0,rural solar thermal,1120.66841
capital,Generator,FR5 0,solar-hsat,81071238.06048
capital,Generator,GB2 0,Offshore Wind (AC),1503452295.5197
capital,Generator,GB2 0,Offshore Wind (DC),3399398759.26224
capital,Generator,GB2 0,Offshore Wind (Floating),4652.04045
capital,Generator,GB2 0,Onshore Wind,1344692089.25733
capital,Generator,GB2 0,Run of River,885889663.85156
capital,Generator,GB2 0,Solar,84832182.13656
capital,Generator,GB2 0,rural solar thermal,156.45538
capital,Generator,GB2 0,solar-hsat,9334.13772
capital,Generator,GB2 0,urban central solar thermal,700.5493
capital,Generator,GB2 0,urban decentral solar thermal,170.5091
capital,Generator,GB2 1,Offshore Wind (AC),3261252486.19319
capital,Generator,GB2 1,Offshore Wind (DC),50570.19089
capital,Generator,GB2 1,Offshore Wind (Floating),3967.00853
capital,Generator,GB2 1,Onshore Wind,1370158631.22835
capital,Generator,GB2 1,Solar,513690537.6158
capital,Generator,GB2 1,rural solar thermal,350.13477
capital,Generator,GB2 1,solar-hsat,577685622.75243
capital,Generator,GB2 1,urban central solar thermal,845.95028
capital,Generator,GB2 1,urban decentral solar thermal,353.51766
capital,Generator,GB3 0,Offshore Wind (AC),235543936.8959
capital,Generator,GB3 0,Offshore Wind (DC),61428.7923
capital,Generator,GB3 0,Offshore Wind (Floating),4522.19481
capital,Generator,GB3 0,Onshore Wind,145378909.36321
capital,Generator,GB3 0,Run of River,234671738.20448
capital,Generator,GB3 0,Solar,12435344.97034
capital,Generator,GB3 0,rural solar thermal,185.3039
capital,Generator,GB3 0,solar-hsat,18699.88927
capital,Generator,GB3 0,urban central solar thermal,586.04779
capital,Generator,GB3 0,urban decentral solar thermal,187.34177
capital,Generator,GR0 0,Offshore Wind (AC),3996.62214
capital,Generator,GR0 0,Offshore Wind (DC),96102.5684
capital,Generator,GR0 0,Offshore Wind (Floating),3762.2788
capital,Generator,GR0 0,Onshore Wind,581562577.44418
capital,Generator,GR0 0,Run of River,31772365.34325
capital,Generator,GR0 0,Solar,218143935.21144
capital,Generator,GR0 0,rural solar thermal,5950.37123
capital,Generator,GR0 0,solar-hsat,1124644193.3685
capital,Generator,GR0 0,urban central solar thermal,2468.83294
capital,Generator,GR0 0,urban decentral solar thermal,1324.25824
capital,Generator,HR0 0,Offshore Wind (AC),3277.6405
capital,Generator,HR0 0,Offshore Wind (DC),3532.41737
capital,Generator,HR0 0,Offshore Wind (Floating),2535.08015
capital,Generator,HR0 0,Onshore Wind,131920797.70893
capital,Generator,HR0 0,Run of River,84182201.03601
capital,Generator,HR0 0,Solar,4256897.41659
capital,Generator,HR0 0,rural solar thermal,1216.88864
capital,Generator,HR0 0,solar-hsat,357705089.18348
capital,Generator,HR0 0,urban central solar thermal,2273.08323
capital,Generator,HR0 0,urban decentral solar thermal,1124.77983
capital,Generator,HU0 0,Onshore Wind,36914643.76474
capital,Generator,HU0 0,Run of River,6070956.3265
capital,Generator,HU0 0,Solar,135337872.90411
capital,Generator,HU0 0,rural solar thermal,587.74522
capital,Generator,HU0 0,solar-hsat,909930913.40808
capital,Generator,HU0 0,urban central solar thermal,2184.79213
capital,Generator,HU0 0,urban decentral solar thermal,815.66193
capital,Generator,IE3 0,Offshore Wind (AC),5042512.27281
capital,Generator,IE3 0,Offshore Wind (DC),226500831.66336
capital,Generator,IE3 0,Offshore Wind (Floating),4365.85308
capital,Generator,IE3 0,Onshore Wind,550272183.64722
capital,Generator,IE3 0,Run of River,66564800.33115
capital,Generator,IE3 0,Solar,64208324.00591
capital,Generator,IE3 0,rural solar thermal,179.13105
capital,Generator,IE3 0,solar-hsat,69841617.36924
capital,Generator,IE3 0,urban central solar thermal,796.94146
capital,Generator,IE3 0,urban decentral solar thermal,250.6357
capital,Generator,IT0 0,Offshore Wind (AC),6051125.99534
capital,Generator,IT0 0,Offshore Wind (DC),3756.7536
capital,Generator,IT0 0,Offshore Wind (Floating),3007.38219
capital,Generator,IT0 0,Onshore Wind,1015581387.96067
capital,Generator,IT0 0,Run of River,543612536.03769
capital,Generator,IT0 0,Solar,194414750.63937
capital,Generator,IT0 0,rural solar thermal,1385.34292
capital,Generator,IT0 0,solar-hsat,2798449458.65196
capital,Generator,IT0 0,urban central solar thermal,1906.72965
capital,Generator,IT0 0,urban decentral solar thermal,1341.03154
capital,Generator,IT0 1,Offshore Wind (AC),3118.28814
capital,Generator,IT0 1,Offshore Wind (DC),2785.07785
capital,Generator,IT0 1,Offshore Wind (Floating),2449.15771
capital,Generator,IT0 1,Onshore Wind,18746673.15769
capital,Generator,IT0 1,Run of River,1762900939.28859
capital,Generator,IT0 1,Solar,72004366.4276
capital,Generator,IT0 1,rural solar thermal,689.49479
capital,Generator,IT0 1,solar-hsat,3868400909.52287
capital,Generator,IT0 1,urban central solar thermal,1971.99126
capital,Generator,IT0 1,urban decentral solar thermal,936.70066
capital,Generator,IT4 0,Offshore Wind (AC),4199.0922
capital,Generator,IT4 0,Offshore Wind (Floating),3139.74673
capital,Generator,IT4 0,Onshore Wind,137128090.44022
capital,Generator,IT4 0,Run of River,18490222.31421
capital,Generator,IT4 0,Solar,22587747.31314
capital,Generator,IT4 0,rural solar thermal,1784.56926
capital,Generator,IT4 0,solar-hsat,232649327.26674
capital,Generator,IT4 0,urban central solar thermal,2919.56071
capital,Generator,IT4 0,urban decentral solar thermal,1656.52124
capital,Generator,LT0 0,Offshore Wind (AC),32834.31385
capital,Generator,LT0 0,Offshore Wind (DC),405882508.62983
capital,Generator,LT0 0,Offshore Wind (Floating),2868.58302
capital,Generator,LT0 0,Onshore Wind,138286012.92333
capital,Generator,LT0 0,Run of River,31125207.56225
capital,Generator,LT0 0,Solar,15686939.96226
capital,Generator,LT0 0,rural solar thermal,368.53591
capital,Generator,LT0 0,solar-hsat,43336692.95191
capital,Generator,LT0 0,urban central solar thermal,700.71014
capital,Generator,LT0 0,urban decentral solar thermal,442.7364
capital,Generator,LU0 0,Onshore Wind,17138184.026
capital,Generator,LU0 0,Solar,2832666.11669
capital,Generator,LU0 0,rural solar thermal,478.77711
capital,Generator,LU0 0,solar-hsat,301402461.85149
capital,Generator,LU0 0,urban central solar thermal,833.88983
capital,Generator,LU0 0,urban decentral solar thermal,494.07879
capital,Generator,LV0 0,Offshore Wind (AC),17555.21459
capital,Generator,LV0 0,Offshore Wind (DC),35309.00082
capital,Generator,LV0 0,Offshore Wind (Floating),3986.26113
capital,Generator,LV0 0,Onshore Wind,11572149.89343
capital,Generator,LV0 0,Run of River,473380508.2809
capital,Generator,LV0 0,Solar,2303934.71444
capital,Generator,LV0 0,rural solar thermal,340.32387
capital,Generator,LV0 0,solar-hsat,61469617.87339
capital,Generator,LV0 0,urban central solar thermal,686.49544
capital,Generator,LV0 0,urban decentral solar thermal,404.51177
capital,Generator,ME0 0,Offshore Wind (AC),1033.65665
capital,Generator,ME0 0,Offshore Wind (Floating),2091.7814
capital,Generator,ME0 0,Onshore Wind,13655027.73598
capital,Generator,ME0 0,Run of River,1651793.1934
capital,Generator,ME0 0,Solar,167561.4789
capital,Generator,ME0 0,rural solar thermal,665.96896
capital,Generator,ME0 0,solar-hsat,307961820.3047
capital,Generator,ME0 0,urban central solar thermal,2830.05637
capital,Generator,ME0 0,urban decentral solar thermal,668.47936
capital,Generator,MK0 0,Onshore Wind,8447598.20429
capital,Generator,MK0 0,Run of River,59045443.2567
capital,Generator,MK0 0,Solar,15545448.14877
capital,Generator,MK0 0,rural solar thermal,743.11994
capital,Generator,MK0 0,solar-hsat,119051404.17491
capital,Generator,MK0 0,urban central solar thermal,1650.33169
capital,Generator,MK0 0,urban decentral solar thermal,748.28237
capital,Generator,NL0 0,Offshore Wind (AC),1174437636.71327
capital,Generator,NL0 0,Offshore Wind (DC),4237335684.2791
capital,Generator,NL0 0,Offshore Wind (Floating),1399.71486
capital,Generator,NL0 0,Onshore Wind,1358326254.58565
capital,Generator,NL0 0,Solar,248276689.22588
capital,Generator,NL0 0,rural solar thermal,0.74391
capital,Generator,NL0 0,solar-hsat,345961112.89214
capital,Generator,NL0 0,urban central solar thermal,973.5371
capital,Generator,NL0 0,urban decentral solar thermal,464.14309
capital,Generator,NO1 0,Offshore Wind (AC),28256277.99135
capital,Generator,NO1 0,Offshore Wind (DC),20528.65739
capital,Generator,NO1 0,Offshore Wind (Floating),3997.73649
capital,Generator,NO1 0,Onshore Wind,639792626.72422
capital,Generator,NO1 0,Run of River,275042056.92383
capital,Generator,NO1 0,Solar,73353.13502
capital,Generator,NO1 0,rural solar thermal,158.20736
capital,Generator,NO1 0,solar-hsat,4789.1201
capital,Generator,NO1 0,urban central solar thermal,719.8364
capital,Generator,NO1 0,urban decentral solar thermal,167.59619
capital,Generator,PL0 0,Offshore Wind (AC),1049262260.50357
capital,Generator,PL0 0,Offshore Wind (DC),1301264026.92398
capital,Generator,PL0 0,Offshore Wind (Floating),5372.90911
capital,Generator,PL0 0,Onshore Wind,3032648720.67958
capital,Generator,PL0 0,Run of River,56210389.48212
capital,Generator,PL0 0,Solar,137290966.22278
capital,Generator,PL0 0,rural solar thermal,519.43541
capital,Generator,PL0 0,solar-hsat,2248223359.96356
capital,Generator,PL0 0,urban central solar thermal,1441.71179
capital,Generator,PL0 0,urban decentral solar thermal,602.13333
capital,Generator,PT0 0,Offshore Wind (AC),5043485.70375
capital,Generator,PT0 0,Offshore Wind (Floating),4113.49798
capital,Generator,PT0 0,Onshore Wind,616510042.71252
capital,Generator,PT0 0,Run of River,781982318.70502
capital,Generator,PT0 0,Solar,183052839.77789
capital,Generator,PT0 0,rural solar thermal,862.2457
capital,Generator,PT0 0,solar-hsat,611118217.96087
capital,Generator,PT0 0,urban central solar thermal,1494.35903
capital,Generator,PT0 0,urban decentral solar thermal,826.62753
capital,Generator,RO0 0,Offshore Wind (AC),338196064.82639
capital,Generator,RO0 0,Offshore Wind (DC),585847332.00581
capital,Generator,RO0 0,Offshore Wind (Floating),3541.81063
capital,Generator,RO0 0,Onshore Wind,637732061.38264
capital,Generator,RO0 0,Run of River,1085206556.13942
capital,Generator,RO0 0,Solar,106116666.30284
capital,Generator,RO0 0,rural solar thermal,1183.33975
capital,Generator,RO0 0,solar-hsat,68318461.31354
capital,Generator,RO0 0,urban central solar thermal,2095.79806
capital,Generator,RO0 0,urban decentral solar thermal,971.9477
capital,Generator,RS0 0,Onshore Wind,89347369.52743
capital,Generator,RS0 0,Run of River,526478263.35986
capital,Generator,RS0 0,Solar,1864098.86725
capital,Generator,RS0 0,rural solar thermal,650.37137
capital,Generator,RS0 0,solar-hsat,108882314.0532
capital,Generator,RS0 0,urban central solar thermal,1552.6046
capital,Generator,RS0 0,urban decentral solar thermal,657.22364
capital,Generator,SE1 0,Offshore Wind (AC),36685718.60028
capital,Generator,SE1 0,Offshore Wind (DC),82493.70683
capital,Generator,SE1 0,Offshore Wind (Floating),3920.97873
capital,Generator,SE1 0,Onshore Wind,1919540691.75167
capital,Generator,SE1 0,Run of River,394149905.66452
capital,Generator,SE1 0,Solar,14943416.94935
capital,Generator,SE1 0,rural solar thermal,169.76575
capital,Generator,SE1 0,solar-hsat,362197649.72766
capital,Generator,SE1 0,urban central solar thermal,732.2423
capital,Generator,SE1 0,urban decentral solar thermal,333.48949
capital,Generator,SI0 0,Offshore Wind (AC),908.90936
capital,Generator,SI0 0,Offshore Wind (Floating),767.23033
capital,Generator,SI0 0,Onshore Wind,1639.4877
capital,Generator,SI0 0,Run of River,155445758.14368
capital,Generator,SI0 0,Solar,1570810.88467
capital,Generator,SI0 0,rural solar thermal,724.83182
capital,Generator,SI0 0,solar-hsat,7216.95696
capital,Generator,SI0 0,urban central solar thermal,1512.69456
capital,Generator,SI0 0,urban decentral solar thermal,833.28431
capital,Generator,SK0 0,Onshore Wind,3996.05418
capital,Generator,SK0 0,Run of River,375255980.16312
capital,Generator,SK0 0,Solar,23519816.99557
capital,Generator,SK0 0,rural solar thermal,659.59997
capital,Generator,SK0 0,solar-hsat,12082.54461
capital,Generator,SK0 0,urban central solar thermal,1514.92576
capital,Generator,SK0 0,urban decentral solar thermal,707.26723
capital,Generator,XK0 0,Onshore Wind,15622204.35235
capital,Generator,XK0 0,Run of River,9306745.23148
capital,Generator,XK0 0,Solar,8644575.09192
capital,Generator,XK0 0,rural solar thermal,28.21229
capital,Generator,XK0 0,solar-hsat,136033.40051
capital,Generator,XK0 0,urban central solar thermal,1265.54896
capital,Generator,XK0 0,urban decentral solar thermal,143.19434
capital,Line,AL0 0,AC,79383299.72642
capital,Line,AT0 0,AC,452246931.39839
capital,Line,BA0 0,AC,128859045.24615
capital,Line,BE0 0,AC,132294395.04691
capital,Line,BG0 0,AC,240709785.26156
capital,Line,CH0 0,AC,495733044.13378
capital,Line,CZ0 0,AC,243022348.25193
capital,Line,DE0 0,AC,582820005.69249
capital,Line,DE0 1,AC,465191429.65178
capital,Line,DE0 2,AC,289218374.52188
capital,Line,DE0 3,AC,130297548.45686
capital,Line,DE0 4,AC,65855244.42637
capital,Line,DE0 5,AC,122467637.92028
capital,Line,DK1 0,AC,92018255.13598
capital,Line,EE0 0,AC,34479190.53832
capital,Line,ES0 0,AC,380252192.80472
capital,Line,FI1 0,AC,164747361.63609
capital,Line,FR0 0,AC,861062076.98221
capital,Line,FR0 1,AC,437004111.69808
capital,Line,FR0 2,AC,175983166.83606
capital,Line,FR0 4,AC,3451633.76
capital,Line,GB2 0,AC,457480582.84278
capital,Line,GB3 0,AC,47856526.08134
capital,Line,GR0 0,AC,48987285.47571
capital,Line,HR0 0,AC,183894692.23639
capital,Line,HU0 0,AC,273318958.65242
capital,Line,IT0 0,AC,280957341.92612
capital,Line,IT0 1,AC,38683404.46554
capital,Line,LT0 0,AC,107375434.77326
capital,Line,ME0 0,AC,53440462.96271
capital,Line,MK0 0,AC,37466027.51957
capital,Line,NO1 0,AC,128929177.92303
capital,Line,PL0 0,AC,51242287.83323
capital,Line,RO0 0,AC,110192312.03459
capital,Line,RS0 0,AC,20274705.30248
capital,Link,AL0 0,CO2 pipeline,16564.20572
capital,Link,AL0 0,Combined-Cycle Gas,1847.97623
capital,Link,AL0 0,EAF,1888.62426
capital,Link,AL0 0,H2 DRI,1416.26532
capital,Link,AL0 0,H2 Electrolysis,2009.24879
capital,Link,AL0 0,Haber-Bosch,7608.9543
capital,Link,AL0 0,Open-Cycle Gas,1246.68052
capital,Link,AL0 0,SMR,60322.49523
capital,Link,AL0 0,Sabatier,796.57296
capital,Link,AL0 0,battery charger,5541.10084
capital,Link,AL0 0,biogas to gas,14894.48356
capital,Link,AL0 0,biomass to liquid,17695810.71001
capital,Link,AL0 0,biomass-to-methanol,2619.45246
capital,Link,AL0 0,electricity distribution grid,36984858.5394
capital,Link,AL0 0,gas DRI,1706.10852
capital,Link,AL0 0,gas pipeline new,1930168.18601
capital,Link,AL0 0,heat100-200 industry electric boiler steam,390.34897
capital,Link,AL0 0,heat100-200 industry gas,142646.95251
capital,Link,AL0 0,heat100-200 industry industrial heat pump high temperature,46468.90775
capital,Link,AL0 0,heat100-200 industry solid biomass,2252185.25907
capital,Link,AL0 0,heat200-500 industry gas,14696.83833
capital,Link,AL0 0,heat200-500 industry hydrogen,128.30333
capital,Link,AL0 0,heat200-500 industry solid biomass,221332.29498
capital,Link,AL0 0,heat<100 industry electric boiler steam,390.66691
capital,Link,AL0 0,heat<100 industry gas,167496.15476
capital,Link,AL0 0,heat<100 industry industrial heat pump medium temperature,11275.22924
capital,Link,AL0 0,heat<100 industry solid biomass,2677972.05904
capital,Link,AL0 0,heat>500 industry gas,17260.85938
capital,Link,AL0 0,heat>500 industry hydrogen,177.72606
capital,Link,AL0 0,home battery charger,5198.33933
capital,Link,AL0 0,methanolisation,47279.12676
capital,Link,AL0 0,rural air heat pump,4288.66373
capital,Link,AL0 0,rural biomass boiler,8891.497
capital,Link,AL0 0,rural gas boiler,27054623.47659
capital,Link,AL0 0,rural ground heat pump,9783.0106
capital,Link,AL0 0,rural resistive heater,3388662.69183
capital,Link,AL0 0,urban central air heat pump,10507.2046
