cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),3765.47518
capital,Generator,AL0 0,Offshore Wind (Floating),3595.33973
capital,Generator,AL0 0,Onshore Wind,27078586.21675
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15420047.2166
capital,Generator,AL0 0,rural solar thermal,2511.90768
capital,Generator,AL0 0,solar-hsat,349717838.18073
capital,Generator,AL0 0,urban central solar thermal,12504.87871
capital,Generator,AL0 0,urban decentral solar thermal,2574.89508
capital,Generator,AT0 0,Onshore Wind,374361951.80648
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20185136.19379
capital,Generator,AT0 0,rural solar thermal,889.78701
capital,Generator,AT0 0,solar-hsat,2425938771.89062
capital,Generator,AT0 0,urban central solar thermal,2588.6864
capital,Generator,AT0 0,urban decentral solar thermal,1335.46978
capital,Generator,BA0 0,Offshore Wind (AC),1661.93568
capital,Generator,BA0 0,Offshore Wind (Floating),1255.20873
capital,Generator,BA0 0,Onshore Wind,50338206.24928
capital,Generator,BA0 0,Solar,13985568.8109
capital,Generator,BA0 0,rural solar thermal,1446.1842
capital,Generator,BA0 0,solar-hsat,411526573.83507
capital,Generator,BA0 0,urban central solar thermal,4255.85135
capital,Generator,BA0 0,urban decentral solar thermal,1451.2448
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),192304705.7204
capital,Generator,BE0 0,Offshore Wind (Floating),2585.94495
capital,Generator,BE0 0,Onshore Wind,1762999131.56814
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347429.98553
capital,Generator,BE0 0,rural solar thermal,46.41887
capital,Generator,BE0 0,solar-hsat,1013151236.38905
capital,Generator,BE0 0,urban central solar thermal,1184.81427
capital,Generator,BE0 0,urban decentral solar thermal,587.22821
capital,Generator,BG0 0,Offshore Wind (AC),20002483.47498
capital,Generator,BG0 0,Offshore Wind (DC),3494257.82934
capital,Generator,BG0 0,Offshore Wind (Floating),5882.71412
capital,Generator,BG0 0,Onshore Wind,70358052.58685
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125929322.6928
