component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,10.27837
Generator,Offshore Wind (AC),BA0 0,AC,3.73455
Generator,Offshore Wind (AC),BE0 0,AC,10031614.9706
Generator,Offshore Wind (AC),BG0 0,AC,38.96015
Generator,Offshore Wind (AC),DE0 0,AC,9561228.78556
Generator,Offshore Wind (AC),DE0 2,AC,25805862.58742
Generator,Offshore Wind (AC),DE0 5,AC,8973152.23183
Generator,Offshore Wind (AC),DK0 0,AC,7447457.11987
Generator,Offshore Wind (AC),DK1 0,AC,3963935.66732
Generator,Offshore Wind (AC),EE0 0,AC,296.74363
Generator,Offshore Wind (AC),ES0 0,AC,49992.89185
Generator,Offshore Wind (AC),ES6 0,AC,11.17399
Generator,Offshore Wind (AC),FI1 0,AC,730.44145
Generator,Offshore Wind (AC),FR0 0,AC,3927530.33004
Generator,Offshore Wind (AC),FR0 1,AC,351707.24131
Generator,Offshore Wind (AC),FR0 2,AC,65.7164
Generator,Offshore Wind (AC),FR0 3,AC,5549189.27354
Generator,Offshore Wind (AC),FR5 0,AC,10.12273
Generator,Offshore Wind (AC),GB2 0,AC,34504319.37228
Generator,Offshore Wind (AC),GB2 1,AC,71133801.57179
Generator,Offshore Wind (AC),GB3 0,AC,2101236.47985
Generator,Offshore Wind (AC),GR0 0,AC,29.37422
Generator,Offshore Wind (AC),HR0 0,AC,21.57875
Generator,Offshore Wind (AC),IE3 0,AC,105220.93269
Generator,Offshore Wind (AC),IT0 0,AC,54146.78284
Generator,Offshore Wind (AC),IT0 1,AC,17.51153
Generator,Offshore Wind (AC),IT4 0,AC,34.82357
Generator,Offshore Wind (AC),LT0 0,AC,1013.97412
Generator,Offshore Wind (AC),LV0 0,AC,340.12645
Generator,Offshore Wind (AC),ME0 0,AC,3.36782
Generator,Offshore Wind (AC),NL0 0,AC,26198516.31201
Generator,Offshore Wind (AC),NO1 0,AC,517278.48919
Generator,Offshore Wind (AC),PL0 0,AC,21374071.77644
Generator,Offshore Wind (AC),PT0 0,AC,78473.52872
Generator,Offshore Wind (AC),RO0 0,AC,1548.34227
Generator,Offshore Wind (AC),SE1 0,AC,745667.14057
Generator,Offshore Wind (AC),SI0 0,AC,4.9423
Generator,Offshore Wind (DC),BE0 0,AC,4066410.69774
Generator,Offshore Wind (DC),BG0 0,AC,61.71425
Generator,Offshore Wind (DC),DE0 0,AC,8062851.59185
Generator,Offshore Wind (DC),DE0 2,AC,103647877.82642
Generator,Offshore Wind (DC),DE0 5,AC,1243882.50524
Generator,Offshore Wind (DC),DK0 0,AC,238.91298
Generator,Offshore Wind (DC),DK1 0,AC,40.35602
Generator,Offshore Wind (DC),EE0 0,AC,194.72654
Generator,Offshore Wind (DC),FI1 0,AC,7483783.21684
Generator,Offshore Wind (DC),FR0 0,AC,12585438.56202
Generator,Offshore Wind (DC),FR0 2,AC,58.68081
Generator,Offshore Wind (DC),FR0 3,AC,10668072.96528
Generator,Offshore Wind (DC),GB2 0,AC,68149256.32849
Generator,Offshore Wind (DC),GB2 1,AC,574.02351
Generator,Offshore Wind (DC),GB3 0,AC,633.74542
Generator,Offshore Wind (DC),GR0 0,AC,157.31664
Generator,Offshore Wind (DC),HR0 0,AC,25.45475
Generator,Offshore Wind (DC),IE3 0,AC,5094882.8206
Generator,Offshore Wind (DC),IT0 0,AC,37.10044
Generator,Offshore Wind (DC),IT0 1,AC,16.98488
Generator,Offshore Wind (DC),LT0 0,AC,8085017.04115
Generator,Offshore Wind (DC),LV0 0,AC,672.87767
Generator,Offshore Wind (DC),NL0 0,AC,42032542.68006
Generator,Offshore Wind (DC),NO1 0,AC,425.14043
Generator,Offshore Wind (DC),PL0 0,AC,27910415.52392
Generator,Offshore Wind (DC),RO0 0,AC,873.9124
Generator,Offshore Wind (DC),SE1 0,AC,1678.61493
Generator,Offshore Wind (Floating),AL0 0,AC,10.17788
Generator,Offshore Wind (Floating),BA0 0,AC,1.3884
Generator,Offshore Wind (Floating),BE0 0,AC,14.20002
Generator,Offshore Wind (Floating),BG0 0,AC,21.02341
Generator,Offshore Wind (Floating),DE0 0,AC,10.93363
Generator,Offshore Wind (Floating),DE0 2,AC,17.12289
Generator,Offshore Wind (Floating),DE0 5,AC,14.23311
Generator,Offshore Wind (Floating),DK0 0,AC,34.61248
Generator,Offshore Wind (Floating),DK1 0,AC,22.02072
Generator,Offshore Wind (Floating),EE0 0,AC,34.06985
Generator,Offshore Wind (Floating),ES0 0,AC,20.94203
Generator,Offshore Wind (Floating),ES6 0,AC,10.18928
Generator,Offshore Wind (Floating),FI1 0,AC,42.79768
Generator,Offshore Wind (Floating),FR0 0,AC,15.09821
Generator,Offshore Wind (Floating),FR0 1,AC,38.92499
Generator,Offshore Wind (Floating),FR0 2,AC,21.87701
Generator,Offshore Wind (Floating),FR0 3,AC,40.68078
Generator,Offshore Wind (Floating),FR5 0,AC,9.59001
Generator,Offshore Wind (Floating),GB2 0,AC,52.25449
Generator,Offshore Wind (Floating),GB2 1,AC,38.75784
Generator,Offshore Wind (Floating),GB3 0,AC,50.64654
Generator,Offshore Wind (Floating),GR0 0,AC,26.11878
Generator,Offshore Wind (Floating),HR0 0,AC,10.35193
Generator,Offshore Wind (Floating),IE3 0,AC,48.53155
Generator,Offshore Wind (Floating),IT0 0,AC,13.54851
Generator,Offshore Wind (Floating),IT0 1,AC,8.96565
Generator,Offshore Wind (Floating),IT4 0,AC,16.6925
Generator,Offshore Wind (Floating),LT0 0,AC,28.17901
Generator,Offshore Wind (Floating),LV0 0,AC,43.13459
Generator,Offshore Wind (Floating),ME0 0,AC,7.40749
Generator,Offshore Wind (Floating),NL0 0,AC,13.65238
Generator,Offshore Wind (Floating),NO1 0,AC,43.06231
Generator,Offshore Wind (Floating),PL0 0,AC,57.82651
Generator,Offshore Wind (Floating),PT0 0,AC,30.98556
Generator,Offshore Wind (Floating),RO0 0,AC,26.08361
Generator,Offshore Wind (Floating),SE1 0,AC,39.53675
Generator,Offshore Wind (Floating),SI0 0,AC,1.80906
Generator,Onshore Wind,AL0 0,AC,87958.2793
Generator,Onshore Wind,AT0 0,AC,3823405.73936
Generator,Onshore Wind,BA0 0,AC,174140.32874
Generator,Onshore Wind,BE0 0,AC,23027276.75045
Generator,Onshore Wind,BG0 0,AC,641100.50534
Generator,Onshore Wind,CH0 0,AC,22710.37674
Generator,Onshore Wind,CZ0 0,AC,228489.80176
Generator,Onshore Wind,DE0 0,AC,32847217.858
Generator,Onshore Wind,DE0 1,AC,5629971.82917
Generator,Onshore Wind,DE0 2,AC,16009630.57927
Generator,Onshore Wind,DE0 3,AC,558567.63286
Generator,Onshore Wind,DE0 4,AC,4017152.99897
Generator,Onshore Wind,DE0 5,AC,27975866.36082
Generator,Onshore Wind,DK0 0,AC,62759991.03138
Generator,Onshore Wind,DK1 0,AC,26192240.99168
Generator,Onshore Wind,EE0 0,AC,11709302.79535
Generator,Onshore Wind,ES0 0,AC,39669077.18023
Generator,Onshore Wind,ES6 0,AC,39.5101
Generator,Onshore Wind,FI1 0,AC,18852364.25142
Generator,Onshore Wind,FR0 0,AC,27202070.06868
Generator,Onshore Wind,FR0 1,AC,1694019.98871
Generator,Onshore Wind,FR0 2,AC,4114530.06517
Generator,Onshore Wind,FR0 3,AC,7894510.85347
Generator,Onshore Wind,FR0 4,AC,6105639.95694
Generator,Onshore Wind,FR5 0,AC,20134.87915
Generator,Onshore Wind,GB2 0,AC,34937572.23082
Generator,Onshore Wind,GB2 1,AC,43471569.8357
Generator,Onshore Wind,GB3 0,AC,3805723.87167
Generator,Onshore Wind,GR0 0,AC,7152278.78058
Generator,Onshore Wind,HR0 0,AC,940684.59077
Generator,Onshore Wind,HU0 0,AC,421416.92693
Generator,Onshore Wind,IE3 0,AC,14019475.25988
Generator,Onshore Wind,IT0 0,AC,8631901.6985
Generator,Onshore Wind,IT0 1,AC,107382.60322
Generator,Onshore Wind,IT4 0,AC,1565856.97702
Generator,Onshore Wind,LT0 0,AC,2593006.6211
Generator,Onshore Wind,LU0 0,AC,293321.7655
Generator,Onshore Wind,LV0 0,AC,230192.85144
