cost,component,location,carrier,0
capital,Generator,AL0 0,Offshore Wind (AC),2365.65947
capital,Generator,AL0 0,Offshore Wind (Floating),2461.38345
capital,Generator,AL0 0,Onshore Wind,27078478.87252
capital,Generator,AL0 0,Run of River,14853811.92575
capital,Generator,AL0 0,Solar,15419906.39078
capital,Generator,AL0 0,rural solar thermal,701.48822
capital,Generator,AL0 0,solar-hsat,262490722.9479
capital,Generator,AL0 0,urban central solar thermal,2527.81616
capital,Generator,AL0 0,urban decentral solar thermal,737.62571
capital,Generator,AT0 0,Onshore Wind,374354171.43135
capital,Generator,AT0 0,Run of River,1376313648.03682
capital,Generator,AT0 0,Solar,20184672.59874
capital,Generator,AT0 0,rural solar thermal,575.04821
capital,Generator,AT0 0,solar-hsat,1401081131.85729
capital,Generator,AT0 0,urban central solar thermal,1493.68893
capital,Generator,AT0 0,urban decentral solar thermal,642.57293
capital,Generator,BA0 0,Offshore Wind (AC),984.00207
capital,Generator,BA0 0,Offshore Wind (Floating),966.81857
capital,Generator,BA0 0,Onshore Wind,50338166.09441
capital,Generator,BA0 0,Solar,13985290.22241
capital,Generator,BA0 0,rural solar thermal,656.07371
capital,Generator,BA0 0,solar-hsat,200417463.78558
capital,Generator,BA0 0,urban central solar thermal,2204.15642
capital,Generator,BA0 0,urban decentral solar thermal,660.36958
capital,Generator,BE0 0,Offshore Wind (AC),460339539.53252
capital,Generator,BE0 0,Offshore Wind (DC),15116.97126
capital,Generator,BE0 0,Offshore Wind (Floating),1634.38842
capital,Generator,BE0 0,Onshore Wind,183184823.18626
capital,Generator,BE0 0,Run of River,18186779.19648
capital,Generator,BE0 0,Solar,25347182.60387
capital,Generator,BE0 0,rural solar thermal,67.52337
capital,Generator,BE0 0,solar-hsat,7314.89283
capital,Generator,BE0 0,urban central solar thermal,997.30034
capital,Generator,BE0 0,urban decentral solar thermal,456.82315
capital,Generator,BG0 0,Offshore Wind (AC),3417.44513
capital,Generator,BG0 0,Offshore Wind (DC),2187.31102
capital,Generator,BG0 0,Offshore Wind (Floating),3153.28308
capital,Generator,BG0 0,Onshore Wind,70357664.87736
capital,Generator,BG0 0,Run of River,34022009.05814
capital,Generator,BG0 0,Solar,125928925.76389
capital,Generator,BG0 0,rural solar thermal,816.93933
capital,Generator,BG0 0,solar-hsat,489587669.72577
capital,Generator,BG0 0,urban central solar thermal,1787.27076
capital,Generator,BG0 0,urban decentral solar thermal,851.9046
capital,Generator,CH0 0,Onshore Wind,6364644.23995
capital,Generator,CH0 0,Run of River,1295123214.9052
capital,Generator,CH0 0,Solar,5068642.36252
capital,Generator,CH0 0,rural solar thermal,301.23944
capital,Generator,CH0 0,solar-hsat,1745870585.8455
capital,Generator,CH0 0,urban central solar thermal,1513.37839
capital,Generator,CH0 0,urban decentral solar thermal,304.46905
capital,Generator,CZ0 0,Onshore Wind,16201064.42563
capital,Generator,CZ0 0,Run of River,12396579.18494
capital,Generator,CZ0 0,Solar,68150587.29271
capital,Generator,CZ0 0,rural solar thermal,446.37741
capital,Generator,CZ0 0,solar-hsat,47270.06046
capital,Generator,CZ0 0,urban central solar thermal,1281.00947
capital,Generator,CZ0 0,urban decentral solar thermal,585.36728
capital,Generator,DE0 0,Offshore Wind (AC),464757892.81506
capital,Generator,DE0 0,Offshore Wind (DC),108748.53731
capital,Generator,DE0 0,Offshore Wind (Floating),1697.66959
capital,Generator,DE0 0,Onshore Wind,1482255854.33696
capital,Generator,DE0 0,Run of River,22970095.01057
capital,Generator,DE0 0,Solar,136919185.56894
capital,Generator,DE0 0,rural solar thermal,418.20817
capital,Generator,DE0 0,solar-hsat,9456.8303
capital,Generator,DE0 0,urban central solar thermal,1044.79789
capital,Generator,DE0 0,urban decentral solar thermal,476.50413
capital,Generator,DE0 1,Onshore Wind,390670629.65575
capital,Generator,DE0 1,Run of River,72178052.77618
capital,Generator,DE0 1,Solar,199216473.15921
capital,Generator,DE0 1,rural solar thermal,451.96184
capital,Generator,DE0 1,solar-hsat,28625.65225
capital,Generator,DE0 1,urban central solar thermal,1084.95116
capital,Generator,DE0 1,urban decentral solar thermal,548.03816
capital,Generator,DE0 2,Offshore Wind (AC),1156810252.44729
capital,Generator,DE0 2,Offshore Wind (DC),74430.49587
capital,Generator,DE0 2,Offshore Wind (Floating),2163.06992
capital,Generator,DE0 2,Onshore Wind,818602780.10477
capital,Generator,DE0 2,Run of River,132010325.87154
capital,Generator,DE0 2,Solar,84732728.6943
capital,Generator,DE0 2,rural solar thermal,309.01744
capital,Generator,DE0 2,solar-hsat,9628.34936
capital,Generator,DE0 2,urban central solar thermal,1048.18644
capital,Generator,DE0 2,urban decentral solar thermal,460.96585
capital,Generator,DE0 3,Onshore Wind,52768280.66358
capital,Generator,DE0 3,Run of River,940688192.41467
capital,Generator,DE0 3,Solar,232333157.81088
capital,Generator,DE0 3,rural solar thermal,547.65923
capital,Generator,DE0 3,solar-hsat,749057398.32852
capital,Generator,DE0 3,urban central solar thermal,1362.72662
capital,Generator,DE0 3,urban decentral solar thermal,610.91465
capital,Generator,DE0 4,Onshore Wind,332000658.1034
capital,Generator,DE0 4,Run of River,269690009.68602
capital,Generator,DE0 4,Solar,115970180.2112
capital,Generator,DE0 4,rural solar thermal,418.50531
capital,Generator,DE0 4,solar-hsat,50481.1803
capital,Generator,DE0 4,urban central solar thermal,1337.9072
capital,Generator,DE0 4,urban decentral solar thermal,552.69628
capital,Generator,DE0 5,Offshore Wind (AC),367605180.63181
capital,Generator,DE0 5,Offshore Wind (DC),4192213.73073
capital,Generator,DE0 5,Offshore Wind (Floating),1752.82744
capital,Generator,DE0 5,Onshore Wind,1468253227.51892
capital,Generator,DE0 5,Run of River,29117199.61962
capital,Generator,DE0 5,Solar,566939680.73189
capital,Generator,DE0 5,rural solar thermal,523.44859
capital,Generator,DE0 5,solar-hsat,22767.69566
capital,Generator,DE0 5,urban central solar thermal,1086.95887
capital,Generator,DE0 5,urban decentral solar thermal,613.89082
capital,Generator,DK0 0,Offshore Wind (AC),329698952.66542
capital,Generator,DK0 0,Offshore Wind (DC),8563.47632
capital,Generator,DK0 0,Offshore Wind (Floating),3798.70969
capital,Generator,DK0 0,Onshore Wind,1907574820.95101
capital,Generator,DK0 0,Solar,85748581.33238
capital,Generator,DK0 0,rural solar thermal,124.42606
capital,Generator,DK0 0,solar-hsat,4654.34381
capital,Generator,DK0 0,urban central solar thermal,859.70996
capital,Generator,DK0 0,urban decentral solar thermal,374.4007
capital,Generator,DK1 0,Offshore Wind (AC),220811780.50334
capital,Generator,DK1 0,Offshore Wind (DC),3379.70765
capital,Generator,DK1 0,Offshore Wind (Floating),3217.41156
capital,Generator,DK1 0,Onshore Wind,639220845.84714
capital,Generator,DK1 0,Solar,28221559.28823
capital,Generator,DK1 0,rural solar thermal,101.00458
capital,Generator,DK1 0,solar-hsat,4830.58244
capital,Generator,DK1 0,urban central solar thermal,918.79671
capital,Generator,DK1 0,urban decentral solar thermal,421.90854
capital,Generator,EE0 0,Offshore Wind (AC),11678.59967
capital,Generator,EE0 0,Offshore Wind (DC),8191.21876
capital,Generator,EE0 0,Offshore Wind (Floating),3971.84987
capital,Generator,EE0 0,Onshore Wind,320719449.5289
capital,Generator,EE0 0,Solar,23011860.061
capital,Generator,EE0 0,rural solar thermal,437.66489
capital,Generator,EE0 0,solar-hsat,6793.64961
capital,Generator,EE0 0,urban central solar thermal,922.1613
capital,Generator,EE0 0,urban decentral solar thermal,493.30705
capital,Generator,ES0 0,Offshore Wind (AC),4026022.30412
capital,Generator,ES0 0,Offshore Wind (Floating),3223.12689
capital,Generator,ES0 0,Onshore Wind,3578971778.74657
capital,Generator,ES0 0,Run of River,40062148.34745
capital,Generator,ES0 0,Solar,1920365668.75529
capital,Generator,ES0 0,rural solar thermal,571.93583
capital,Generator,ES0 0,solar-hsat,2855296397.16145
capital,Generator,ES0 0,urban central solar thermal,1680.41718
capital,Generator,ES0 0,urban decentral solar thermal,1082.25462
capital,Generator,ES6 0,Offshore Wind (AC),2313.7114
capital,Generator,ES6 0,Offshore Wind (Floating),2704.49262
capital,Generator,ES6 0,Onshore Wind,3554.99026
capital,Generator,ES6 0,Run of River,45303586.30495
capital,Generator,ES6 0,Solar,14173670.57262
capital,Generator,ES6 0,rural solar thermal,1308.18883
capital,Generator,ES6 0,solar-hsat,70461165.93004
capital,Generator,ES6 0,urban central solar thermal,2296.40773
capital,Generator,ES6 0,urban decentral solar thermal,1036.18285
capital,Generator,FI1 0,Offshore Wind (AC),9136.56231
capital,Generator,FI1 0,Offshore Wind (DC),10226.6534
capital,Generator,FI1 0,Offshore Wind (Floating),4039.02948
capital,Generator,FI1 0,Onshore Wind,1095681566.49573
capital,Generator,FI1 0,Run of River,453195348.92122
capital,Generator,FI1 0,Solar,8236227.08795
capital,Generator,FI1 0,rural solar thermal,143.38327
capital,Generator,FI1 0,solar-hsat,4935.97437
capital,Generator,FI1 0,urban central solar thermal,834.92287
capital,Generator,FI1 0,urban decentral solar thermal,312.11165
capital,Generator,FR0 0,Offshore Wind (AC),201909039.63499
capital,Generator,FR0 0,Offshore Wind (DC),8162.98669
capital,Generator,FR0 0,Offshore Wind (Floating),1696.65896
capital,Generator,FR0 0,Onshore Wind,1453048397.4594
capital,Generator,FR0 0,Solar,80758699.18482
capital,Generator,FR0 0,rural solar thermal,227.21568
capital,Generator,FR0 0,solar-hsat,5169.40801
capital,Generator,FR0 0,urban central solar thermal,1087.523
capital,Generator,FR0 0,urban decentral solar thermal,481.36744
capital,Generator,FR0 1,Offshore Wind (AC),22170345.79469
capital,Generator,FR0 1,Offshore Wind (Floating),3675.80122
capital,Generator,FR0 1,Onshore Wind,135484768.86573
capital,Generator,FR0 1,Run of River,1275325841.55478
capital,Generator,FR0 1,Solar,161606369.23865
capital,Generator,FR0 1,rural solar thermal,568.72687
capital,Generator,FR0 1,solar-hsat,1714054877.28771
capital,Generator,FR0 1,urban central solar thermal,2121.51645
capital,Generator,FR0 1,urban decentral solar thermal,750.68827
capital,Generator,FR0 2,Offshore Wind (AC),4534.19547
capital,Generator,FR0 2,Offshore Wind (DC),3050.40108
capital,Generator,FR0 2,Offshore Wind (Floating),3288.10937
capital,Generator,FR0 2,Onshore Wind,322013973.31429
capital,Generator,FR0 2,Run of River,387114376.07396
capital,Generator,FR0 2,Solar,241433543.60761
capital,Generator,FR0 2,rural solar thermal,700.2658
capital,Generator,FR0 2,solar-hsat,64467.84118
capital,Generator,FR0 2,urban central solar thermal,1529.79494
capital,Generator,FR0 2,urban decentral solar thermal,729.95799
capital,Generator,FR0 3,Offshore Wind (AC),288773672.22606
capital,Generator,FR0 3,Offshore Wind (DC),7891.16292
capital,Generator,FR0 3,Offshore Wind (Floating),4096.20571
capital,Generator,FR0 3,Onshore Wind,404522191.49803
capital,Generator,FR0 3,Solar,45458173.7863
capital,Generator,FR0 3,rural solar thermal,400.70839
capital,Generator,FR0 3,solar-hsat,7400.96527
capital,Generator,FR0 3,urban central solar thermal,1134.91084
capital,Generator,FR0 3,urban decentral solar thermal,556.9302
capital,Generator,FR0 4,Onshore Wind,410447166.75642
capital,Generator,FR0 4,Run of River,454890285.96669
capital,Generator,FR0 4,Solar,56505949.34379
capital,Generator,FR0 4,rural solar thermal,434.48996
capital,Generator,FR0 4,solar-hsat,6224.79612
capital,Generator,FR0 4,urban central solar thermal,1255.49116
capital,Generator,FR0 4,urban decentral solar thermal,507.70254
capital,Generator,FR5 0,Offshore Wind (AC),1899.88632
capital,Generator,FR5 0,Offshore Wind (Floating),2558.38432
capital,Generator,FR5 0,Onshore Wind,1967283.23709
capital,Generator,FR5 0,Solar,4399.18706
capital,Generator,FR5 0,rural solar thermal,908.8941
capital,Generator,FR5 0,solar-hsat,83281584.9245
capital,Generator,GB2 0,Offshore Wind (AC),1503451530.73072
capital,Generator,GB2 0,Offshore Wind (DC),13419.92454
capital,Generator,GB2 0,Offshore Wind (Floating),4393.74308
capital,Generator,GB2 0,Onshore Wind,1632522517.84111
capital,Generator,GB2 0,Run of River,885889663.85156
capital,Generator,GB2 0,Solar,84832273.66692
capital,Generator,GB2 0,rural solar thermal,146.56996
capital,Generator,GB2 0,solar-hsat,3618.64704
capital,Generator,GB2 0,urban central solar thermal,789.9217
capital,Generator,GB2 0,urban decentral solar thermal,161.65467
capital,Generator,GB2 1,Offshore Wind (AC),3261252058.05597
capital,Generator,GB2 1,Offshore Wind (DC),9426.07944
capital,Generator,GB2 1,Offshore Wind (Floating),3951.35631
capital,Generator,GB2 1,Onshore Wind,1145095786.50662
capital,Generator,GB2 1,Solar,513690467.62829
capital,Generator,GB2 1,rural solar thermal,318.66056
capital,Generator,GB2 1,solar-hsat,4379.77658
capital,Generator,GB2 1,urban central solar thermal,919.39813
capital,Generator,GB2 1,urban decentral solar thermal,327.29837
capital,Generator,GB3 0,Offshore Wind (AC),7996.51039
capital,Generator,GB3 0,Offshore Wind (DC),8054.51473
capital,Generator,GB3 0,Offshore Wind (Floating),4160.40362
capital,Generator,GB3 0,Onshore Wind,145378873.7854
capital,Generator,GB3 0,Run of River,234671738.20448
capital,Generator,GB3 0,Solar,12435386.23227
capital,Generator,GB3 0,rural solar thermal,167.61109
capital,Generator,GB3 0,solar-hsat,3172.69059
capital,Generator,GB3 0,urban central solar thermal,678.62817
capital,Generator,GB3 0,urban decentral solar thermal,170.25072
capital,Generator,GR0 0,Offshore Wind (AC),3482.4087
capital,Generator,GR0 0,Offshore Wind (DC),5508.30936
capital,Generator,GR0 0,Offshore Wind (Floating),3397.32699
capital,Generator,GR0 0,Onshore Wind,581562386.99904
capital,Generator,GR0 0,Run of River,31772365.34325
capital,Generator,GR0 0,Solar,218143920.63467
capital,Generator,GR0 0,rural solar thermal,15306.15736
capital,Generator,GR0 0,solar-hsat,899360030.88538
capital,Generator,GR0 0,urban central solar thermal,1859.52382
capital,Generator,GR0 0,urban decentral solar thermal,1245.01712
capital,Generator,HR0 0,Offshore Wind (AC),3049.20362
capital,Generator,HR0 0,Offshore Wind (DC),3214.63436
capital,Generator,HR0 0,Offshore Wind (Floating),2648.21556
capital,Generator,HR0 0,Onshore Wind,131921840.00773
capital,Generator,HR0 0,Run of River,84182201.03601
capital,Generator,HR0 0,Solar,4256887.63203
capital,Generator,HR0 0,rural solar thermal,896.27399
capital,Generator,HR0 0,solar-hsat,385150375.78377
capital,Generator,HR0 0,urban central solar thermal,2242.03434
capital,Generator,HR0 0,urban decentral solar thermal,1000.51346
capital,Generator,HU0 0,Onshore Wind,36914962.59052
capital,Generator,HU0 0,Run of River,6070956.3265
capital,Generator,HU0 0,Solar,135337807.79726
capital,Generator,HU0 0,rural solar thermal,471.35034
capital,Generator,HU0 0,solar-hsat,746365738.21959
capital,Generator,HU0 0,urban central solar thermal,1686.47142
capital,Generator,HU0 0,urban decentral solar thermal,765.89467
capital,Generator,IE3 0,Offshore Wind (AC),5042315.87864
capital,Generator,IE3 0,Offshore Wind (DC),9793.22804
capital,Generator,IE3 0,Offshore Wind (Floating),4187.33292
capital,Generator,IE3 0,Onshore Wind,550271915.10885
capital,Generator,IE3 0,Run of River,66564800.33115
capital,Generator,IE3 0,Solar,64208001.88751
