cost,component,location,carrier,0
capital,Generator,DE0 0,solar-hsat,910687146.02399
capital,Generator,DE0 0,urban central solar thermal,1024.06718
capital,Generator,DE0 0,urban decentral solar thermal,529.87299
capital,Generator,DE0 1,Onshore Wind,1340811713.19351
capital,Generator,DE0 1,Run of River,72178052.77618
capital,Generator,DE0 1,Solar,199216046.33972
capital,Generator,DE0 1,rural solar thermal,502.55239
capital,Generator,DE0 1,solar-hsat,505567586.45019
capital,Generator,DE0 1,urban central solar thermal,910.69694
capital,Generator,DE0 1,urban decentral solar thermal,660.49587
capital,Generator,DE0 2,Offshore Wind (AC),1156810252.44729
capital,Generator,DE0 2,Offshore Wind (DC),4753542937.21585
capital,Generator,DE0 2,Offshore Wind (Floating),2372.42742
capital,Generator,DE0 2,Onshore Wind,1727292676.87388
capital,Generator,DE0 2,Run of River,132010325.87154
capital,Generator,DE0 2,Solar,84732764.36872
capital,Generator,DE0 2,rural solar thermal,266.47075
capital,Generator,DE0 2,solar-hsat,1668064344.22572
capital,Generator,DE0 2,urban central solar thermal,1021.79644
capital,Generator,DE0 2,urban decentral solar thermal,515.05641
capital,Generator,DE0 3,Onshore Wind,52768641.0575
capital,Generator,DE0 3,Run of River,940688192.41467
capital,Generator,DE0 3,Solar,232333288.02084
capital,Generator,DE0 3,rural solar thermal,558.30026
capital,Generator,DE0 3,solar-hsat,1499718770.08389
capital,Generator,DE0 3,urban central solar thermal,1350.85411
capital,Generator,DE0 3,urban decentral solar thermal,943.70868
capital,Generator,DE0 4,Onshore Wind,1224309215.98446
capital,Generator,DE0 4,Run of River,269690009.68602
capital,Generator,DE0 4,Solar,115970370.53493
capital,Generator,DE0 4,rural solar thermal,329.64361
capital,Generator,DE0 4,solar-hsat,1659022921.45394
capital,Generator,DE0 4,urban central solar thermal,1304.49213
capital,Generator,DE0 4,urban decentral solar thermal,767.01223
capital,Generator,DE0 5,Offshore Wind (AC),429579921.58595
capital,Generator,DE0 5,Offshore Wind (DC),57939028.49147
capital,Generator,DE0 5,Offshore Wind (Floating),1620.42104
capital,Generator,DE0 5,Onshore Wind,4086876775.47592
capital,Generator,DE0 5,Run of River,29117199.61962
capital,Generator,DE0 5,Solar,566939583.41767
capital,Generator,DE0 5,rural solar thermal,561.84439
capital,Generator,DE0 5,solar-hsat,875023937.68172
capital,Generator,DE0 5,urban central solar thermal,1102.91288
capital,Generator,DE0 5,urban decentral solar thermal,698.33351
capital,Generator,DK0 0,Offshore Wind (AC),329699364.7419
capital,Generator,DK0 0,Offshore Wind (DC),134124097.45656
capital,Generator,DK0 0,Offshore Wind (Floating),4509.53579
capital,Generator,DK0 0,Onshore Wind,3524544753.33852
capital,Generator,DK0 0,Solar,85748529.30674
capital,Generator,DK0 0,rural solar thermal,132.02567
capital,Generator,DK0 0,solar-hsat,50078.71866
capital,Generator,DK0 0,urban central solar thermal,800.43876
capital,Generator,DK0 0,urban decentral solar thermal,420.12976
capital,Generator,DK1 0,Offshore Wind (AC),220811801.50861
capital,Generator,DK1 0,Offshore Wind (DC),3391.27979
capital,Generator,DK1 0,Offshore Wind (Floating),2909.74243
capital,Generator,DK1 0,Onshore Wind,1855655442.47587
capital,Generator,DK1 0,Solar,28221548.40829
capital,Generator,DK1 0,rural solar thermal,122.84403
capital,Generator,DK1 0,solar-hsat,501294461.79881
capital,Generator,DK1 0,urban central solar thermal,820.88791
capital,Generator,DK1 0,urban decentral solar thermal,466.45683
capital,Generator,EE0 0,Offshore Wind (AC),35167.55339
capital,Generator,EE0 0,Offshore Wind (DC),26705.51756
capital,Generator,EE0 0,Offshore Wind (Floating),4180.26898
capital,Generator,EE0 0,Onshore Wind,430012817.82098
capital,Generator,EE0 0,Solar,23011831.75486
capital,Generator,EE0 0,rural solar thermal,451.18972
capital,Generator,EE0 0,solar-hsat,31977623.48137
capital,Generator,EE0 0,urban central solar thermal,746.74619
capital,Generator,EE0 0,urban decentral solar thermal,500.6842
capital,Generator,ES0 0,Offshore Wind (AC),4025843.88997
capital,Generator,ES0 0,Offshore Wind (Floating),5535.7393
capital,Generator,ES0 0,Onshore Wind,3578991136.90678
capital,Generator,ES0 0,Run of River,40062148.34745
capital,Generator,ES0 0,Solar,1920327919.58032
capital,Generator,ES0 0,rural solar thermal,332.8044
capital,Generator,ES0 0,solar-hsat,7562627466.47428
capital,Generator,ES0 0,urban central solar thermal,3982.01003
capital,Generator,ES0 0,urban decentral solar thermal,426091923.46339
capital,Generator,ES6 0,Offshore Wind (AC),2564.52504
capital,Generator,ES6 0,Offshore Wind (Floating),3256.02626
capital,Generator,ES6 0,Onshore Wind,20403.13969
capital,Generator,ES6 0,Run of River,45303586.30495
capital,Generator,ES6 0,Solar,14173612.98165
capital,Generator,ES6 0,rural solar thermal,1788.7239
capital,Generator,ES6 0,solar-hsat,171437828.83978
capital,Generator,ES6 0,urban central solar thermal,1467.23233
capital,Generator,ES6 0,urban decentral solar thermal,1448.10203
capital,Generator,FI1 0,Offshore Wind (AC),32827.61833
capital,Generator,FI1 0,Offshore Wind (DC),1351926179.24222
capital,Generator,FI1 0,Offshore Wind (Floating),4580.11126
capital,Generator,FI1 0,Onshore Wind,1095683601.09038
capital,Generator,FI1 0,Run of River,453195348.92122
capital,Generator,FI1 0,Solar,8236174.19594
capital,Generator,FI1 0,rural solar thermal,209.58363
capital,Generator,FI1 0,solar-hsat,106536632.40775
capital,Generator,FI1 0,urban central solar thermal,873.49003
capital,Generator,FI1 0,urban decentral solar thermal,368.31914
capital,Generator,FR0 0,Offshore Wind (AC),740631527.35217
capital,Generator,FR0 0,Offshore Wind (DC),639737465.76513
capital,Generator,FR0 0,Offshore Wind (Floating),1691.28621
capital,Generator,FR0 0,Onshore Wind,3372139581.03715
capital,Generator,FR0 0,Solar,80758690.84237
capital,Generator,FR0 0,rural solar thermal,183.61936
capital,Generator,FR0 0,solar-hsat,4033.47569
capital,Generator,FR0 0,urban central solar thermal,1096.58715
capital,Generator,FR0 0,urban decentral solar thermal,520.15247
capital,Generator,FR0 1,Offshore Wind (AC),371828714.03039
capital,Generator,FR0 1,Offshore Wind (Floating),8933.16035
capital,Generator,FR0 1,Onshore Wind,135484959.20852
capital,Generator,FR0 1,Run of River,1275325841.55478
capital,Generator,FR0 1,Solar,161606681.42488
capital,Generator,FR0 1,rural solar thermal,543.34497
capital,Generator,FR0 1,solar-hsat,2141959599.23854
capital,Generator,FR0 1,urban central solar thermal,2784.33766
capital,Generator,FR0 1,urban decentral solar thermal,1795.71605
capital,Generator,FR0 2,Offshore Wind (AC),242156168.79685
capital,Generator,FR0 2,Offshore Wind (DC),108678629.11257
capital,Generator,FR0 2,Offshore Wind (Floating),5091.75834
capital,Generator,FR0 2,Onshore Wind,322014197.29549
capital,Generator,FR0 2,Run of River,387114376.07396
capital,Generator,FR0 2,Solar,241433339.91123
capital,Generator,FR0 2,rural solar thermal,987.22658
capital,Generator,FR0 2,solar-hsat,89831886.54675
capital,Generator,FR0 2,urban central solar thermal,1273.2625
capital,Generator,FR0 2,urban decentral solar thermal,1197.36955
capital,Generator,FR0 3,Offshore Wind (AC),3119143664.77256
capital,Generator,FR0 3,Offshore Wind (DC),777727569.38096
capital,Generator,FR0 3,Offshore Wind (Floating),6040.45244
capital,Generator,FR0 3,Onshore Wind,404522077.44741
capital,Generator,FR0 3,Solar,45458172.49775
capital,Generator,FR0 3,rural solar thermal,366.08928
capital,Generator,FR0 3,solar-hsat,5039.38751
capital,Generator,FR0 3,urban central solar thermal,1184.61668
capital,Generator,FR0 3,urban decentral solar thermal,625.02587
capital,Generator,FR0 4,Onshore Wind,410447026.49766
capital,Generator,FR0 4,Run of River,454890285.96669
capital,Generator,FR0 4,Solar,56506241.81208
capital,Generator,FR0 4,rural solar thermal,434.37863
capital,Generator,FR0 4,solar-hsat,4510.64966
capital,Generator,FR0 4,urban central solar thermal,992.12345
capital,Generator,FR0 4,urban decentral solar thermal,583.8869
capital,Generator,FR5 0,Offshore Wind (AC),3312.96296
capital,Generator,FR5 0,Offshore Wind (Floating),3789.08676
capital,Generator,FR5 0,Onshore Wind,16601723.22042
capital,Generator,FR5 0,Solar,11572.1041
capital,Generator,FR5 0,rural solar thermal,1204.76021
capital,Generator,FR5 0,solar-hsat,202392534.03292
capital,Generator,GB2 0,Offshore Wind (AC),6763200551.89102
capital,Generator,GB2 0,Offshore Wind (DC),3399401707.23485
capital,Generator,GB2 0,Offshore Wind (Floating),7200.25317
capital,Generator,GB2 0,Onshore Wind,1344688985.63516
capital,Generator,GB2 0,Run of River,885889663.85156
capital,Generator,GB2 0,Solar,84832274.37989
capital,Generator,GB2 0,rural solar thermal,158.47917
capital,Generator,GB2 0,solar-hsat,17925.95713
capital,Generator,GB2 0,urban central solar thermal,767.31393
capital,Generator,GB2 0,urban decentral solar thermal,177.84611
capital,Generator,GB2 1,Offshore Wind (AC),3261254595.33601
capital,Generator,GB2 1,Offshore Wind (DC),7969822699.02113
capital,Generator,GB2 1,Offshore Wind (Floating),5520.30615
capital,Generator,GB2 1,Onshore Wind,2781267000.27729
capital,Generator,GB2 1,Solar,513689971.30112
capital,Generator,GB2 1,rural solar thermal,411.23342
capital,Generator,GB2 1,solar-hsat,1796475849.47017
capital,Generator,GB2 1,urban central solar thermal,969.02372
capital,Generator,GB2 1,urban decentral solar thermal,420.36146
capital,Generator,GB3 0,Offshore Wind (AC),175735564.26197
capital,Generator,GB3 0,Offshore Wind (DC),780849115.04619
capital,Generator,GB3 0,Offshore Wind (Floating),5748.3953
capital,Generator,GB3 0,Onshore Wind,145379072.54324
capital,Generator,GB3 0,Run of River,234671738.20448
capital,Generator,GB3 0,Solar,12435366.77312
capital,Generator,GB3 0,rural solar thermal,193.99654
capital,Generator,GB3 0,solar-hsat,72240.29088
capital,Generator,GB3 0,urban central solar thermal,573.60856
capital,Generator,GB3 0,urban decentral solar thermal,200.9058
capital,Generator,GR0 0,Offshore Wind (AC),6911.09923
capital,Generator,GR0 0,Offshore Wind (DC),1403865566.94282
capital,Generator,GR0 0,Offshore Wind (Floating),5752.36323
capital,Generator,GR0 0,Onshore Wind,581562303.56742
capital,Generator,GR0 0,Run of River,31772365.34325
capital,Generator,GR0 0,Solar,218143872.98647
capital,Generator,GR0 0,rural solar thermal,1530.75341
capital,Generator,GR0 0,solar-hsat,1310496843.50771
capital,Generator,GR0 0,urban central solar thermal,3188.58987
capital,Generator,GR0 0,urban decentral solar thermal,2944.10928
capital,Generator,HR0 0,Offshore Wind (AC),6447.11859
capital,Generator,HR0 0,Offshore Wind (DC),7282.78084
capital,Generator,HR0 0,Offshore Wind (Floating),3560.75945
capital,Generator,HR0 0,Onshore Wind,131920777.44427
capital,Generator,HR0 0,Run of River,84182201.03601
capital,Generator,HR0 0,Solar,4256842.76015
capital,Generator,HR0 0,rural solar thermal,1172.46323
capital,Generator,HR0 0,solar-hsat,460593626.03016
capital,Generator,HR0 0,urban central solar thermal,1365.90138
capital,Generator,HR0 0,urban decentral solar thermal,2977.97249
capital,Generator,HU0 0,Onshore Wind,1087572744.8568
capital,Generator,HU0 0,Run of River,6070956.3265
capital,Generator,HU0 0,Solar,135337946.9739
capital,Generator,HU0 0,rural solar thermal,763.52169
capital,Generator,HU0 0,solar-hsat,1024283742.21518
capital,Generator,HU0 0,urban central solar thermal,1473.48654
capital,Generator,HU0 0,urban decentral solar thermal,2250.64784
capital,Generator,IE3 0,Offshore Wind (AC),259507378.2539
capital,Generator,IE3 0,Offshore Wind (DC),226500994.57353
capital,Generator,IE3 0,Offshore Wind (Floating),6786.29624
capital,Generator,IE3 0,Onshore Wind,550272573.76547
capital,Generator,IE3 0,Run of River,66564800.33115
capital,Generator,IE3 0,Solar,64207972.97133
capital,Generator,IE3 0,rural solar thermal,188.94456
capital,Generator,IE3 0,solar-hsat,447650516.27088
capital,Generator,IE3 0,urban central solar thermal,874.99669
capital,Generator,IE3 0,urban decentral solar thermal,290.64691
capital,Generator,IT0 0,Offshore Wind (AC),6051571.04421
capital,Generator,IT0 0,Offshore Wind (DC),378264204.95643
capital,Generator,IT0 0,Offshore Wind (Floating),5091.23313
capital,Generator,IT0 0,Onshore Wind,1015581950.17024
capital,Generator,IT0 0,Run of River,543612536.03769
capital,Generator,IT0 0,Solar,194414643.44674
capital,Generator,IT0 0,rural solar thermal,1491.28201
capital,Generator,IT0 0,solar-hsat,5628533404.83019
capital,Generator,IT0 0,urban central solar thermal,2975.45412
capital,Generator,IT0 0,urban decentral solar thermal,15326.98859
capital,Generator,IT0 1,Offshore Wind (AC),8466.5634
capital,Generator,IT0 1,Offshore Wind (DC),7660.97841
capital,Generator,IT0 1,Offshore Wind (Floating),4100.20534
capital,Generator,IT0 1,Onshore Wind,18746674.82899
capital,Generator,IT0 1,Run of River,1762900939.28859
capital,Generator,IT0 1,Solar,72004626.52049
capital,Generator,IT0 1,rural solar thermal,651.80917
capital,Generator,IT0 1,solar-hsat,6446129959.40768
capital,Generator,IT0 1,urban central solar thermal,2381.27011
capital,Generator,IT0 1,urban decentral solar thermal,20854.69893
capital,Generator,IT4 0,Offshore Wind (AC),13619.61823
capital,Generator,IT4 0,Offshore Wind (Floating),5062.02235
capital,Generator,IT4 0,Onshore Wind,230433563.90149
capital,Generator,IT4 0,Run of River,18490222.31421
capital,Generator,IT4 0,Solar,22587855.22974
capital,Generator,IT4 0,rural solar thermal,6385.2331
capital,Generator,IT4 0,solar-hsat,372129964.31449
capital,Generator,IT4 0,urban central solar thermal,2986.62373
capital,Generator,IT4 0,urban decentral solar thermal,8850.78782
capital,Generator,LT0 0,Offshore Wind (AC),18919.85731
capital,Generator,LT0 0,Offshore Wind (DC),425245467.30451
capital,Generator,LT0 0,Offshore Wind (Floating),2770.35024
capital,Generator,LT0 0,Onshore Wind,138285423.65749
capital,Generator,LT0 0,Run of River,31125207.56225
capital,Generator,LT0 0,Solar,15686887.69796
capital,Generator,LT0 0,rural solar thermal,438.38324
capital,Generator,LT0 0,solar-hsat,79510588.22326
capital,Generator,LT0 0,urban central solar thermal,900.804
capital,Generator,LT0 0,urban decentral solar thermal,509.64412
capital,Generator,LU0 0,Onshore Wind,232323707.93782
capital,Generator,LU0 0,Solar,2832643.49263
capital,Generator,LU0 0,rural solar thermal,490.74902
capital,Generator,LU0 0,solar-hsat,301402511.93884
capital,Generator,LU0 0,urban central solar thermal,894.2956
capital,Generator,LU0 0,urban decentral solar thermal,621.62873
capital,Generator,LV0 0,Offshore Wind (AC),23614.79998
capital,Generator,LV0 0,Offshore Wind (DC),194885034.42164
capital,Generator,LV0 0,Offshore Wind (Floating),4537.22433
capital,Generator,LV0 0,Onshore Wind,11572208.62031
capital,Generator,LV0 0,Run of River,473380508.2809
capital,Generator,LV0 0,Solar,2303867.22548
capital,Generator,LV0 0,rural solar thermal,465.20023
capital,Generator,LV0 0,solar-hsat,68206197.32276
capital,Generator,LV0 0,urban central solar thermal,751.97434
capital,Generator,LV0 0,urban decentral solar thermal,516.13916
capital,Generator,ME0 0,Offshore Wind (AC),1315.48645
capital,Generator,ME0 0,Offshore Wind (Floating),2773.75648
capital,Generator,ME0 0,Onshore Wind,13654945.13948
capital,Generator,ME0 0,Run of River,1651793.1934
capital,Generator,ME0 0,Solar,167588.51535
capital,Generator,ME0 0,rural solar thermal,702.28525
capital,Generator,ME0 0,solar-hsat,486283797.60673
capital,Generator,ME0 0,urban central solar thermal,1789.46301
capital,Generator,ME0 0,urban decentral solar thermal,708.82255
capital,Generator,MK0 0,Onshore Wind,8447554.15983
capital,Generator,MK0 0,Run of River,59045443.2567
capital,Generator,MK0 0,Solar,15545508.26792
capital,Generator,MK0 0,rural solar thermal,1181.08969
capital,Generator,MK0 0,solar-hsat,113244508.33758
capital,Generator,MK0 0,urban central solar thermal,2618.53419
capital,Generator,MK0 0,urban decentral solar thermal,1187.43845
capital,Generator,NL0 0,Offshore Wind (AC),1174437636.71327
capital,Generator,NL0 0,Offshore Wind (DC),11569138269.40118
capital,Generator,NL0 0,Offshore Wind (Floating),1296.93106
capital,Generator,NL0 0,Onshore Wind,1175523250.0845
capital,Generator,NL0 0,Solar,248276767.32132
capital,Generator,NL0 0,rural solar thermal,5.14174
capital,Generator,NL0 0,solar-hsat,339813317.88441
capital,Generator,NL0 0,urban central solar thermal,952.35437
capital,Generator,NL0 0,urban decentral solar thermal,520.20995
capital,Generator,NO1 0,Offshore Wind (AC),28255843.13938
capital,Generator,NO1 0,Offshore Wind (DC),3560715669.6009
capital,Generator,NO1 0,Offshore Wind (Floating),5029.37641
capital,Generator,NO1 0,Onshore Wind,639792371.3229
capital,Generator,NO1 0,Run of River,275042056.92383
capital,Generator,NO1 0,Solar,73327.00088
capital,Generator,NO1 0,rural solar thermal,209.60515
capital,Generator,NO1 0,solar-hsat,8753.55132
capital,Generator,NO1 0,urban central solar thermal,855.85554
capital,Generator,NO1 0,urban decentral solar thermal,219.75431
capital,Generator,PL0 0,Offshore Wind (AC),1049262301.57193
capital,Generator,PL0 0,Offshore Wind (DC),1301264070.18836
capital,Generator,PL0 0,Offshore Wind (Floating),8137.84649
capital,Generator,PL0 0,Onshore Wind,4632831559.07648
capital,Generator,PL0 0,Run of River,56210389.48212
capital,Generator,PL0 0,Solar,137290958.75377
capital,Generator,PL0 0,rural solar thermal,488.03323
capital,Generator,PL0 0,solar-hsat,2697256949.76702
capital,Generator,PL0 0,urban central solar thermal,1229.69867
capital,Generator,PL0 0,urban decentral solar thermal,673.49615
capital,Generator,PT0 0,Offshore Wind (AC),1139899315.71696
capital,Generator,PT0 0,Offshore Wind (Floating),5936.81813
capital,Generator,PT0 0,Onshore Wind,616509800.34689
capital,Generator,PT0 0,Run of River,781982318.70502
capital,Generator,PT0 0,Solar,183052741.28311
capital,Generator,PT0 0,rural solar thermal,2443.64644
capital,Generator,PT0 0,solar-hsat,397754452.03905
capital,Generator,PT0 0,urban central solar thermal,1685.13022
capital,Generator,PT0 0,urban decentral solar thermal,2386.29502
capital,Generator,RO0 0,Offshore Wind (AC),338196692.38024
capital,Generator,RO0 0,Offshore Wind (DC),585849167.77582
capital,Generator,RO0 0,Offshore Wind (Floating),7042.16322
capital,Generator,RO0 0,Onshore Wind,637733445.88349
capital,Generator,RO0 0,Run of River,1085206556.13942
capital,Generator,RO0 0,Solar,106116189.25709
capital,Generator,RO0 0,rural solar thermal,1014.18113
capital,Generator,RO0 0,solar-hsat,318325430.74755
capital,Generator,RO0 0,urban central solar thermal,1422.48201
capital,Generator,RO0 0,urban decentral solar thermal,1740.20813
capital,Generator,RS0 0,Onshore Wind,89347344.17035
capital,Generator,RS0 0,Run of River,526478263.35986
capital,Generator,RS0 0,Solar,1864016.46231
capital,Generator,RS0 0,rural solar thermal,872.96974
capital,Generator,RS0 0,solar-hsat,96518.20488
capital,Generator,RS0 0,urban central solar thermal,1723.92357
capital,Generator,RS0 0,urban decentral solar thermal,869.75565
capital,Generator,SE1 0,Offshore Wind (AC),36685916.14412
capital,Generator,SE1 0,Offshore Wind (DC),448897.58792
capital,Generator,SE1 0,Offshore Wind (Floating),4506.48416
capital,Generator,SE1 0,Onshore Wind,1919538807.50678
capital,Generator,SE1 0,Run of River,394149905.66452
capital,Generator,SE1 0,Solar,14943406.30165
capital,Generator,SE1 0,rural solar thermal,180.3437
capital,Generator,SE1 0,solar-hsat,460454362.92759
capital,Generator,SE1 0,urban central solar thermal,794.00667
capital,Generator,SE1 0,urban decentral solar thermal,371.65267
capital,Generator,SI0 0,Offshore Wind (AC),1199.01551
capital,Generator,SI0 0,Offshore Wind (Floating),1187.10156
capital,Generator,SI0 0,Onshore Wind,2135.98983
capital,Generator,SI0 0,Run of River,155445758.14368
capital,Generator,SI0 0,Solar,1570839.1886
capital,Generator,SI0 0,rural solar thermal,743.14873
capital,Generator,SI0 0,solar-hsat,8440.15566
capital,Generator,SI0 0,urban central solar thermal,1551.54385
capital,Generator,SI0 0,urban decentral solar thermal,1424.41967
capital,Generator,SK0 0,Onshore Wind,11364.88076
capital,Generator,SK0 0,Run of River,375255980.16312
capital,Generator,SK0 0,Solar,23519713.84525
capital,Generator,SK0 0,rural solar thermal,642.04916
capital,Generator,SK0 0,solar-hsat,11294.10644
capital,Generator,SK0 0,urban central solar thermal,1177.0878
capital,Generator,SK0 0,urban decentral solar thermal,1062.15356
capital,Generator,XK0 0,Onshore Wind,15622190.43203
capital,Generator,XK0 0,Run of River,9306745.23148
capital,Generator,XK0 0,Solar,8644530.70143
capital,Generator,XK0 0,rural solar thermal,5.19882
capital,Generator,XK0 0,solar-hsat,10083835.20064
capital,Generator,XK0 0,urban central solar thermal,1127.80816
capital,Generator,XK0 0,urban decentral solar thermal,0.74237
capital,Line,AL0 0,AC,79383299.72642
capital,Line,AT0 0,AC,452246931.39839
capital,Line,BA0 0,AC,128859045.24615
capital,Line,BE0 0,AC,132294395.04691
capital,Line,BG0 0,AC,240709785.26156
capital,Line,CH0 0,AC,495733044.13378
capital,Line,CZ0 0,AC,243022348.25193
capital,Line,DE0 0,AC,582820005.69249
capital,Line,DE0 1,AC,465191429.65178
capital,Line,DE0 2,AC,289218374.52188
capital,Line,DE0 3,AC,130297548.45686
capital,Line,DE0 4,AC,65855244.42637
capital,Line,DE0 5,AC,122467637.92028
capital,Line,DK1 0,AC,92018255.13598
capital,Line,EE0 0,AC,34479190.53832
capital,Line,ES0 0,AC,380252192.80472
capital,Line,FI1 0,AC,164747361.63609
capital,Line,FR0 0,AC,861062076.98221
capital,Line,FR0 1,AC,437004111.69808
capital,Line,FR0 2,AC,175983166.83606
capital,Line,FR0 4,AC,3451633.76
capital,Line,GB2 0,AC,457480582.84278
capital,Line,GB3 0,AC,47856526.08134
capital,Line,GR0 0,AC,48987285.47571
capital,Line,HR0 0,AC,183894692.23639
capital,Line,HU0 0,AC,273318958.65242
capital,Line,IT0 0,AC,280957341.92612
capital,Line,IT0 1,AC,38683404.46554
capital,Line,LT0 0,AC,107375434.77326
capital,Line,ME0 0,AC,53440462.96271
capital,Line,MK0 0,AC,37466027.51957
capital,Line,NO1 0,AC,128929177.92303
capital,Line,PL0 0,AC,51242287.83323
capital,Line,RO0 0,AC,110192312.03459
capital,Line,RS0 0,AC,20274705.30248
capital,Link,AL0 0,CO2 pipeline,11006.8662
capital,Link,AL0 0,Combined-Cycle Gas,1354.54153
capital,Link,AL0 0,EAF,1542.02065
capital,Link,AL0 0,H2 DRI,1444.64814
capital,Link,AL0 0,H2 Electrolysis,88378.8358
capital,Link,AL0 0,Haber-Bosch,3705.98222
capital,Link,AL0 0,Open-Cycle Gas,1293.75618
capital,Link,AL0 0,SMR,1787.81478
capital,Link,AL0 0,Sabatier,1075.91545
capital,Link,AL0 0,battery charger,26480391.29347
capital,Link,AL0 0,biogas to gas,7295824.16304
capital,Link,AL0 0,biomass to liquid,2970.77041
capital,Link,AL0 0,biomass-to-methanol,6013.72931
capital,Link,AL0 0,electricity distribution grid,26096865.277
capital,Link,AL0 0,gas DRI,1410.37191
capital,Link,AL0 0,gas pipeline new,37577.67427
capital,Link,AL0 0,heat100-200 industry electric boiler steam,435.05335
capital,Link,AL0 0,heat100-200 industry gas,142636.49356
capital,Link,AL0 0,heat100-200 industry industrial heat pump high temperature,2782194.24797
capital,Link,AL0 0,heat100-200 industry solid biomass,5742.57212
capital,Link,AL0 0,heat200-500 industry gas,14688.10649
capital,Link,AL0 0,heat200-500 industry hydrogen,53.1623
capital,Link,AL0 0,heat200-500 industry solid biomass,221999.63806
capital,Link,AL0 0,heat<100 industry electric boiler steam,449.92151
capital,Link,AL0 0,heat<100 industry gas,167433.74115
capital,Link,AL0 0,heat<100 industry industrial heat pump medium temperature,2874408.03539
capital,Link,AL0 0,heat<100 industry solid biomass,8879.65808
capital,Link,AL0 0,heat>500 industry gas,17363.87442
capital,Link,AL0 0,heat>500 industry hydrogen,2705.20637
capital,Link,AL0 0,home battery charger,4213.92241
capital,Link,AL0 0,methanolisation,2482.97841
capital,Link,AL0 0,rural air heat pump,7380.73022
capital,Link,AL0 0,rural biomass boiler,73645541.43073
capital,Link,AL0 0,rural gas boiler,1667.11737
capital,Link,AL0 0,rural ground heat pump,106843.04709
