,0
AC,63.47503387891298
EV battery,74.12533520118353
H2,117.49018326001351
NH3,149.37046182950107
agriculture machinery oil,82.83542547655914
battery,69.22637553814482
biogas,133.20750631911687
co2,-99.9893740920277
co2 sequestered,-30.084045925218835
co2 stored,-8.974099849152356
coal,9.563983038100002
coal for industry,43.180207571264155
gas,141.1574062069925
gas for industry,160.93431806762118
hbi,275.71122193883355
heat100-200 industry,37.495330076228804
heat200-500 industry,49.07538690712692
heat<100 industry,38.9730448377589
heat>500 industry,143.50630391110374
home battery,62.848837527389016
kerosene for aviation,82.83540778330106
land transport oil,82.83518974350184
lignite,3.3087854470433333
low voltage,82.63813310854755
methanol,143.92247606985774
municipal solid waste,-0.019755983855746936
naphtha for industry,57.12783562901444
non-sequestered HVC,-25.717232528271836
oil,57.11793902645144
oil primary,52.920296408000006
rural heat,93.26478023644844
shipping methanol,168.77149440383758
shipping oil,82.83516114385642
solid biomass,31.962312199582964
solid biomass for industry,30.869054259591227
solid biomass import,54.00963875392943
steel,401.18399187664266
steel emission,-99.99930908172735
unsustainable bioliquids,81.68544859153916
uranium,3.422348390586802
urban central heat,46.799935134388306
urban decentral heat,126.95182109750064
