component,carrier,location,bus_carrier,0
Generator,Offshore Wind (AC),AL0 0,AC,16.71225
Generator,Offshore Wind (AC),BA0 0,AC,3.25841
Generator,Offshore Wind (AC),BE0 0,AC,9835928.14217
Generator,Offshore Wind (AC),BG0 0,AC,246.05194
Generator,Offshore Wind (AC),DE0 0,AC,9656846.08484
Generator,Offshore Wind (AC),DE0 2,AC,24129282.82273
Generator,Offshore Wind (AC),DE0 5,AC,8274545.55374
Generator,Offshore Wind (AC),DK0 0,AC,5491321.0777
Generator,Offshore Wind (AC),DK1 0,AC,3669169.50228
Generator,Offshore Wind (AC),EE0 0,AC,546.54228
Generator,Offshore Wind (AC),ES0 0,AC,47668.27717
Generator,Offshore Wind (AC),ES6 0,AC,19.33484
Generator,Offshore Wind (AC),FI1 0,AC,789.74626
Generator,Offshore Wind (AC),FR0 0,AC,14300449.38899
Generator,Offshore Wind (AC),FR0 1,AC,5686237.63224
Generator,Offshore Wind (AC),FR0 2,AC,159.04608
Generator,Offshore Wind (AC),FR0 3,AC,52372988.34262
Generator,Offshore Wind (AC),FR5 0,AC,17.57377
Generator,Offshore Wind (AC),GB2 0,AC,51183666.51231
Generator,Offshore Wind (AC),GB2 1,AC,69811003.1426
Generator,Offshore Wind (AC),GB3 0,AC,567331.63332
Generator,Offshore Wind (AC),GR0 0,AC,48.60901
Generator,Offshore Wind (AC),HR0 0,AC,39.52194
Generator,Offshore Wind (AC),IE3 0,AC,95966.95635
Generator,Offshore Wind (AC),IT0 0,AC,49508.45473
Generator,Offshore Wind (AC),IT0 1,AC,32.22161
Generator,Offshore Wind (AC),IT4 0,AC,88.66209
Generator,Offshore Wind (AC),LT0 0,AC,563.08348
Generator,Offshore Wind (AC),LV0 0,AC,506.59841
Generator,Offshore Wind (AC),ME0 0,AC,5.46301
Generator,Offshore Wind (AC),NL0 0,AC,26501888.51773
Generator,Offshore Wind (AC),NO1 0,AC,517094.67626
Generator,Offshore Wind (AC),PL0 0,AC,20527711.76505
Generator,Offshore Wind (AC),PT0 0,AC,15966186.27576
Generator,Offshore Wind (AC),RO0 0,AC,5493471.52182
Generator,Offshore Wind (AC),SE1 0,AC,744114.15932
Generator,Offshore Wind (AC),SI0 0,AC,7.27839
Generator,Offshore Wind (DC),BE0 0,AC,3727662.27418
Generator,Offshore Wind (DC),BG0 0,AC,51306.87149
Generator,Offshore Wind (DC),DE0 0,AC,8075794.70392
Generator,Offshore Wind (DC),DE0 2,AC,103133897.68959
Generator,Offshore Wind (DC),DE0 5,AC,1246546.61392
Generator,Offshore Wind (DC),DK0 0,AC,702.21702
Generator,Offshore Wind (DC),DK1 0,AC,55.57627
Generator,Offshore Wind (DC),EE0 0,AC,376.04325
Generator,Offshore Wind (DC),FI1 0,AC,25326485.83218
Generator,Offshore Wind (DC),FR0 0,AC,11809585.42139
Generator,Offshore Wind (DC),FR0 2,AC,1026728.5928
Generator,Offshore Wind (DC),FR0 3,AC,14984707.87853
Generator,Offshore Wind (DC),GB2 0,AC,79908079.30655
Generator,Offshore Wind (DC),GB2 1,AC,48366645.45939
Generator,Offshore Wind (DC),GB3 0,AC,10305372.9793
Generator,Offshore Wind (DC),GR0 0,AC,22285179.93799
Generator,Offshore Wind (DC),HR0 0,AC,55.86461
Generator,Offshore Wind (DC),IE3 0,AC,5166862.70479
Generator,Offshore Wind (DC),IT0 0,AC,4190620.18038
Generator,Offshore Wind (DC),IT0 1,AC,42.10662
Generator,Offshore Wind (DC),LT0 0,AC,8925015.85119
Generator,Offshore Wind (DC),LV0 0,AC,1075921.08984
Generator,Offshore Wind (DC),NL0 0,AC,141964962.09273
Generator,Offshore Wind (DC),NO1 0,AC,8879228.51132
Generator,Offshore Wind (DC),PL0 0,AC,24721582.56236
Generator,Offshore Wind (DC),RO0 0,AC,9369652.00599
Generator,Offshore Wind (DC),SE1 0,AC,2301329.38012
Generator,Offshore Wind (Floating),AL0 0,AC,13.91413
Generator,Offshore Wind (Floating),BA0 0,AC,1.11363
Generator,Offshore Wind (Floating),BE0 0,AC,9.95672
Generator,Offshore Wind (Floating),BG0 0,AC,34.06834
Generator,Offshore Wind (Floating),DE0 0,AC,8.85246
Generator,Offshore Wind (Floating),DE0 2,AC,18.23295
Generator,Offshore Wind (Floating),DE0 5,AC,11.37362
Generator,Offshore Wind (Floating),DK0 0,AC,42.254
Generator,Offshore Wind (Floating),DK1 0,AC,29.82995
Generator,Offshore Wind (Floating),EE0 0,AC,39.47926
Generator,Offshore Wind (Floating),ES0 0,AC,32.01036
Generator,Offshore Wind (Floating),ES6 0,AC,12.74409
Generator,Offshore Wind (Floating),FI1 0,AC,46.305
Generator,Offshore Wind (Floating),FR0 0,AC,10.80711
Generator,Offshore Wind (Floating),FR0 1,AC,63.88146
Generator,Offshore Wind (Floating),FR0 2,AC,29.12735
Generator,Offshore Wind (Floating),FR0 3,AC,48.47874
Generator,Offshore Wind (Floating),FR5 0,AC,13.36821
Generator,Offshore Wind (Floating),GB2 0,AC,73.3925
Generator,Offshore Wind (Floating),GB2 1,AC,48.22668
Generator,Offshore Wind (Floating),GB3 0,AC,57.30799
Generator,Offshore Wind (Floating),GR0 0,AC,39.65902
Generator,Offshore Wind (Floating),HR0 0,AC,14.43252
Generator,Offshore Wind (Floating),IE3 0,AC,61.59123
Generator,Offshore Wind (Floating),IT0 0,AC,20.43808
Generator,Offshore Wind (Floating),IT0 1,AC,13.18874
Generator,Offshore Wind (Floating),IT4 0,AC,25.17904
Generator,Offshore Wind (Floating),LT0 0,AC,39.5708
Generator,Offshore Wind (Floating),LV0 0,AC,46.29785
Generator,Offshore Wind (Floating),ME0 0,AC,9.94916
Generator,Offshore Wind (Floating),NL0 0,AC,13.15652
Generator,Offshore Wind (Floating),NO1 0,AC,52.61592
Generator,Offshore Wind (Floating),PL0 0,AC,82.03954
Generator,Offshore Wind (Floating),PT0 0,AC,46.09766
Generator,Offshore Wind (Floating),RO0 0,AC,43.24908
Generator,Offshore Wind (Floating),SE1 0,AC,43.79566
Generator,Offshore Wind (Floating),SI0 0,AC,1.54813
Generator,Onshore Wind,AL0 0,AC,83313.08958
Generator,Onshore Wind,AT0 0,AC,3634623.44227
Generator,Onshore Wind,BA0 0,AC,165839.65414
Generator,Onshore Wind,BE0 0,AC,37734861.7764
Generator,Onshore Wind,BG0 0,AC,612322.90465
Generator,Onshore Wind,CH0 0,AC,22125.05062
Generator,Onshore Wind,CZ0 0,AC,22548504.95387
Generator,Onshore Wind,DE0 0,AC,55111861.99768
Generator,Onshore Wind,DE0 1,AC,5537336.64133
Generator,Onshore Wind,DE0 2,AC,16030833.43438
Generator,Onshore Wind,DE0 3,AC,550519.16616
Generator,Onshore Wind,DE0 4,AC,3929638.75912
Generator,Onshore Wind,DE0 5,AC,56246349.11535
Generator,Onshore Wind,DK0 0,AC,66722589.4118
Generator,Onshore Wind,DK1 0,AC,24822781.68144
Generator,Onshore Wind,EE0 0,AC,10181268.53999
Generator,Onshore Wind,ES0 0,AC,36964217.05841
Generator,Onshore Wind,ES6 0,AC,70.16624
Generator,Onshore Wind,FI1 0,AC,18782200.28414
Generator,Onshore Wind,FR0 0,AC,28770441.81516
Generator,Onshore Wind,FR0 1,AC,1644354.14624
Generator,Onshore Wind,FR0 2,AC,4012953.84316
Generator,Onshore Wind,FR0 3,AC,7330518.291
Generator,Onshore Wind,FR0 4,AC,5588818.77751
Generator,Onshore Wind,FR5 0,AC,19174.67867
Generator,Onshore Wind,GB2 0,AC,32769719.57891
Generator,Onshore Wind,GB2 1,AC,47021453.20192
Generator,Onshore Wind,GB3 0,AC,4052885.25816
Generator,Onshore Wind,GR0 0,AC,6966931.51472
Generator,Onshore Wind,HR0 0,AC,908779.51393
Generator,Onshore Wind,HU0 0,AC,414624.19215
Generator,Onshore Wind,IE3 0,AC,13741943.95797
Generator,Onshore Wind,IT0 0,AC,7636865.5608
Generator,Onshore Wind,IT0 1,AC,104264.75939
Generator,Onshore Wind,IT4 0,AC,1356504.17195
Generator,Onshore Wind,LT0 0,AC,2575929.81204
Generator,Onshore Wind,LU0 0,AC,1625948.36224
Generator,Onshore Wind,LV0 0,AC,213413.43607
Generator,Onshore Wind,ME0 0,AC,33193.40976
Generator,Onshore Wind,MK0 0,AC,13994.52771
Generator,Onshore Wind,NL0 0,AC,15415759.96517
Generator,Onshore Wind,NO1 0,AC,10847750.44666
Generator,Onshore Wind,PL0 0,AC,72424080.51842
Generator,Onshore Wind,PT0 0,AC,7251036.4342
Generator,Onshore Wind,RO0 0,AC,5730459.65438
Generator,Onshore Wind,RS0 0,AC,691496.26961
Generator,Onshore Wind,SE1 0,AC,34296318.61772
Generator,Onshore Wind,SI0 0,AC,6.74321
Generator,Onshore Wind,SK0 0,AC,78.51481
Generator,Onshore Wind,XK0 0,AC,36021.13873
Generator,Run of River,AL0 0,AC,215282.01905
Generator,Run of River,AT0 0,AC,19606052.05513
Generator,Run of River,BE0 0,AC,288475.10426
Generator,Run of River,BG0 0,AC,167197.25001
Generator,Run of River,CH0 0,AC,10588836.25882
Generator,Run of River,CZ0 0,AC,128149.28978
Generator,Run of River,DE0 0,AC,310809.39282
Generator,Run of River,DE0 1,AC,977816.60831
Generator,Run of River,DE0 2,AC,1787998.81147
Generator,Run of River,DE0 3,AC,12747763.24039
Generator,Run of River,DE0 4,AC,3654384.37507
Generator,Run of River,DE0 5,AC,394063.21963
Generator,Run of River,ES0 0,AC,208766.69371
Generator,Run of River,ES6 0,AC,236783.48437
Generator,Run of River,FI1 0,AC,8061626.21199
Generator,Run of River,FR0 1,AC,14836202.81942
Generator,Run of River,FR0 2,AC,4506698.3085
Generator,Run of River,FR0 4,AC,4850914.02272
Generator,Run of River,GB2 0,AC,3883155.06729
Generator,Run of River,GB3 0,AC,1027808.47479
Generator,Run of River,GR0 0,AC,180592.43605
Generator,Run of River,HR0 0,AC,1204723.41119
Generator,Run of River,HU0 0,AC,87725.55826
Generator,Run of River,IE3 0,AC,890654.8684
Generator,Run of River,IT0 0,AC,5756114.90553
Generator,Run of River,IT0 1,AC,18673981.81101
Generator,Run of River,IT4 0,AC,194576.29455
Generator,Run of River,LT0 0,AC,427183.11483
Generator,Run of River,LV0 0,AC,3752004.31019
Generator,Run of River,ME0 0,AC,27098.06702
Generator,Run of River,MK0 0,AC,544294.06789
Generator,Run of River,NO1 0,AC,3893269.69921
Generator,Run of River,PL0 0,AC,1034100.21875
Generator,Run of River,PT0 0,AC,7378719.45772
Generator,Run of River,RO0 0,AC,8272604.50423
Generator,Run of River,RS0 0,AC,8552059.21007
Generator,Run of River,SE1 0,AC,6885852.28775
Generator,Run of River,SI0 0,AC,2198448.77217
Generator,Run of River,SK0 0,AC,3281740.86529
Generator,Run of River,XK0 0,AC,157029.09023
Generator,Solar,AL0 0,AC,431402.47212
Generator,Solar,AT0 0,AC,390988.035
Generator,Solar,BA0 0,AC,316995.13622
Generator,Solar,BE0 0,AC,475054.75529
Generator,Solar,BG0 0,AC,3304032.80177
Generator,Solar,CH0 0,AC,113037.5484
Generator,Solar,CZ0 0,AC,1438476.8516
Generator,Solar,DE0 0,AC,2656904.16874
Generator,Solar,DE0 1,AC,4071797.6659
Generator,Solar,DE0 2,AC,1616984.62445
Generator,Solar,DE0 3,AC,4998316.76968
